CED_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
CED403,1003,14,5,16,1018,150,6,1172,7043,1063,119,31,8255,103,42,150,8406,409,3,8821,10757,1707,199,28,12694,105,43,141,12835,356,9,13199,1062,185,125,3,1378,5,0,5,1380,33,0,1413,71,14,9,66,154,0,0,3,157,4,9,175,18937,2965,446,129,22477,212,90,304,22774,804,26,23603,143,29,3,0,175,31,4,30,199,13,0,216,278,53,3,5,333,18,8,27,365,10,0,376,420,81,4,5,504,49,14,63,565,26,0,591,19356,3041,447,130,22983,265,100,362,23342,833,26,24196,2750,516,92,28,3379,88,18,102,3484,667,11,4156,30,14,0,14,57,0,0,0,57,0,48,106,22135,3568,545,172,26417,350,114,464,26881,1498,74,28455
CED404,86,0,3,3,94,18,0,112,4766,516,110,43,5432,25,16,47,5475,327,9,5815,8072,1067,243,108,9481,83,44,124,9605,370,19,10000,781,127,133,9,1050,10,0,10,1057,38,4,1098,99,14,4,136,244,7,3,9,253,22,7,291,13715,1722,482,286,16204,129,63,195,16394,763,42,17201,73,33,3,0,106,33,3,40,145,35,3,187,128,26,3,0,166,30,10,43,205,21,6,226,204,60,5,7,271,64,14,77,350,52,8,409,13920,1779,490,291,16476,194,80,268,16744,815,51,17611,2842,574,140,140,3697,173,55,231,3930,1119,33,5079,24,0,0,15,44,0,0,0,44,7,106,163,16787,2361,630,451,20224,367,134,500,20719,1944,192,22850
CED405,815,16,0,10,831,133,0,966,6147,911,123,26,7205,89,23,113,7325,311,11,7641,8898,1509,162,48,10616,87,24,119,10728,384,21,11131,1102,176,121,15,1407,12,0,12,1417,55,0,1473,67,12,7,42,135,3,0,3,133,25,15,173,16216,2609,415,127,19367,194,50,243,19608,774,40,20425,118,45,0,3,165,37,0,37,200,16,0,215,264,68,11,9,343,25,7,33,376,21,0,398,379,112,11,7,507,57,7,70,580,40,0,611,16593,2717,426,137,19871,251,57,312,20186,808,38,21038,2938,683,91,76,3780,99,30,131,3910,841,11,4757,30,11,0,17,58,0,0,0,58,9,42,107,19555,3415,508,229,23708,354,90,444,24156,1657,96,25905
CED406,638,17,4,17,653,77,0,732,5489,817,98,41,6456,86,24,112,6567,350,6,6919,9410,1463,189,53,11116,110,46,153,11270,374,3,11640,1076,188,175,12,1448,9,0,13,1457,39,0,1492,47,17,0,51,117,0,3,9,128,12,17,149,16020,2492,466,156,19134,206,76,280,19413,769,28,20209,85,23,0,0,107,25,0,24,138,20,0,157,266,51,10,9,330,21,12,31,365,18,0,380,347,73,10,13,440,44,15,54,494,42,0,537,16363,2565,473,163,19573,251,84,337,19911,804,28,20742,3438,606,136,81,4258,110,42,150,4406,759,5,5173,27,5,0,5,39,0,0,0,39,0,50,88,19825,3178,609,249,23868,354,128,486,24350,1566,86,26005
CED407,828,23,14,29,862,173,3,1036,6680,901,147,24,7750,86,37,123,7874,317,17,8211,9597,1616,195,92,11496,114,33,148,11646,458,21,12125,1034,178,134,15,1358,0,0,3,1360,49,4,1413,66,12,3,84,167,3,0,3,171,9,17,192,17381,2706,478,209,20766,200,72,273,21044,832,57,21931,164,36,3,5,207,53,3,57,266,24,0,291,365,67,3,7,437,13,27,36,477,27,0,505,524,104,5,10,641,67,32,99,739,53,0,791,17903,2807,487,217,21413,271,102,374,21782,886,57,22727,4458,1163,157,123,5906,262,76,340,6243,1324,36,7606,16,4,5,27,47,0,0,0,51,9,67,129,22383,3974,649,363,27367,530,182,717,28083,2217,160,30464
CED408,596,8,6,13,608,59,0,665,6475,1034,142,42,7698,84,22,108,7804,391,11,8202,10777,1799,244,98,12921,82,28,112,13034,428,11,13466,1034,179,162,10,1386,4,0,4,1389,36,0,1432,101,9,0,76,191,0,0,0,192,4,5,204,18389,3027,545,224,22191,172,49,227,22417,857,26,23305,73,7,7,0,89,8,0,8,93,14,0,109,259,36,21,3,308,10,10,20,327,30,0,356,326,43,20,3,397,19,10,33,425,34,0,464,18718,3068,565,230,22586,198,56,257,22844,893,26,23764,3448,593,131,82,4256,91,28,123,4377,554,8,4936,31,5,0,19,57,0,0,0,57,4,46,100,22196,3670,704,334,26903,290,84,377,27276,1454,80,28808
CED409,570,10,5,15,587,174,0,764,5348,813,109,33,6298,99,31,136,6429,502,17,6948,7519,1353,180,90,9137,156,51,207,9342,504,11,9860,844,165,141,12,1162,10,11,21,1183,46,0,1232,72,22,4,129,226,6,0,9,231,30,10,270,13791,2349,423,257,16821,279,94,373,17191,1085,38,18315,199,95,12,4,312,68,3,72,379,64,3,451,317,128,0,15,466,84,39,120,583,53,0,645,515,226,14,21,776,150,37,191,964,124,3,1091,14307,2574,443,278,17597,432,128,563,18157,1211,43,19407,5564,1852,232,259,7910,410,132,543,8451,3204,43,11692,47,17,0,28,100,0,0,0,100,17,130,251,19916,4446,676,569,25605,841,263,1100,26704,4428,212,31354
CED410,1292,26,3,29,1320,149,0,1474,8644,1286,115,37,10083,153,32,187,10267,504,11,10792,11411,1948,154,47,13553,125,29,152,13706,436,34,14171,1057,159,148,5,1369,10,0,10,1387,30,6,1418,74,18,0,80,175,0,0,0,177,4,12,195,21186,3408,418,171,25178,297,60,357,25537,974,63,26574,226,60,4,3,290,40,9,49,340,22,0,359,424,94,7,0,528,27,9,37,561,22,0,587,649,154,10,3,818,67,13,85,902,38,0,948,21837,3560,428,171,25998,369,73,439,26438,1015,63,27519,3834,758,112,63,4766,74,46,125,4893,726,9,5621,31,6,0,34,66,0,0,0,66,3,44,115,25702,4324,544,259,30829,445,121,569,31393,1748,111,33252
CED494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,462,15,0,14,475,36,0,513,6474,615,191,61,7345,94,19,114,7455,373,11,7845,9639,982,347,91,11064,146,25,167,11226,374,10,11613,979,125,169,15,1291,13,10,20,1311,71,5,1387,107,7,6,102,215,3,0,3,223,9,28,264,17200,1738,714,268,19912,254,54,309,20222,822,57,21104,214,14,12,10,247,38,6,45,295,33,0,325,595,48,47,15,707,35,10,42,755,37,0,793,814,71,58,24,955,73,17,90,1045,72,0,1117,18008,1800,767,290,20873,329,71,403,21268,890,57,22219,6239,755,411,255,7671,212,27,241,7912,791,19,8721,44,0,0,34,74,0,0,0,74,0,95,164,24293,2556,1181,582,28618,542,101,636,29255,1685,172,31113
CED502,714,12,7,17,737,117,5,859,6595,909,130,52,7683,124,42,165,7846,431,20,8293,9482,1479,221,103,11285,149,45,193,11476,400,21,11897,905,180,126,14,1222,13,5,18,1244,39,4,1287,129,19,0,124,272,6,0,6,277,13,26,317,17111,2586,478,290,20460,285,87,377,20839,885,72,21796,289,67,6,12,370,39,7,45,409,50,0,454,586,120,16,6,731,33,25,56,782,46,0,837,871,183,24,19,1097,67,26,95,1193,101,0,1287,17983,2764,496,310,21562,354,115,478,22032,984,68,23088,8020,1508,282,230,10039,353,70,421,10463,1476,38,11975,57,11,0,72,137,3,0,3,143,13,119,276,26061,4288,773,613,31737,713,191,897,32636,2473,227,35335
CED503,329,11,0,11,341,28,5,379,4841,529,177,37,5593,65,15,80,5671,301,5,5977,7785,832,342,94,9053,94,24,117,9166,271,15,9457,682,92,175,12,962,17,0,17,974,35,6,1016,74,7,7,88,178,4,5,11,188,18,10,221,13387,1459,700,228,15777,186,37,222,16001,629,42,16672,102,24,11,9,149,35,5,38,183,18,0,202,313,29,20,18,376,19,3,22,401,6,4,405,414,60,28,29,530,47,13,56,584,26,4,612,13806,1522,728,260,16305,231,45,283,16590,653,45,17284,4399,586,299,184,5470,113,27,144,5611,621,25,6262,34,9,5,40,77,0,0,0,77,0,96,176,18235,2109,1027,482,21854,350,81,425,22280,1279,165,23718
CED504,873,23,7,31,902,152,6,1059,5642,915,99,39,6685,104,36,143,6832,409,14,7247,8534,1473,178,74,10253,135,36,165,10414,446,18,10877,820,111,88,10,1025,6,6,13,1034,30,0,1063,115,23,0,117,261,4,3,5,265,16,28,312,15106,2514,361,241,18220,249,75,323,18546,901,51,19496,180,60,0,8,251,37,9,43,292,28,3,324,494,115,12,24,643,37,16,53,704,76,9,780,670,176,12,36,896,74,28,98,990,104,8,1108,15781,2692,371,273,19113,322,97,418,19533,1006,67,20602,5321,1384,169,173,7048,256,123,375,7423,1554,50,9021,50,12,0,56,126,7,0,7,130,17,115,266,21154,4087,542,504,26286,584,218,803,27084,2574,228,29891
CED505,1095,17,8,16,1114,115,3,1231,7755,1015,109,14,8897,144,39,183,9077,508,6,9595,12046,1417,201,43,13702,82,28,113,13818,277,12,14106,930,112,135,3,1185,4,0,4,1190,29,0,1215,91,9,3,71,172,4,0,4,178,3,14,192,20820,2548,448,131,23947,236,72,305,24255,820,31,25113,173,20,0,0,192,21,5,26,217,10,0,225,443,28,3,4,484,19,0,17,500,16,0,518,613,45,4,4,672,40,4,45,721,26,0,741,21438,2596,454,135,24622,278,74,349,24972,849,31,25850,4997,533,111,45,5701,72,20,97,5793,491,11,6288,16,4,0,18,43,0,0,0,43,0,59,105,26452,3134,566,207,30366,352,98,446,30813,1334,96,32243
CED506,88,0,0,0,88,4,0,96,6810,628,213,63,7710,89,30,124,7832,448,12,8289,8325,1036,391,132,9878,91,20,110,9989,319,16,10321,939,112,235,10,1298,9,0,9,1304,48,0,1353,119,8,0,152,285,3,0,9,289,37,9,333,16195,1779,838,354,19169,193,45,241,19417,851,37,20302,117,7,5,3,139,84,0,84,222,31,0,250,212,26,28,15,278,28,26,58,337,28,0,358,328,36,30,17,417,114,32,145,556,56,0,608,16523,1815,869,377,19581,307,79,388,19969,910,38,20913,4134,546,327,188,5204,243,59,302,5501,1602,25,7132,42,9,3,28,77,0,0,0,77,10,172,261,20701,2371,1201,594,24867,549,133,685,25556,2519,233,28310
CED507,111,0,0,0,113,10,0,126,4638,624,169,31,5459,50,21,69,5526,269,5,5806,9068,1141,423,87,10716,81,20,102,10824,326,7,11157,689,101,169,17,978,11,0,9,983,14,0,1005,69,5,4,94,176,0,0,0,174,13,15,205,14468,1876,763,228,17333,138,44,181,17509,630,29,18168,75,10,3,0,84,29,0,29,112,13,0,125,253,20,20,0,288,28,8,31,324,12,0,337,321,34,21,0,377,55,8,63,440,22,0,462,14787,1906,788,229,17707,187,52,240,17951,652,29,18628,3853,500,225,123,4709,98,19,118,4825,477,5,5305,18,7,0,31,58,0,0,0,56,0,61,119,18657,2409,1011,387,22468,291,73,364,22831,1127,95,24057
CED508,705,17,3,22,725,77,4,805,6116,766,122,33,7040,82,39,122,7164,355,6,7522,10528,1209,255,77,12071,96,35,125,12200,326,16,12543,1168,132,166,3,1473,7,3,10,1479,30,7,1513,77,5,0,75,165,6,0,6,162,3,17,180,17887,2118,540,193,20742,189,77,262,21001,714,46,21760,119,15,8,6,146,19,0,20,167,17,0,188,349,47,10,12,417,14,0,23,440,15,3,454,468,59,20,14,567,32,5,43,605,39,3,642,18359,2176,557,208,21307,217,83,297,21604,748,48,22398,4247,437,163,69,4922,97,17,113,5034,487,27,5547,31,10,0,11,53,3,0,3,57,4,43,105,22638,2623,724,294,26277,316,98,414,26697,1243,116,28053
CED509,620,12,3,11,637,77,0,712,7230,850,210,41,8330,103,41,140,8473,372,25,8868,10778,1204,295,87,12366,114,19,130,12492,311,27,12836,1053,141,162,7,1366,9,0,9,1374,24,3,1405,63,9,4,115,190,0,0,0,199,10,13,224,19127,2207,675,252,22259,231,57,284,22543,720,60,23328,200,29,0,0,238,19,0,19,256,12,0,269,409,58,14,7,485,24,3,28,519,20,0,540,610,86,21,13,720,39,3,44,770,34,4,810,19738,2296,693,262,22981,270,57,331,23310,758,70,24131,5461,721,284,174,6638,140,37,181,6824,710,19,7550,48,10,0,80,137,0,0,0,137,4,82,221,25248,3026,979,512,29762,411,99,513,30271,1468,166,31908
CED510,986,18,5,24,1008,72,0,1076,7787,829,147,27,8790,100,22,127,8913,305,16,9239,13213,1289,275,63,14836,131,15,145,14985,295,17,15294,1110,115,153,6,1383,12,0,16,1397,41,5,1442,118,5,4,91,213,0,0,0,216,7,21,242,22222,2231,579,184,25220,247,38,284,25505,651,56,26207,120,29,5,0,155,17,0,19,174,17,0,185,407,47,12,3,462,6,0,8,470,24,3,491,533,67,15,3,617,23,6,24,646,35,3,679,22752,2296,599,193,25839,274,40,311,26151,688,53,26893,4076,376,178,64,4703,84,12,95,4801,318,8,5125,41,4,0,22,67,0,0,0,67,0,54,126,26876,2680,775,273,30609,351,57,406,31010,1007,115,32135
CED511,49,3,0,0,50,4,0,54,5065,561,118,73,5814,52,19,69,5881,286,10,6177,8521,1067,253,84,9922,70,29,102,10022,333,14,10371,711,92,126,27,961,5,0,5,962,41,0,1002,109,11,8,129,250,4,0,4,254,18,15,286,14409,1730,499,305,16942,130,46,175,17118,678,44,17838,66,20,5,0,86,8,0,10,96,10,0,109,167,23,3,6,203,15,6,20,223,13,9,244,228,46,8,6,291,24,11,30,319,27,9,356,14635,1775,505,312,17232,153,55,208,17441,710,48,18199,4109,520,198,168,5001,165,40,206,5204,786,22,6014,48,0,3,18,72,0,7,7,75,16,105,195,18797,2299,710,501,22303,318,101,417,22720,1510,176,24399
CED512,821,14,6,17,835,79,4,923,7773,848,217,40,8878,104,27,129,9003,355,16,9375,12183,1466,405,112,14162,117,26,145,14305,354,27,14680,1209,142,220,28,1602,25,8,28,1635,44,0,1678,114,16,5,195,325,0,0,0,332,9,26,358,21276,2478,844,377,24967,245,61,304,25267,763,68,26102,181,43,4,7,229,25,0,25,253,35,4,291,562,71,27,18,677,31,14,46,722,34,9,761,740,109,33,19,903,55,14,66,969,68,8,1050,22012,2584,878,396,25869,301,75,371,26238,838,77,27152,5586,890,267,209,6952,176,28,204,7152,852,17,8020,54,9,0,42,104,0,0,0,99,8,93,198,27654,3479,1140,649,32921,480,99,577,33502,1692,179,35370
CED513,611,9,9,16,623,87,0,708,5466,799,110,25,6401,126,33,158,6556,303,9,6868,8412,1181,103,30,9730,94,26,121,9855,205,18,10073,1070,143,102,0,1319,14,5,19,1334,28,4,1368,46,8,3,55,109,3,0,3,110,4,17,135,14990,2133,320,112,17556,237,63,301,17857,537,48,18446,136,14,5,3,152,18,0,19,178,13,0,187,346,38,8,0,394,26,4,29,421,24,0,448,482,56,15,6,549,36,7,45,599,38,3,638,15473,2185,333,114,18106,276,76,353,18456,572,50,19080,3593,510,78,96,4270,55,27,80,4353,485,20,4857,24,9,3,37,74,0,0,0,74,4,43,120,19093,2702,411,246,22449,332,99,434,22885,1063,110,24056
CED514,631,19,7,26,652,83,8,742,6002,743,94,43,6885,97,30,131,7009,357,11,7379,8565,1289,169,79,10097,109,46,155,10252,275,21,10552,960,151,137,0,1246,12,3,9,1264,26,4,1292,86,9,5,91,186,0,0,0,188,6,8,208,15605,2195,401,214,18418,221,78,300,18714,662,47,19424,191,45,0,0,243,21,4,19,256,22,0,283,431,81,8,0,521,21,7,34,555,28,4,584,623,132,8,4,758,42,11,53,812,44,6,864,16230,2320,412,217,19175,257,88,352,19529,716,49,20287,4933,961,161,140,6201,232,86,319,6524,884,16,7417,31,6,0,64,101,0,0,0,101,15,82,197,21185,3292,574,424,25475,493,177,669,26149,1604,153,27909
CED515,1514,29,13,47,1556,158,5,1723,9140,1073,143,43,10407,154,55,206,10612,512,13,11144,12852,1564,199,69,14686,164,34,199,14884,412,25,15323,900,113,128,10,1158,14,0,14,1168,26,0,1199,93,7,3,75,176,3,0,4,183,8,17,208,22981,2764,482,205,26430,337,88,419,26849,968,63,27872,281,54,12,3,344,46,6,54,397,27,0,421,591,113,5,13,722,76,4,85,809,19,0,826,874,164,20,18,1068,124,12,141,1206,42,0,1254,23855,2930,495,219,27494,458,105,558,28052,1008,60,29123,5856,801,178,101,6933,157,38,193,7128,684,17,7829,18,5,0,49,69,0,0,0,69,0,73,146,29733,3732,667,370,34506,612,138,751,35257,1692,149,37101
CED594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED601,140,0,3,7,144,23,0,163,2975,509,58,13,3557,47,25,70,3626,218,3,3852,5274,940,99,55,6370,74,8,82,6454,262,7,6721,511,104,68,4,686,10,4,10,697,22,0,719,57,3,0,46,111,0,0,0,108,5,3,128,8818,1557,227,120,10720,126,37,168,10886,507,21,11420,52,24,0,0,72,25,0,25,97,28,0,123,84,36,0,0,123,14,5,24,144,22,0,166,135,59,0,0,191,46,5,48,242,48,0,288,8952,1615,227,120,10913,169,43,220,11136,557,21,11707,2139,533,54,66,2798,110,34,143,2940,721,5,3661,13,4,0,9,21,0,0,0,21,0,29,49,11097,2155,282,192,13735,281,82,360,14093,1274,51,15425
CED602,112,0,0,0,112,10,0,121,2763,431,96,26,3313,42,33,76,3388,206,4,3597,5092,693,160,58,6004,63,17,83,6090,263,11,6363,512,66,90,3,672,5,0,5,674,24,0,698,52,0,0,82,130,0,5,0,135,3,5,147,8422,1196,350,163,10123,109,63,170,10292,497,22,10804,67,16,11,3,95,19,3,21,120,10,0,130,135,19,6,4,163,21,0,24,186,12,0,200,202,39,16,4,257,39,5,44,305,26,0,334,8623,1230,360,169,10386,146,69,213,10596,526,22,11139,1910,443,109,64,2523,95,37,130,2656,705,10,3376,18,4,0,6,29,0,0,0,30,0,27,56,10549,1682,472,236,12937,247,106,344,13279,1232,53,14570
CED603,275,3,0,0,282,63,0,341,3435,708,59,17,4218,47,25,71,4293,220,5,4513,4822,1361,65,28,6275,52,13,65,6340,230,5,6577,460,103,85,3,653,4,0,6,657,33,3,691,26,26,4,39,91,0,0,3,93,11,6,110,8745,2199,213,79,11239,105,40,148,11391,491,15,11891,93,27,0,0,121,20,4,24,142,28,0,167,144,37,0,3,191,9,9,15,207,16,0,222,243,62,0,3,314,25,13,41,350,38,0,389,8985,2265,214,84,11550,138,54,190,11739,532,15,12288,1647,468,65,42,2224,81,15,98,2320,519,9,2841,18,4,0,10,32,0,0,0,31,3,22,57,10648,2744,280,134,13804,218,69,288,14094,1052,42,15188
CED604,270,0,0,4,273,35,0,308,3857,616,88,25,4586,45,20,61,4647,262,0,4913,6422,1337,147,52,7958,66,32,102,8059,257,9,8328,670,139,142,8,948,8,0,8,958,31,0,985,66,7,3,71,146,0,4,4,150,9,3,162,11018,2100,374,149,13644,115,55,170,13812,563,14,14386,74,14,0,0,88,14,0,17,100,7,0,114,160,35,3,3,198,3,5,12,209,15,0,227,232,49,4,3,287,22,6,30,318,23,0,343,11246,2146,378,155,13928,134,67,200,14129,582,16,14728,1741,404,57,49,2251,60,34,88,2344,483,8,2834,16,0,0,13,29,0,0,0,29,0,25,54,13007,2553,437,217,16208,194,95,291,16501,1067,49,17615
CED605,133,4,0,4,132,15,0,149,2849,446,90,32,3419,45,23,64,3483,227,3,3714,5310,874,123,59,6366,51,10,61,6431,315,4,6748,621,83,72,9,792,6,3,14,800,38,3,843,51,11,0,80,140,0,0,0,147,12,3,156,8830,1414,290,184,10720,100,40,139,10858,589,21,11469,47,22,0,6,68,25,4,30,97,13,0,110,104,26,11,6,151,12,18,33,176,21,0,193,147,44,11,11,218,29,20,56,278,33,0,303,8977,1458,302,200,10940,131,64,197,11137,623,21,11771,2044,457,117,85,2703,108,30,137,2842,706,6,3553,11,0,0,0,8,0,0,0,8,0,41,56,11030,1915,418,286,13650,238,94,334,13983,1326,65,15380
CED694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
