CED_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
CED327,0,0,0,4,10,2528,125,98,17,16,13,36,16,5,110,2968,373,3,6,0,0,0,3,0,0,33,422,144,8,4,0,0,0,3,0,0,14,171,189,14,12,3,7,0,5,7,0,7,239,6,0,0,0,0,0,0,0,0,0,3,336,18,15,3,7,0,7,7,0,20,412,3,0,0,0,0,0,0,0,0,6,4,716,26,21,3,7,0,10,7,0,58,838,14826,3998,2651,361,304,406,371,132,85,653,23786,13092,9619,7440,1408,1108,1272,1448,499,130,572,36588,2638,1573,1924,462,416,476,808,305,79,221,8892,28,20,15,14,0,4,8,6,6,15,118,15755,11212,9382,1886,1527,1747,2263,814,217,808,45604,25,23,20,0,0,3,6,0,0,75,153,30605,15236,12051,2249,1833,2155,2639,939,300,1538,69542
CED328,0,0,0,6,4,1989,79,45,14,16,9,30,7,3,67,2264,470,22,6,0,0,0,0,0,0,56,557,107,8,0,0,0,0,0,0,0,17,137,48,4,4,0,0,0,0,0,3,7,61,3,0,0,0,0,0,0,0,0,0,0,157,5,6,0,0,0,3,0,3,27,204,7,0,0,0,0,0,0,0,0,4,8,634,32,8,0,0,0,6,0,3,86,770,14562,4577,3094,574,530,549,672,397,186,379,25518,5826,3970,3883,1066,1288,1639,1931,870,262,237,20984,442,209,263,97,92,136,268,166,52,55,1780,12,3,0,0,4,3,3,3,3,10,52,6281,4182,4155,1168,1386,1784,2201,1044,310,300,22814,7,5,6,3,0,0,0,0,0,27,61,20855,8766,7258,1746,1915,2331,2878,1442,500,708,48391
CED329,0,0,0,17,18,2727,93,37,8,3,13,11,3,0,153,3048,544,15,8,0,0,0,0,0,0,75,639,81,0,0,0,0,0,0,0,0,6,94,6,0,0,0,0,0,0,0,0,8,14,3,0,0,0,0,0,0,0,0,3,3,95,3,0,0,0,0,0,0,0,12,115,11,0,0,0,0,0,0,0,0,22,28,649,20,10,0,0,0,0,0,0,108,781,13832,2018,1291,247,203,226,219,163,68,687,18949,1535,663,682,194,203,194,232,132,33,97,3966,88,31,34,14,13,23,25,12,3,19,261,14,0,3,0,0,3,0,3,0,8,28,1635,691,721,199,218,225,255,148,33,125,4254,24,0,0,0,0,0,0,0,0,93,125,15490,2717,2013,450,421,449,472,309,105,902,23329
CED330,0,0,0,11,20,2123,78,26,10,13,4,5,0,0,81,2353,413,15,6,0,6,0,0,0,0,23,467,81,3,0,0,0,0,0,0,0,5,85,40,4,0,0,0,0,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,118,4,0,0,0,0,0,0,0,7,132,0,0,0,0,0,0,0,0,0,15,15,532,22,9,0,6,0,0,0,0,51,616,15826,3522,2055,269,264,259,262,127,87,639,23320,2856,1666,1202,274,312,319,455,172,91,161,7519,418,144,177,42,42,109,235,83,24,39,1303,5,3,0,0,0,0,5,0,3,9,37,3282,1815,1378,318,354,432,692,256,115,205,8859,21,11,3,0,0,0,5,0,0,154,201,19140,5356,3434,594,623,689,963,386,206,997,32377
CED394,0,0,0,0,0,113,4,7,0,0,0,0,0,0,0,126,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,9,1096,174,131,35,19,47,110,77,61,72,1821,122,61,83,35,25,81,217,127,57,40,842,18,5,7,4,10,7,36,10,12,4,118,0,0,0,0,0,0,0,0,0,3,9,146,69,89,38,27,89,257,133,67,42,966,3,0,0,0,0,4,7,0,0,112,128,1245,239,223,69,47,138,371,213,124,230,2917
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,0,3,3,0,0,23
CED401,0,0,0,6,8,3891,69,32,10,9,11,25,11,4,127,4191,614,0,0,0,0,0,0,0,0,39,656,746,0,0,0,0,0,0,0,0,37,783,858,9,7,0,0,3,0,0,0,60,932,8,0,0,0,0,0,0,0,0,0,14,1609,10,7,0,0,0,0,0,0,95,1723,4,0,0,0,0,0,0,0,0,3,14,2229,7,11,0,6,3,0,0,0,142,2396,12065,1902,1547,421,441,511,636,389,122,420,18454,11135,7605,8299,2753,3276,3928,4859,2060,270,632,44820,3975,1001,1357,317,364,480,851,386,107,276,9117,35,10,21,3,0,0,3,10,0,14,95,15147,8617,9674,3082,3640,4406,5720,2456,373,926,54040,29,3,8,3,3,4,9,4,0,117,186,27236,10528,11232,3505,4085,4924,6363,2849,498,1464,72675
CED402,0,0,0,0,9,2060,24,14,3,0,0,4,4,0,118,2239,498,4,0,0,0,0,0,0,0,55,554,186,0,0,0,0,0,0,0,0,10,201,72,0,0,0,0,0,0,0,0,10,86,0,0,0,0,0,0,0,0,0,0,5,262,0,0,0,0,0,0,0,0,24,285,8,0,0,0,0,0,0,0,0,4,10,766,3,0,0,0,0,0,0,0,81,849,9089,900,642,111,93,118,145,68,15,527,11714,1533,1028,1151,304,423,379,568,192,70,141,5789,317,222,309,97,97,84,177,90,47,109,1551,14,0,3,0,0,0,0,0,5,11,39,1868,1250,1468,401,522,466,746,279,117,261,7381,18,0,5,0,0,0,4,0,10,200,246,10980,2156,2113,517,619,586,896,349,140,994,19336
CED403,0,0,0,0,7,3622,73,37,11,3,4,30,10,0,118,3912,1059,12,5,0,0,0,5,0,0,82,1168,496,3,0,0,0,0,0,0,0,34,535,209,6,8,0,0,0,0,0,0,14,240,0,0,0,0,0,0,0,0,0,0,4,707,11,8,0,0,0,3,3,0,52,776,10,0,0,0,0,0,0,0,0,4,12,1771,24,16,0,0,0,9,3,0,141,1953,14340,2693,1773,313,330,439,480,275,94,489,21221,5837,4111,3996,1277,1421,1543,1877,744,83,306,21191,963,361,372,137,112,149,342,151,32,79,2709,19,10,7,0,3,0,7,3,0,16,62,6818,4474,4373,1421,1533,1693,2223,901,119,404,23960,25,5,5,0,4,0,0,6,0,24,65,21182,7167,6155,1735,1866,2135,2702,1179,212,912,45251
CED404,0,0,0,4,16,2236,16,4,0,0,0,3,3,0,131,2393,552,0,0,0,0,0,0,0,0,45,597,108,0,0,0,0,0,0,0,0,12,118,40,0,0,0,0,0,0,0,0,4,44,3,0,0,0,0,0,0,0,0,0,3,145,0,0,0,0,0,0,0,0,21,167,3,0,0,0,0,0,0,0,0,6,12,701,0,0,0,0,0,0,0,0,72,780,10090,725,493,90,102,111,104,46,31,522,12302,1263,724,911,203,273,314,315,190,53,124,4375,167,29,52,10,14,14,50,38,16,18,412,17,8,5,0,0,0,4,4,0,0,42,1451,755,967,214,288,327,369,234,69,147,4827,23,0,0,0,0,0,0,0,0,89,120,11566,1482,1467,299,387,444,473,285,102,758,17254
CED405,0,0,0,6,17,4317,42,32,12,3,3,18,8,0,176,4605,707,3,4,0,0,0,0,0,0,52,764,825,0,0,0,0,0,0,0,0,29,857,666,11,0,0,4,0,0,0,0,52,729,12,0,0,0,0,0,0,0,0,0,12,1495,11,0,0,4,0,0,0,0,79,1594,8,0,0,0,0,0,0,0,0,4,13,2212,15,9,0,4,0,0,0,0,138,2373,11922,2090,1606,282,258,301,335,198,54,438,17492,9311,3839,3602,1074,1212,1363,1400,585,92,368,22835,2845,422,456,108,110,150,255,115,33,194,4685,57,8,7,0,3,0,3,0,4,6,86,12215,4264,4059,1187,1320,1507,1656,701,130,566,27612,34,7,0,3,0,0,5,6,0,38,93,24171,6364,5672,1474,1575,1811,1995,907,188,1046,45196
CED406,0,0,0,16,23,3682,97,56,13,9,4,12,9,0,133,4015,1106,8,3,0,0,0,4,0,0,103,1231,206,0,0,0,0,0,0,0,0,13,218,82,5,3,0,0,0,0,0,0,5,94,8,0,0,0,0,0,0,0,0,4,15,291,4,3,0,0,0,0,0,0,25,328,8,0,0,0,0,0,0,0,0,10,23,1407,15,5,3,3,0,4,0,0,139,1582,18389,4225,2276,288,245,263,297,129,46,586,26736,4003,2256,1654,359,311,276,278,147,27,120,9423,408,158,174,35,39,20,91,41,9,32,1010,17,9,0,0,0,0,0,4,0,5,35,4421,2414,1833,398,344,298,365,188,39,161,10467,34,5,0,0,0,0,0,0,0,49,89,22844,6644,4109,681,587,552,661,323,82,795,37292
CED407,0,0,0,14,29,4434,64,49,0,6,8,21,7,0,185,4764,1219,0,0,0,0,0,0,0,0,101,1328,317,3,5,0,0,0,0,0,0,26,348,259,3,10,0,0,0,0,3,0,19,302,8,0,0,0,0,0,0,0,0,3,13,583,4,11,0,0,0,0,3,0,47,657,5,0,0,0,0,0,0,0,0,60,67,1812,10,13,0,0,0,3,3,0,210,2053,17051,1834,1031,145,130,188,167,108,30,503,21194,7574,6410,5097,1207,1069,1458,1542,604,90,333,25385,2004,765,917,215,192,216,338,142,59,127,4980,30,17,5,0,0,0,4,6,6,13,82,9609,7189,6019,1421,1268,1670,1887,748,152,479,30443,39,4,8,3,4,0,4,0,0,192,256,26698,9025,7057,1564,1403,1859,2055,865,184,1176,51897
CED408,0,0,0,6,25,3824,81,52,8,6,12,19,8,0,137,4140,1032,17,6,0,0,0,4,5,0,71,1133,144,0,0,0,0,0,0,0,0,6,155,30,0,0,0,0,0,0,0,0,9,36,0,0,0,0,0,0,0,0,0,3,3,176,0,0,0,0,0,0,0,0,21,199,8,0,0,0,0,0,0,0,0,8,16,1220,17,6,3,0,0,4,5,0,99,1349,18671,2933,1547,200,180,169,178,121,53,746,24800,2001,957,728,178,157,148,187,85,19,91,4532,114,51,34,13,15,19,51,13,7,14,339,7,0,0,0,0,0,5,0,0,8,27,2123,1004,768,188,168,167,242,99,24,111,4890,38,5,0,5,0,0,0,0,0,25,70,20830,3940,2312,395,344,337,423,219,79,881,29769
CED409,0,0,0,3,19,3595,49,41,7,13,3,13,6,0,157,3889,1194,0,0,0,0,0,0,0,0,125,1319,207,3,0,0,0,0,0,0,0,18,229,165,12,11,0,6,0,4,0,0,25,220,3,0,0,0,0,0,0,0,0,5,6,375,13,11,0,6,0,9,0,0,40,457,4,0,0,0,0,0,0,0,0,10,19,1580,11,11,0,6,0,9,0,0,175,1788,16166,1427,798,96,147,96,110,61,43,667,19600,5375,4680,4347,978,736,872,991,299,73,392,18745,2078,1160,1774,435,357,412,608,230,92,172,7312,30,16,19,0,10,4,3,6,0,15,107,7482,5857,6137,1417,1105,1289,1605,535,164,580,26162,52,6,6,0,0,5,3,4,0,52,128,23695,7288,6948,1507,1246,1386,1715,600,200,1292,45892
CED410,0,0,0,4,16,5401,90,62,15,10,13,47,10,0,173,5825,981,5,4,4,0,0,0,0,0,88,1077,1018,0,0,0,0,0,0,0,0,68,1092,750,6,9,0,0,0,3,0,0,35,806,3,0,0,0,0,0,0,0,0,6,13,1770,6,12,0,0,0,4,0,0,112,1906,4,0,0,0,0,0,0,0,0,10,14,2758,11,15,4,0,0,4,0,0,207,2998,14060,2133,1471,327,336,435,423,235,71,462,19949,11883,7652,6993,1918,2177,2576,2775,1087,169,501,37722,2188,724,902,210,225,306,557,265,45,156,5568,25,6,5,4,3,5,11,7,4,16,85,14095,8377,7897,2130,2398,2882,3340,1354,218,673,43378,30,4,6,0,0,0,5,0,0,35,79,28186,10510,9368,2462,2736,3319,3769,1589,295,1170,63408
CED494,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,179,32,16,11,3,7,13,8,17,8,301,36,16,28,5,15,19,37,10,18,7,190,12,0,0,0,0,0,4,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,44,16,28,5,13,21,40,12,19,7,209,0,0,0,0,0,0,0,0,0,12,15,228,53,47,11,14,25,56,22,34,36,530
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
CED501,0,0,0,13,18,3572,132,75,12,6,12,25,10,4,114,3958,955,15,4,0,4,3,0,6,0,55,1045,91,4,4,0,0,0,0,0,0,8,103,40,4,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,128,3,4,0,0,0,0,0,0,8,146,12,0,0,0,0,0,0,0,0,7,13,1092,17,6,0,4,6,0,6,0,67,1203,22648,8160,6812,531,464,449,432,221,117,741,40574,3336,4944,4113,627,538,489,509,206,88,214,15070,354,216,235,49,48,65,127,70,20,45,1227,11,10,10,0,0,0,3,0,3,8,47,3705,5173,4359,682,581,550,638,276,117,266,16342,34,20,7,0,0,0,0,0,0,236,309,26392,13343,11184,1212,1044,996,1073,494,234,1246,57225
CED502,0,0,0,19,28,3498,109,87,14,7,3,38,14,0,125,3908,805,6,4,0,0,0,0,0,0,38,864,184,4,0,0,0,0,0,0,0,12,199,104,10,3,0,0,0,4,3,0,3,138,6,0,0,0,0,0,0,0,0,0,3,293,15,6,0,0,0,0,3,0,16,340,9,0,0,0,0,0,0,0,0,5,14,1100,20,16,4,0,0,9,3,0,59,1210,19145,4573,3279,350,301,313,309,141,76,643,29130,7647,12375,10716,1591,1273,1405,1650,493,119,475,37734,1207,1411,1238,274,235,247,504,243,88,144,5603,26,24,24,3,3,4,14,5,3,14,119,8886,13802,11978,1871,1511,1659,2159,740,214,637,43457,38,20,17,7,4,0,5,0,0,61,148,28072,18396,15274,2229,1818,1975,2470,878,294,1340,72732
CED503,0,0,0,31,39,4078,114,82,15,4,9,18,15,0,188,4529,931,22,4,0,0,0,0,0,0,57,1021,103,4,4,0,0,0,0,0,0,25,130,20,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,126,4,4,0,0,0,0,0,0,25,157,7,0,0,0,0,0,0,0,0,29,34,1061,23,9,0,0,0,0,0,0,110,1207,21007,5265,3667,338,248,277,293,140,90,799,32119,2128,2546,2172,283,217,284,305,121,52,151,8263,140,96,110,24,25,40,74,43,13,26,587,7,3,7,7,0,0,0,0,0,3,28,2271,2649,2286,309,245,319,380,163,61,180,8873,26,8,11,0,0,0,0,0,0,159,198,23295,7925,5965,644,493,593,671,308,153,1139,41184
CED504,0,0,0,0,10,4902,116,92,13,3,10,19,18,0,138,5315,687,7,6,0,4,0,0,0,0,23,730,540,7,0,0,0,0,0,0,0,51,595,480,18,10,3,5,0,0,0,0,37,550,7,0,0,0,0,0,0,0,0,23,29,1023,20,12,5,5,0,0,0,0,116,1177,5,0,0,0,0,0,0,0,0,0,9,1720,33,16,5,4,0,0,0,0,137,1918,17574,3437,2710,318,282,318,332,138,58,535,25707,15405,7377,6777,1570,1244,1274,1532,552,82,690,36513,4706,1498,1409,348,319,378,595,256,70,346,9928,51,15,16,0,4,0,21,3,0,50,162,20166,8891,8202,1925,1568,1655,2145,818,151,1085,46605,39,21,12,5,0,0,0,11,0,71,152,37780,12352,10921,2243,1855,1981,2474,963,209,1692,72464
CED505,0,0,0,16,29,3481,95,61,10,15,14,35,18,5,121,3858,990,29,18,0,5,6,4,0,4,74,1129,317,8,8,0,0,0,0,0,0,24,364,123,5,0,0,0,3,0,0,0,19,150,3,0,0,0,0,0,0,0,0,0,5,448,12,6,0,0,4,4,0,0,39,516,5,0,0,0,0,0,0,0,0,12,19,1439,37,28,0,4,11,10,5,4,131,1665,21274,4633,4130,561,649,665,917,729,285,660,34500,6692,3568,4024,941,1129,1356,1793,847,131,266,20752,548,194,241,69,97,87,266,138,18,76,1729,18,8,5,0,0,0,4,4,0,8,57,7257,3770,4270,1014,1227,1442,2063,997,153,347,22539,26,3,7,0,0,0,6,0,0,46,94,28553,8409,8407,1580,1874,2106,2979,1724,438,1057,57136
CED506,0,0,0,13,21,1746,23,24,3,10,0,3,0,0,111,1921,313,4,5,0,0,5,0,0,0,28,354,60,0,0,0,0,0,0,0,0,3,65,14,0,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,76,0,6,0,0,0,0,0,0,5,87,11,0,0,0,0,0,0,0,0,11,19,397,4,9,0,0,5,0,7,0,40,457,13407,3325,2585,303,279,302,443,185,102,769,21704,1953,2427,2623,507,471,593,908,374,200,211,10265,228,95,117,26,43,73,111,63,41,40,831,13,10,8,3,0,4,10,4,8,10,72,2197,2522,2751,536,508,671,1033,436,247,267,11176,56,12,6,0,0,0,15,4,0,389,478,15664,5859,5344,837,790,977,1485,633,350,1415,33351
CED507,0,0,0,6,16,2542,74,43,4,4,6,6,5,0,107,2797,638,17,9,0,0,0,0,0,0,71,737,121,0,0,0,0,0,0,0,0,5,128,29,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,10,171,0,0,0,0,0,0,0,0,0,4,8,794,19,7,0,0,0,0,0,0,82,917,15413,3235,2209,250,222,218,292,160,64,671,22741,1716,1881,2016,365,358,362,449,183,64,173,7562,125,91,123,17,36,88,136,45,22,77,756,15,4,6,0,0,0,3,4,3,0,36,1858,1976,2147,383,392,446,585,226,81,250,8358,29,0,0,0,5,0,9,0,0,112,152,17299,5216,4362,633,621,659,888,388,150,1028,31246
CED508,0,0,0,9,10,3386,91,50,15,6,3,23,24,0,130,3735,597,22,10,0,0,0,0,0,0,67,695,365,0,0,0,0,0,0,0,0,28,399,358,3,3,0,0,0,0,0,0,46,416,5,0,0,0,0,0,0,0,0,0,5,725,5,3,0,0,0,4,0,0,73,820,4,0,0,0,0,0,0,0,0,6,8,1329,29,15,0,4,5,4,4,0,143,1526,18484,4765,4096,508,421,455,519,287,131,607,30277,7862,4779,4650,677,650,660,740,317,92,295,20721,1475,446,351,52,62,43,144,77,18,111,2783,24,17,5,0,0,0,4,0,0,9,59,9361,5243,4998,734,711,705,890,407,107,412,23566,30,5,9,0,3,0,0,0,0,48,86,27868,10017,9099,1244,1137,1157,1418,689,242,1063,53933
CED509,0,0,0,16,22,3416,121,57,7,3,14,24,13,0,143,3795,843,20,14,0,5,0,0,0,0,80,957,185,0,5,0,0,0,5,0,0,30,219,102,3,0,3,3,0,0,0,0,3,119,0,0,0,0,0,0,0,0,0,0,0,294,5,5,3,3,0,5,0,0,31,341,6,0,0,0,0,0,0,0,0,37,38,1134,27,18,4,0,0,3,0,0,150,1336,20815,5006,3634,316,307,280,287,148,91,640,31520,5076,6637,4888,719,475,541,621,247,92,309,19601,656,406,369,83,67,68,170,90,28,75,2018,19,10,16,7,0,5,0,0,5,3,65,5757,7054,5271,800,541,615,793,346,125,391,21676,23,11,5,0,0,5,0,3,0,485,533,26593,12067,8911,1113,851,895,1072,493,218,1513,53729
CED510,0,0,0,5,16,3724,202,82,11,13,19,33,6,6,110,4203,915,55,20,3,3,8,6,0,0,78,1081,178,3,3,0,0,0,0,0,0,17,205,80,6,5,0,0,0,0,0,0,3,94,0,0,0,0,0,0,0,0,0,0,0,258,7,10,3,0,0,0,0,0,19,303,3,0,0,0,0,0,0,0,0,0,10,1171,67,25,3,3,5,6,0,0,105,1392,28244,8769,6408,701,539,539,562,321,114,644,46839,5544,2572,2242,327,311,386,451,261,59,170,12324,504,129,132,25,25,45,100,42,3,34,1035,13,3,0,0,5,0,0,0,0,3,30,6055,2703,2379,352,335,429,558,301,64,205,13385,32,7,9,0,0,0,0,0,0,34,85,34334,11479,8791,1054,876,976,1118,626,183,885,60312
CED511,0,0,0,15,24,2617,55,22,3,0,3,16,9,0,142,2867,639,5,4,0,0,0,3,0,0,58,713,101,0,0,0,0,0,0,0,0,12,115,21,0,0,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,125,0,6,0,0,0,0,0,0,22,145,9,0,0,0,0,0,0,0,0,15,31,773,5,8,0,0,0,3,0,0,100,885,15008,2573,1860,252,223,311,355,166,93,809,21652,1655,2075,1877,353,363,448,612,255,169,193,8001,114,176,153,65,29,53,97,47,38,36,809,8,5,4,0,0,0,0,9,9,11,44,1778,2257,2031,417,389,507,713,308,214,241,8858,59,12,3,0,0,0,3,0,0,164,247,16842,4845,3896,671,619,820,1071,470,309,1221,30751
CED512,0,0,0,13,32,2890,281,159,36,20,34,38,24,3,130,3616,705,34,17,0,0,3,6,5,0,81,855,102,3,3,3,0,0,0,0,0,13,130,60,3,0,0,0,0,0,5,0,8,77,0,0,0,0,0,0,0,0,0,4,4,166,10,8,3,0,0,0,5,0,32,212,13,0,0,0,0,0,0,0,0,35,55,890,45,22,6,0,3,8,8,0,148,1121,23429,12761,8521,838,593,522,558,329,136,764,48442,6564,6772,4861,689,565,600,661,296,93,259,21357,935,400,399,106,67,82,181,111,40,70,2384,10,15,4,0,0,0,0,0,0,10,47,7505,7183,5265,799,639,679,844,403,132,346,23794,51,18,11,0,0,5,0,0,0,82,168,30985,19960,13800,1636,1224,1210,1406,729,271,1183,72404
CED513,0,0,0,13,20,3776,72,57,9,6,8,17,11,0,139,4099,838,18,6,0,0,0,0,0,0,61,927,673,3,4,0,0,0,0,0,0,19,705,459,13,3,0,0,3,3,5,0,20,506,5,0,0,0,0,0,0,0,0,0,9,1135,16,10,0,0,3,3,0,0,45,1216,6,0,0,0,0,0,0,0,0,7,15,1981,38,10,0,0,0,7,0,0,112,2157,20453,4310,3888,552,555,658,884,443,159,630,32529,9676,4856,6124,1572,1702,2211,2816,1184,200,545,30884,2107,526,629,163,187,225,404,234,74,155,4714,29,4,6,0,4,10,13,6,8,18,92,11808,5384,6766,1740,1894,2447,3230,1423,282,711,35690,37,3,4,0,0,4,7,4,0,68,126,32299,9692,10661,2302,2447,3105,4124,1870,442,1408,68349
