CED_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
CED125,27,70,43,32,6,0,0,0,181,13,22,37,15,20,0,0,0,105,23,158,182,269,421,586,358,104,2105,62,257,262,314,448,586,358,104,2392,12206,14015,14724,10761,9067,6431,2609,478,70285,740,795,866,613,435,300,235,75,4066,13014,15066,15860,11684,9952,7314,3202,657,76750,8,14,8,3,0,0,0,0,33,0,7,7,3,0,0,0,0,16,0,25,22,52,52,57,25,10,247,10,45,39,62,54,57,25,10,299,11808,16119,15084,11144,10383,7697,3178,921,76330,703,908,796,528,429,386,312,176,4240,12525,17070,15925,11729,10863,8136,3517,1104,80872,36,88,54,32,9,0,0,0,218,13,30,39,17,20,0,0,0,121,24,180,205,323,473,644,384,116,2351,71,296,301,376,505,644,384,116,2694,24017,30134,29812,21901,19446,14130,5790,1395,146614,1451,1705,1660,1140,867,683,553,255,8309,25538,32135,31773,23413,20815,15452,6723,1764,157621
CED126,7,27,34,29,7,0,0,0,109,9,23,13,11,25,0,0,0,85,17,76,110,248,255,500,628,505,2341,32,126,159,292,292,500,628,505,2534,9206,6791,8739,10551,9126,6761,4277,1109,56558,296,315,343,347,302,271,244,194,2312,9536,7233,9236,11194,9715,7528,5144,1803,61401,3,3,3,8,0,0,0,0,19,0,0,4,0,0,0,0,0,8,0,12,17,38,41,31,29,53,217,4,18,24,44,46,31,29,53,243,8278,7043,9886,11632,9828,8019,5622,2586,62898,275,307,338,329,286,273,362,417,2579,8557,7365,10239,12007,10156,8328,6012,3058,65719,9,35,38,35,13,0,0,0,128,11,21,14,20,27,0,0,0,91,19,92,124,283,295,538,650,559,2563,37,145,176,337,330,538,650,559,2781,17487,13840,18624,22188,18954,14776,9898,3690,119453,569,619,677,681,588,544,610,605,4894,18095,14602,19477,23204,19874,15853,11157,4854,127120
CED127,45,98,73,77,24,0,0,0,305,0,27,32,29,43,0,0,0,137,13,124,212,366,570,940,597,297,3106,62,245,309,466,637,940,597,297,3549,8383,7302,7784,8855,8575,6887,3210,680,51657,364,378,378,374,336,296,225,134,2488,8808,7928,8472,9694,9549,8113,4028,1112,57701,23,28,20,10,4,0,0,0,91,3,6,5,13,5,0,0,0,31,7,12,47,87,113,86,57,40,443,26,46,76,108,117,86,57,40,566,7601,7660,8631,10002,9870,8371,4405,1498,58024,297,327,327,336,311,308,328,331,2556,7918,8032,9029,10441,10309,8759,4791,1872,61152,62,134,89,88,25,0,0,0,395,4,33,40,42,51,0,0,0,172,19,134,259,448,679,1024,649,338,3552,85,296,388,582,759,1024,649,338,4116,15975,14957,16411,18856,18453,15255,7608,2178,109693,658,700,701,710,649,602,554,471,5043,16725,15957,17502,20142,19851,16878,8817,2981,118852
CED128,9,21,7,8,4,0,0,0,50,3,16,8,3,4,0,0,0,34,15,53,76,105,181,315,174,111,1022,27,86,90,113,193,315,174,111,1107,11186,11524,10814,9872,9325,6573,3343,895,63528,813,963,869,641,535,411,266,149,4652,12030,12567,11774,10631,10050,7297,3787,1157,69289,0,3,5,3,0,0,0,0,9,3,0,3,4,0,0,0,0,8,0,7,18,13,28,34,11,12,127,8,9,26,13,32,34,11,12,148,10388,11345,11171,10416,10059,7295,3847,1537,66062,642,884,778,593,513,410,344,306,4467,11036,12238,11970,11026,10610,7734,4202,1859,70676,8,26,8,10,5,0,0,0,61,9,14,11,8,4,0,0,0,49,16,58,88,117,209,343,185,126,1148,35,95,118,132,225,343,185,126,1249,21575,22867,21982,20287,19386,13866,7194,2430,129595,1452,1848,1649,1242,1045,819,608,453,9118,23063,24808,23745,21659,20657,15028,7987,3016,139961
CED129,24,82,56,38,19,0,0,0,213,20,34,19,21,28,0,0,0,120,23,65,157,232,228,395,398,198,1706,62,180,239,291,274,395,398,198,2039,11598,8890,14536,12320,8983,6704,3540,833,67409,293,308,397,294,200,197,169,158,2011,11957,9373,15170,12905,9462,7293,4102,1187,71454,12,26,16,8,3,0,0,0,56,5,4,6,0,3,0,0,0,13,4,8,24,41,29,26,24,14,175,18,37,47,49,37,26,24,14,248,10966,9975,16022,13123,9790,8082,4308,1500,73771,242,343,399,284,216,187,195,189,2055,11225,10358,16461,13461,10045,8297,4522,1707,76072,27,103,70,48,21,0,0,0,274,25,33,23,20,34,0,0,0,135,28,79,185,273,261,421,416,214,1878,76,217,279,340,307,421,416,214,2286,22563,18864,30556,25449,18776,14781,7852,2339,141172,541,651,791,576,423,384,359,348,4062,23182,19730,31629,26366,19508,15586,8628,2888,147523
CED130,10,13,10,11,3,0,0,0,43,6,21,18,27,15,0,0,0,94,18,152,205,384,529,993,572,394,3241,33,187,232,416,554,993,572,394,3382,8326,7822,7443,7938,8878,7850,4344,931,53539,1036,857,725,802,759,682,493,248,5601,9394,8865,8401,9159,10196,9525,5412,1572,62522,0,6,3,0,0,0,0,0,8,0,5,5,9,3,0,0,0,18,10,27,46,91,146,86,42,32,485,15,34,57,102,151,86,42,32,515,8321,8650,8176,8910,9934,8773,5489,2145,60399,1044,786,713,719,712,648,614,417,5654,9382,9473,8942,9735,10798,9509,6138,2596,66569,8,15,14,11,5,0,0,0,53,13,28,27,29,24,0,0,0,114,33,179,249,476,676,1076,609,426,3726,54,223,290,515,705,1076,609,426,3894,16652,16463,15624,16852,18811,16618,9834,3079,113937,2081,1646,1435,1517,1469,1330,1113,666,11256,18783,18332,17346,18887,20989,19028,11547,4170,129088
CED131,111,279,152,92,27,0,0,0,666,29,76,70,40,49,0,0,0,268,45,286,316,449,508,662,541,335,3149,190,644,541,587,581,662,541,335,4073,10980,11950,9738,8953,8293,6166,2978,888,59951,730,683,505,465,405,352,283,233,3651,11899,13278,10781,10005,9281,7182,3802,1453,67683,53,91,29,17,0,0,0,0,191,9,15,25,15,3,0,0,0,67,17,49,77,130,88,64,28,16,464,73,151,127,158,91,64,28,16,718,11281,12364,10373,9948,9308,7298,4190,2149,66907,666,574,433,368,345,342,398,578,3696,12017,13086,10934,10478,9747,7705,4621,2746,71326,165,365,187,105,26,0,0,0,851,37,93,92,60,51,0,0,0,330,62,331,399,572,593,729,571,352,3607,265,791,672,739,674,729,571,352,4792,22260,24312,20112,18901,17604,13468,7166,3041,126864,1392,1262,937,833,749,696,680,807,7348,23914,26362,21715,20481,19021,14886,8421,4195,139005
CED132,37,130,63,32,14,0,0,0,274,17,57,26,26,30,0,0,0,163,9,108,148,254,222,371,368,216,1683,58,288,234,315,269,371,368,216,2120,8142,11754,12821,10165,8033,6106,3336,995,61354,259,587,548,384,281,261,206,179,2700,8458,12630,13602,10863,8585,6738,3911,1384,66175,26,36,12,3,4,0,0,0,87,3,7,0,4,0,0,0,0,24,3,15,30,41,36,23,17,31,200,35,62,48,53,46,23,17,31,311,7641,13331,14272,11484,9080,7597,4331,2085,69822,250,617,562,371,311,320,307,477,3211,7923,14003,14883,11905,9436,7939,4658,2591,73342,57,169,72,41,16,0,0,0,362,21,61,26,38,38,0,0,0,186,17,119,182,294,261,396,389,244,1886,92,348,284,368,313,396,389,244,2430,15789,25083,27094,21643,17117,13703,7669,3079,131172,502,1200,1109,754,590,580,507,655,5904,16383,26637,28485,22770,18016,14675,8564,3978,139516
CED133,12,8,4,15,8,0,0,0,46,12,16,26,15,14,0,0,0,92,32,140,215,478,652,1236,887,502,4144,54,171,251,512,677,1236,887,502,4286,7906,7114,7567,8878,10956,10026,4666,1143,58257,878,1030,956,912,946,705,402,200,6035,8839,8308,8773,10301,12575,11974,5958,1846,68579,4,6,0,4,3,0,0,0,15,4,3,5,4,4,0,0,0,21,5,28,47,104,137,144,63,41,574,11,40,52,113,146,144,63,41,610,7413,7846,8641,10166,12051,11061,5847,2458,65495,724,750,755,713,718,681,534,417,5287,8147,8636,9447,10985,12912,11886,6444,2922,71394,13,14,4,18,16,0,0,0,64,18,28,33,24,19,0,0,0,111,33,172,260,589,791,1382,952,545,4724,63,207,299,623,823,1382,952,545,4898,15322,14960,16209,19041,23011,21094,10510,3604,123747,1607,1774,1714,1620,1660,1393,934,617,11324,16992,16948,18220,21285,25491,23867,12398,4765,139966
CED134,8,5,3,9,4,0,0,0,26,0,20,12,15,3,0,0,0,51,22,110,175,263,422,716,449,289,2454,31,138,184,284,421,716,449,289,2525,7320,8457,7145,7582,8651,6867,3683,928,50637,1190,1222,1093,1070,1166,944,572,241,7502,8548,9813,8423,8933,10240,8527,4706,1461,60664,0,4,0,3,0,0,0,0,4,0,3,4,0,3,0,0,0,11,3,19,37,67,76,54,21,17,310,0,31,44,75,80,54,21,17,330,7118,9317,7838,8111,9144,7234,4527,1846,55129,1050,1214,1102,1053,1065,834,730,459,7503,8172,10566,8984,9238,10281,8120,5280,2320,62965,8,3,3,5,5,0,0,0,32,7,26,14,16,8,0,0,0,60,20,134,215,341,495,771,470,312,2760,41,166,229,362,502,771,470,312,2853,14445,17775,14981,15694,17791,14095,8216,2769,105763,2243,2436,2194,2121,2230,1778,1299,703,15004,16724,20378,17408,18177,20522,16652,9984,3784,123625
CED135,24,55,51,33,7,0,0,0,168,15,15,10,7,15,0,0,0,66,13,77,89,116,168,235,196,152,1039,55,149,144,159,187,235,196,152,1272,11749,19273,17638,9946,8568,5759,2827,872,76627,999,1810,1322,722,580,344,199,140,6111,12797,21228,19107,10828,9335,6336,3224,1157,84005,11,11,10,3,0,0,0,0,45,0,3,4,0,0,0,0,0,12,9,10,13,27,29,20,8,10,137,16,24,26,37,33,20,8,10,185,10350,18684,15624,10310,9058,6458,3520,1401,75410,784,1415,1115,596,491,362,272,180,5225,11154,20127,16769,10946,9578,6847,3800,1594,80820,34,70,62,34,13,0,0,0,211,21,18,12,10,15,0,0,0,77,23,85,104,146,196,260,208,157,1173,69,175,175,194,223,260,208,157,1461,22097,37957,33261,20264,17625,12215,6344,2274,152033,1785,3223,2444,1322,1069,701,467,318,11330,23953,41351,35876,21774,18912,13183,7022,2750,164828
CED136,112,362,310,236,63,0,0,0,1076,10,67,69,75,90,0,0,0,307,37,285,431,591,810,1331,870,396,4746,160,704,808,901,958,1331,870,396,6126,9677,9703,8900,8889,8890,7893,4193,793,58942,492,578,500,434,464,441,370,149,3434,10333,10986,10214,10225,10316,9657,5433,1345,68504,54,130,66,46,9,0,0,0,304,3,5,19,22,12,0,0,0,65,21,64,98,190,189,151,60,18,800,87,204,186,255,204,151,60,18,1161,9284,10892,10153,10192,10621,9883,5495,1892,68406,440,494,440,385,380,458,437,330,3367,9809,11589,10778,10834,11206,10493,5994,2242,72939,167,487,379,281,67,0,0,0,1383,18,77,86,97,97,0,0,0,372,58,346,524,779,999,1482,929,418,5537,242,909,990,1155,1164,1482,929,418,7292,18957,20593,19053,19079,19514,17774,9690,2682,127345,934,1076,942,825,840,901,801,479,6800,20136,22578,20994,21056,21520,20148,11427,3585,141438
CED137,179,158,68,35,12,0,0,0,456,13,39,15,18,13,0,0,0,103,18,89,126,156,158,260,238,142,1179,207,285,210,214,190,260,238,142,1740,11990,20750,14759,10145,9117,6486,3379,1270,77909,922,1860,1155,583,409,309,215,192,5649,13118,22893,16131,10942,9713,7053,3829,1608,85290,54,50,13,13,4,0,0,0,132,0,4,8,3,0,0,0,0,20,0,19,18,26,26,25,8,15,133,58,71,34,40,34,25,8,15,283,11578,20675,14519,11563,10433,7595,4240,2024,82625,629,1301,764,435,370,288,281,392,4451,12261,22044,15313,12039,10831,7913,4531,2428,87359,237,205,82,51,21,0,0,0,587,14,40,21,21,21,0,0,0,122,16,107,143,183,182,282,240,157,1310,267,352,247,253,222,282,240,157,2018,23563,41424,29279,21712,19549,14086,7627,3296,160533,1554,3158,1924,1020,781,598,494,580,10099,25379,44942,31446,22985,20547,14966,8357,4033,172643
CED138,11,4,8,11,5,0,0,0,35,11,21,19,21,19,0,0,0,86,9,133,216,343,509,1059,905,633,3802,31,164,246,370,526,1059,905,633,3928,7102,7006,8536,9094,9919,9495,4711,1305,57175,660,745,816,792,752,726,463,309,5251,7798,7907,9598,10254,11198,11272,6081,2246,66349,4,5,0,0,3,0,0,0,21,0,5,5,4,5,0,0,0,18,5,19,40,78,112,109,86,83,545,15,26,52,84,118,109,86,83,578,7024,8213,9825,10498,11859,11073,6186,2837,67514,603,765,802,782,772,658,621,627,5637,7646,9000,10680,11362,12748,11840,6900,3549,73723,17,5,14,10,5,0,0,0,53,12,26,20,25,20,0,0,0,105,12,158,262,416,620,1170,996,708,4342,45,190,297,450,649,1170,996,708,4499,14126,15212,18361,19592,21777,20570,10900,4142,124687,1266,1505,1617,1570,1521,1382,1082,937,10884,15437,16911,20279,21616,23944,23116,12984,5793,140075
CED139,423,312,172,106,42,0,0,0,1052,13,24,28,26,38,0,0,0,134,32,134,234,342,549,1017,609,419,3330,462,469,441,473,626,1017,609,419,4520,8615,8241,7538,7887,8786,7547,4191,1091,53895,972,906,842,796,724,596,434,189,5462,10052,9615,8826,9152,10145,9161,5231,1702,63872,148,108,43,16,8,0,0,0,315,6,12,13,13,10,0,0,0,56,12,35,74,111,109,94,36,28,501,166,155,123,143,126,94,36,28,872,8823,8933,8447,8842,9622,8626,5239,2388,60917,728,600,566,531,612,575,498,360,4468,9713,9687,9133,9516,10358,9295,5771,2773,66254,563,421,216,114,55,0,0,0,1368,19,40,41,42,45,0,0,0,189,46,167,311,453,659,1110,643,450,3837,633,629,564,615,754,1110,643,450,5385,17440,17173,15980,16727,18407,16171,9431,3477,114805,1700,1499,1411,1333,1335,1175,931,547,9929,19773,19302,17955,18668,20494,18454,10999,4472,130124
CED140,15,18,14,11,8,0,0,0,70,14,23,24,15,11,0,0,0,89,21,131,155,301,426,723,732,452,2936,53,173,188,327,450,723,732,452,3089,7874,7076,8231,8928,8867,7446,4377,1058,53859,384,447,402,445,434,411,354,298,3176,8309,7703,8815,9696,9751,8574,5463,1804,60119,0,3,0,3,0,0,0,0,10,6,0,0,0,3,0,0,0,7,7,13,27,72,86,76,47,45,375,11,20,26,75,86,76,47,45,393,7589,7440,9123,9738,10362,9436,5690,2382,61767,342,381,446,381,410,501,566,667,3687,7943,7848,9598,10200,10855,10015,6305,3093,65846,17,25,14,15,13,0,0,0,73,11,27,24,16,15,0,0,0,96,30,146,183,374,504,793,785,494,3311,63,197,215,399,533,793,785,494,3484,15466,14514,17356,18670,19226,16882,10066,3438,115622,721,835,841,829,843,910,915,971,6863,16251,15546,18415,19900,20601,18589,11769,4904,125967
CED141,15,18,29,23,13,0,0,0,90,7,36,36,36,15,0,0,0,134,39,171,273,418,454,883,800,509,3548,60,226,333,475,488,883,800,509,3774,8348,7515,7983,8631,8654,7294,4223,967,53622,378,401,364,383,329,328,341,191,2711,8789,8141,8684,9487,9472,8509,5367,1667,60106,8,4,4,0,4,0,0,0,23,4,9,7,7,7,0,0,0,33,9,17,49,85,88,69,36,24,389,20,28,68,90,100,69,36,24,444,7667,8067,8960,9491,9954,9225,5781,2256,61407,315,355,328,284,304,408,462,355,2811,7998,8448,9352,9862,10362,9706,6275,2632,64660,23,21,37,21,14,0,0,0,112,16,42,39,43,27,0,0,0,167,45,183,329,500,552,960,839,531,3933,79,248,396,566,586,960,839,531,4211,16012,15579,16942,18121,18615,16520,10011,3223,115026,690,762,694,663,635,735,799,546,5523,16782,16592,18037,19352,19836,18216,11649,4300,124765
CED142,238,425,162,92,34,0,0,0,952,21,62,39,15,22,0,0,0,160,26,179,197,205,228,283,192,86,1395,284,668,398,309,287,283,192,86,2513,11337,30636,19124,11176,8344,5184,2256,539,88596,1057,2579,1465,942,733,513,297,111,7698,12687,33884,20990,12424,9368,5974,2749,735,98806,106,146,49,21,0,0,0,0,329,4,16,7,7,4,0,0,0,39,7,45,34,42,34,28,9,11,209,118,203,94,71,43,28,9,11,571,12698,29804,15945,8812,7223,5153,2441,816,82890,1030,2200,1092,603,476,374,265,162,6195,13840,32205,17131,9484,7743,5557,2712,985,89657,348,570,210,113,35,0,0,0,1279,25,76,47,22,29,0,0,0,201,31,225,234,239,268,315,200,94,1609,402,868,492,377,331,315,200,94,3084,24033,60435,35065,19991,15568,10338,4691,1355,171482,2090,4779,2557,1539,1207,885,565,271,13900,26526,66085,38113,21905,17105,11536,5460,1726,188461
CED143,33,65,35,32,13,0,0,0,182,16,23,17,17,22,0,0,0,90,10,82,148,209,238,357,451,340,1847,53,173,199,258,273,357,451,340,2118,7802,8819,9880,10390,8219,5400,3150,941,54607,266,384,390,318,289,211,177,119,2155,8126,9384,10472,10966,8789,5972,3780,1406,58881,18,25,9,3,3,0,0,0,60,3,3,5,5,0,0,0,0,16,3,7,22,24,38,33,20,16,165,25,40,32,33,45,33,20,16,240,7672,10072,11181,11607,8915,6654,4410,1868,62372,220,410,360,337,250,214,241,298,2328,7909,10524,11576,11972,9210,6898,4672,2188,64948,49,93,43,37,15,0,0,0,236,18,25,22,18,26,0,0,0,108,9,96,171,236,280,388,468,361,2013,74,213,235,293,320,388,468,361,2356,15476,18896,21064,21994,17133,12050,7562,2814,116984,486,797,753,649,542,428,416,415,4488,16035,19905,22047,22937,17994,12869,8447,3588,123828
CED144,18,27,13,11,6,0,0,0,67,12,18,8,4,3,0,0,0,40,9,37,62,88,107,166,134,102,694,34,75,78,103,115,166,134,102,801,11331,14234,12101,10232,9310,6275,3591,1317,68398,902,1376,1083,723,617,390,293,177,5554,12268,15677,13263,11052,10043,6830,4011,1598,74749,3,12,6,8,0,0,0,0,23,0,9,0,0,0,0,0,0,7,5,5,13,13,19,8,9,13,81,3,26,18,14,19,8,9,13,114,10438,12886,11623,10809,9624,6941,4091,2089,68497,741,1069,896,680,565,392,351,340,5032,11186,13979,12533,11507,10202,7345,4453,2431,73641,17,34,18,20,6,0,0,0,100,12,23,8,4,3,0,0,0,49,9,39,72,97,124,171,136,115,770,43,100,100,120,132,171,136,115,919,21772,27122,23722,21040,18934,13216,7687,3400,136891,1641,2436,1976,1410,1178,781,644,516,10590,23454,29658,25802,22568,20243,14172,8469,4030,148398
CED145,124,139,38,45,9,0,0,0,350,12,22,23,17,19,0,0,0,88,8,93,113,122,170,265,253,197,1219,139,249,172,187,193,265,253,197,1659,6042,12492,10411,8751,6772,5210,3008,938,53629,394,928,646,423,320,276,303,356,3653,6581,13674,11224,9365,7288,5753,3567,1494,58943,34,49,12,8,3,0,0,0,109,5,4,5,0,0,0,0,0,15,5,10,17,22,13,21,16,13,121,41,72,38,35,20,21,16,13,248,6787,14833,11059,9388,7253,6123,3897,1642,60986,351,929,572,396,294,311,472,758,4086,7176,15835,11670,9818,7561,6450,4388,2412,65315,160,192,48,49,10,0,0,0,459,16,24,30,19,16,0,0,0,101,14,101,133,143,187,281,270,207,1343,183,324,209,215,214,281,270,207,1906,12834,27329,21469,18139,14026,11336,6904,2582,114611,743,1858,1214,824,617,588,774,1117,7734,13756,29509,22889,19184,14854,12206,7953,3903,124257
CED146,35,169,69,14,8,0,0,0,294,0,17,12,9,9,0,0,0,51,18,76,88,109,184,239,171,84,962,54,266,162,136,201,239,171,84,1314,13908,11828,12856,11503,10267,6097,2592,617,69666,803,783,816,609,572,355,303,239,4485,14764,12879,13833,12241,11035,6694,3070,938,75458,15,32,6,0,0,0,0,0,56,3,8,4,5,0,0,0,0,12,7,8,10,29,31,20,11,4,122,22,44,22,38,31,20,11,4,189,13032,13296,13966,12306,10590,6673,3024,1050,73933,728,834,860,630,491,391,364,333,4632,13778,14177,14845,12970,11107,7078,3399,1394,78757,52,201,71,17,8,0,0,0,354,3,23,15,13,9,0,0,0,63,24,86,97,142,216,252,183,89,1080,77,311,183,171,229,252,183,89,1500,26933,25122,26817,23811,20851,12772,5618,1668,143596,1528,1617,1673,1235,1069,746,663,576,9119,28544,27054,28678,25218,22144,13772,6466,2331,154210
CED147,15,32,24,21,7,0,0,0,104,10,22,17,20,18,0,0,0,88,29,159,212,316,500,693,624,369,2893,53,219,250,355,520,693,624,369,3083,9435,8902,9007,9401,9260,7866,4588,1165,59618,471,417,442,429,370,377,379,334,3231,9960,9538,9699,10181,10150,8936,5585,1873,65928,4,3,11,3,4,0,0,0,21,0,3,10,4,4,0,0,0,17,7,37,50,78,84,63,30,23,376,13,44,63,85,91,63,30,23,416,9170,9567,9814,10450,10638,9667,6072,2165,67533,415,469,418,386,359,411,452,437,3355,9597,10083,10295,10917,11092,10147,6556,2620,71307,26,38,28,23,10,0,0,0,122,13,27,23,22,19,0,0,0,105,29,202,255,390,584,753,656,392,3264,64,264,313,437,614,753,656,392,3495,18604,18467,18821,19851,19897,17529,10658,3328,127151,894,889,862,816,731,794,831,772,6586,19562,19618,19998,21099,21244,19079,12146,4497,137237
CED194,20,3,5,5,0,0,0,0,32,0,4,0,0,0,0,0,0,10,0,13,16,30,42,61,20,4,192,24,23,18,37,46,61,20,4,233,422,756,636,588,615,476,119,8,3610,217,383,456,386,287,115,33,4,1893,658,1164,1108,1010,949,648,166,19,5734,9,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,8,3,8,10,4,0,0,29,11,11,3,8,13,4,0,0,44,473,701,477,472,555,349,85,19,3136,216,315,268,187,134,52,19,12,1200,703,1022,749,666,698,404,104,32,4381,29,11,8,5,3,0,0,0,48,0,3,0,0,0,0,0,0,9,0,22,19,40,54,62,20,4,218,30,29,21,42,55,62,20,4,274,892,1463,1110,1056,1172,824,202,31,6753,437,699,722,577,418,162,51,16,3090,1357,2187,1859,1678,1648,1055,277,49,10112
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
