CED_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,12
CED501,2866,618,3687,885,211,9091,11793,13804,3688,145,6932,4636,962,2356,15129,803,10613,105455,5846,160632,129,101,35,14,58,52,19,25,84,15,74,763,10679,11820,14741,15283,4684,844,8538,6153,1456,3406,18085,1440,14385,107107,16727,181547,152,99,15,0,33,27,4,5,220,4,150,1903,65,2496,1175,389,434,62,724,651,128,324,1046,121,862,2271,152,5591,1329,488,452,66,757,675,130,332,1262,120,1015,4178,214,8091,13241,11840,4127,740,7626,5358,1273,2968,15619,1289,11460,71231,4294,123791,141,76,53,33,91,65,21,49,109,28,73,473,8956,9820,14710,12408,4637,841,8474,6096,1420,3348,16988,1432,12545,75878,13458,141699
CED502,2577,626,3544,953,207,8941,10157,12517,3062,143,8179,4574,945,2194,12502,740,10032,112393,5462,162991,114,96,37,35,64,58,13,43,129,15,106,877,9086,10397,12830,13983,3916,807,9950,6108,1462,3143,15202,1378,13678,114222,14748,182330,10,0,0,0,4,4,0,0,10,0,10,124,6,157,684,223,254,43,482,446,87,224,437,91,387,1083,65,2886,693,225,254,39,485,448,87,229,448,95,392,1204,72,3041,11950,11315,3583,662,9311,5532,1301,2817,13836,1247,11445,79341,4248,130208,154,89,43,98,88,82,23,39,124,21,101,596,7085,8165,12793,11636,3882,803,9886,6061,1412,3086,14401,1366,11941,81143,11411,141417
CED503,2623,768,3438,743,250,9109,13629,11658,4670,192,6908,5696,1065,2599,12302,1053,9477,88685,5453,141246,188,105,71,50,100,109,20,52,152,37,98,618,8439,9589,17038,13045,5869,1051,8515,7606,1612,3764,15068,1859,13011,90050,14149,159946,29,11,3,0,9,3,0,0,27,0,15,194,7,284,1294,366,600,112,745,894,185,390,766,204,671,1754,132,5067,1316,382,603,112,758,899,185,387,794,204,686,1939,143,5353,15468,10550,5162,847,7575,6527,1384,3247,13370,1601,10828,63551,4276,115912,220,112,76,91,124,139,20,79,181,45,111,488,7219,8283,17013,11047,5841,1053,8460,7564,1587,3713,14350,1848,11624,65981,11643,129549
CED504,2595,772,3624,1088,195,9922,10737,11616,3514,233,8048,4924,995,2121,11542,833,10075,110172,5548,160876,132,98,39,136,95,62,18,37,104,19,86,959,7878,9382,13920,13035,4530,1331,10159,6746,1591,3058,14239,1627,13788,112216,13625,180177,14,8,0,0,6,3,3,0,12,0,16,166,12,226,670,244,290,75,477,511,94,227,380,110,406,1099,93,2983,682,248,291,75,484,514,94,227,392,104,420,1268,98,3208,13031,11025,4139,1089,9507,6078,1416,2749,13119,1477,12013,83595,4522,136711,189,78,65,166,122,114,41,50,132,43,121,581,6310,7488,13897,11346,4491,1333,10120,6707,1552,3021,13642,1618,12560,85440,10931,147408
CED505,1685,546,2442,649,168,6774,9642,10801,4771,213,3738,4777,693,1503,11176,732,9882,111404,4529,158620,119,73,64,55,45,68,22,26,72,30,92,648,6597,7645,11697,11501,5623,1615,4636,6123,1009,2119,12933,1308,12424,112703,11295,173040,43,26,10,0,5,10,4,0,49,3,30,528,24,680,595,197,381,79,272,554,78,155,320,125,377,1375,90,3252,638,217,392,83,273,561,77,153,367,126,405,1905,114,3935,10822,9856,5130,1290,4226,5373,859,1873,11959,1124,10816,84929,3760,132512,204,71,70,233,90,154,45,48,130,46,180,378,5875,6812,11665,10151,5589,1609,4599,6093,983,2077,12456,1303,11403,87207,9748,143257
CED506,1911,583,2669,757,222,7360,10639,12221,3801,188,7612,5136,1195,2234,11045,822,8547,114241,6639,165688,137,122,47,17,117,78,33,33,106,26,95,1284,26572,28398,12903,13371,4636,952,9116,6511,1739,3004,13068,1432,11315,116279,33436,201445,23,16,0,0,5,3,4,3,19,6,17,302,13,396,806,280,344,53,554,545,113,251,572,114,425,1950,144,4334,828,299,345,54,564,548,117,255,595,118,448,2254,157,4728,11823,10954,4190,796,8314,5741,1547,2622,11724,1248,9416,82146,5063,132146,215,134,83,103,163,120,43,68,148,58,143,1033,21791,23509,12862,11381,4612,950,9040,6420,1705,2944,12466,1422,10007,85438,27006,160379
CED507,2438,644,3044,729,170,8007,12749,11458,4236,218,5832,4738,855,2061,12186,831,8757,90051,5312,139900,119,80,37,22,63,55,9,21,100,14,84,706,8973,10095,15570,12631,5125,1200,7181,6153,1286,2928,14729,1486,11886,91474,14453,157999,7,6,10,0,0,3,0,0,10,3,7,72,6,103,915,254,399,83,550,576,97,228,563,119,472,1459,123,3864,917,257,403,83,552,580,97,228,568,120,484,1535,131,3964,14410,10146,4627,1037,6465,5397,1124,2600,13280,1331,10036,65414,4169,114955,199,84,65,81,112,136,35,55,133,28,112,512,7528,8569,15526,10487,5097,1200,7125,6115,1260,2882,13984,1486,10636,67459,11828,127496
CED508,2211,548,3024,793,170,7692,9712,11079,3582,148,5217,4127,846,1621,12504,670,9857,102774,5089,150922,124,96,43,30,62,64,14,34,106,18,73,671,7081,8168,12099,12114,4409,1066,6493,5455,1249,2326,14826,1227,12951,104243,12340,166782,24,20,12,0,3,13,0,0,37,3,31,512,19,634,571,178,263,57,353,410,79,146,414,87,377,1357,90,3102,599,204,274,57,352,420,81,145,447,91,404,1869,105,3731,11343,10221,4067,928,6022,4898,1126,2114,13714,1103,11231,76779,4167,125769,126,64,48,82,81,97,21,34,109,23,61,368,6057,6836,12069,10493,4390,1066,6454,5417,1227,2294,14273,1222,11695,79013,10331,136332
CED509,2209,564,3052,874,202,7790,10425,12588,3741,139,6340,4483,882,1930,12653,768,10111,105370,5393,156510,119,109,42,62,80,61,15,33,126,12,162,759,9218,10436,12721,13751,4547,1015,7676,5817,1255,2671,14993,1349,13328,107003,14805,174739,20,6,4,0,9,10,0,0,28,0,15,201,12,267,717,282,296,56,473,487,84,228,502,106,472,1480,113,3644,731,285,295,56,485,494,84,231,529,106,486,1684,123,3911,11783,11136,4156,775,7019,5153,1113,2349,13552,1204,11039,75354,4223,125594,174,87,62,176,116,122,26,40,169,31,236,482,8021,9076,12684,11506,4519,1015,7616,5771,1220,2618,14249,1339,11769,77512,12370,138584
CED510,1656,510,2460,632,140,6326,11307,11232,4480,172,5113,5043,721,1675,10571,765,10103,102529,5214,152331,106,80,36,12,41,55,7,16,91,11,47,652,4480,5457,13266,12013,5222,1109,6020,6179,1015,2200,12318,1279,12614,103811,9832,164113,27,17,5,0,6,0,4,0,26,5,17,247,6,334,794,250,345,75,384,535,68,179,476,104,466,1486,101,3675,818,272,347,75,386,544,70,182,502,108,477,1735,109,4009,12283,9966,4805,918,5526,5524,911,1969,11079,1132,10691,76050,4228,124702,133,53,40,111,51,72,13,17,83,34,159,341,3913,4641,13234,10284,5197,1109,5962,6135,992,2169,11660,1279,11330,78127,8254,133353
CED511,2595,726,3404,785,181,8974,13726,12519,4391,210,7328,5625,1009,2553,12361,956,8909,95583,5760,148989,179,133,68,50,114,83,21,53,152,20,117,934,16594,18108,16976,13951,5467,1275,9083,7313,1531,3594,15109,1701,12427,97305,22540,176071,10,9,6,0,9,5,0,6,12,3,6,98,6,143,990,288,407,62,600,679,95,296,621,141,518,1525,136,4213,1001,290,411,62,612,681,101,304,631,144,526,1623,139,4349,15626,11568,4934,1097,8259,6430,1350,3174,13674,1488,10514,70004,4602,123935,318,160,82,117,166,164,45,67,219,64,200,751,13751,15317,16941,12020,5433,1277,9037,7280,1497,3550,14521,1694,11238,72378,18500,143602
CED512,2126,477,3097,796,184,7252,9495,12457,3227,148,5882,4056,837,1694,12522,666,9872,112590,5735,162280,104,86,35,14,63,57,9,20,91,12,146,794,6756,7976,11555,13504,4009,944,6999,5249,1170,2331,14736,1157,13114,114181,12676,177513,18,18,4,0,3,9,0,0,29,0,23,220,17,313,579,196,239,57,386,401,86,157,414,91,334,1197,84,2857,604,211,243,57,389,408,86,156,439,91,359,1420,97,3176,10782,10761,3676,784,6443,4699,1024,2087,13271,1019,10812,79728,4352,127824,136,73,48,98,85,97,22,44,130,34,221,458,5496,6452,11519,11040,3970,942,6922,5202,1131,2283,13839,1142,11389,81610,9946,137448
CED513,2353,657,3035,812,163,8475,9236,11907,3738,183,5187,4286,811,1739,14791,691,10816,112593,4629,162970,103,87,31,12,74,49,8,17,114,19,99,715,9378,10484,11836,12937,4628,1474,6642,5843,1284,2483,17252,1360,13951,114113,14173,181928,16,18,3,0,3,0,5,0,22,0,11,286,14,354,531,241,263,83,327,436,89,167,429,106,394,1327,87,3084,549,252,268,88,333,438,93,167,450,106,409,1611,101,3438,11145,11560,4287,1238,6196,5296,1151,2249,16298,1230,12550,90302,3999,143447,134,65,45,149,79,73,15,33,110,18,87,512,8440,9468,11829,11878,4598,1470,6602,5806,1266,2449,16852,1355,13047,92430,12535,156347
CED514,2390,733,2948,792,218,8361,9900,11532,3733,157,6492,4544,883,1914,12915,797,10241,119642,4888,169784,115,94,45,28,75,78,11,27,112,13,93,860,10433,11724,12492,12721,4657,1337,8033,6229,1316,2728,15416,1546,13283,121303,15541,189872,10,11,0,0,4,5,0,3,13,0,10,200,5,255,591,207,293,84,389,448,73,186,377,106,383,1359,98,3202,593,223,296,86,394,455,78,192,396,102,393,1563,103,3457,11705,11130,4281,1003,7442,5597,1171,2460,14373,1389,11642,93283,4140,145271,169,70,59,244,145,146,39,45,208,44,235,624,9074,10437,12467,11416,4630,1339,7982,6193,1285,2698,14971,1541,12271,95473,13318,159166
CED515,1749,597,2974,883,169,8035,10394,10236,4495,214,6653,5343,907,1566,10077,765,10799,118501,4860,168470,105,77,33,35,60,74,11,17,85,14,78,822,6248,7451,12787,11079,5396,1585,7943,6845,1337,2240,11916,1378,13849,120208,11279,183959,16,12,0,0,0,0,0,0,8,0,6,199,4,252,726,209,389,89,409,571,94,190,401,102,444,1399,91,3539,737,218,395,89,414,576,94,190,414,104,448,1603,96,3786,11839,9330,4928,1297,7397,6118,1196,1978,10810,1232,11948,89361,4041,140098,163,54,50,195,85,113,31,31,122,32,176,421,5585,6519,12744,9601,5369,1579,7893,6809,1319,2206,11342,1369,12570,91378,9722,150405
CED594,114,7,113,21,0,236,341,337,114,0,164,147,25,74,557,31,313,2766,139,4327,0,0,5,0,0,0,5,0,16,5,9,12,3455,3492,399,371,130,11,198,185,33,103,688,40,430,2794,3591,8055,0,0,0,0,0,0,0,0,0,0,3,9,0,18,19,9,6,0,7,5,0,3,22,3,18,71,86,212,19,9,6,0,7,5,0,5,22,3,23,79,85,229,377,327,124,11,187,171,36,89,643,36,386,2165,1457,5149,3,3,0,0,0,3,0,0,12,3,0,29,1856,1902,399,337,130,11,201,183,33,96,678,40,412,2268,3403,7285
CED597,0,0,0,0,0,0,8,14,8,0,0,5,0,0,8,3,8,243,9,297,0,0,0,0,0,0,0,0,0,0,0,0,216,218,14,16,8,0,0,9,0,0,8,3,8,248,226,514,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,13,10,13,8,0,0,6,0,0,8,0,8,236,3,281,0,0,0,0,0,0,0,0,0,0,0,3,217,221,14,16,8,0,0,9,0,0,8,3,8,244,226,516
CED601,2545,648,3055,604,178,7781,10439,9414,2871,134,4473,3646,821,2109,10034,787,6751,58487,3492,96361,164,96,36,10,56,59,11,33,106,18,70,492,4949,5826,13470,10853,3654,912,5760,5035,1272,3070,12683,1451,9876,59589,8621,109977,10,4,3,0,0,0,0,0,9,0,14,120,3,153,826,282,314,59,440,444,74,259,496,112,456,1178,105,3288,834,284,325,59,442,446,74,259,499,117,465,1293,106,3440,12361,8913,3257,771,5195,4430,1141,2739,11436,1298,8446,43828,2852,83082,239,102,57,73,98,114,31,67,109,31,87,383,4068,5009,13436,9300,3641,903,5731,4993,1248,3057,12049,1450,9003,45508,7026,91537
CED602,2687,689,3152,658,188,8559,11130,9753,3016,142,4850,3980,1022,2283,9484,806,6452,56288,3599,94642,197,127,47,25,77,61,19,45,135,28,95,518,5349,6348,14419,11385,3916,828,6427,5542,1597,3436,12309,1523,9697,57456,9140,109556,11,7,0,0,3,3,0,3,4,0,11,84,3,124,873,288,286,58,445,478,117,257,531,133,488,1128,103,3258,880,292,283,58,450,477,117,257,536,133,498,1211,112,3384,13263,9298,3554,733,5833,4901,1416,3094,11129,1347,8269,41910,2944,82434,243,115,64,30,106,114,35,60,121,35,79,394,4361,5284,14382,9702,3903,825,6386,5491,1568,3413,11784,1516,8853,43513,7413,91094
CED603,2158,527,2601,580,135,6603,8863,8160,2760,165,3689,3056,701,1325,10602,606,7145,64472,3224,100079,117,70,23,15,40,53,18,28,90,13,74,461,4286,5060,11264,9148,3419,1015,4727,4263,1033,1973,12852,1143,9824,65519,7645,111750,26,13,7,0,5,5,0,0,23,0,20,178,10,256,721,220,247,61,325,434,71,177,454,105,386,1175,89,3001,749,230,257,61,326,440,73,181,479,105,408,1350,100,3252,10351,7813,3108,887,4291,3725,932,1727,11817,1006,8569,50362,2655,87365,155,52,38,66,68,69,25,43,106,28,115,372,3649,4412,11241,8089,3405,1012,4686,4236,1023,1948,12406,1146,9085,52085,6401,95028
CED604,2180,602,2472,541,133,6809,10798,8622,3158,149,3932,3609,746,1451,10442,685,7463,61398,3347,99592,123,81,35,6,51,51,9,20,88,19,66,509,4592,5435,13473,9767,3977,942,5017,4857,1086,2212,12716,1302,10004,62439,8067,111833,24,13,7,0,6,5,0,0,20,0,20,188,8,263,986,298,352,90,488,575,127,222,571,129,533,1522,103,3992,1011,310,360,93,489,584,128,225,591,129,554,1705,114,4257,12264,8137,3553,807,4421,4161,915,1924,11469,1139,8537,44778,2640,83440,186,74,49,40,62,72,17,38,92,30,61,298,3877,4589,13459,8513,3956,940,4976,4820,1065,2190,12158,1296,9152,46784,6631,92283
CED605,2693,620,3215,600,142,8185,11993,9353,3168,122,4975,3952,880,2201,10189,771,6633,58324,3729,97834,188,121,33,9,78,71,13,49,134,24,88,627,5945,7044,15329,10902,4091,702,6410,5443,1329,3297,13014,1406,9935,59547,9817,113067,12,4,5,0,7,4,0,0,17,0,17,101,12,160,1058,312,379,53,520,544,93,295,688,128,554,1437,107,3936,1070,314,384,53,523,550,97,292,702,127,565,1538,122,4095,13988,8880,3643,628,5750,4763,1176,2897,11585,1243,8345,42853,3081,83814,243,138,50,23,106,91,36,81,114,39,88,443,4818,5820,15304,9333,4077,702,6373,5406,1306,3274,12404,1403,9002,44830,8022,93730
CED694,49,0,40,8,0,82,98,100,33,5,39,34,12,25,237,9,81,503,45,960,5,0,0,0,0,0,0,0,3,0,0,17,315,339,120,121,37,5,53,45,18,38,288,12,117,529,357,1377,0,0,0,0,0,0,0,0,0,0,0,7,0,7,6,4,4,0,0,4,0,0,16,0,10,6,3,38,6,4,4,0,0,4,0,0,16,0,10,14,3,44,106,109,29,4,47,38,11,32,260,12,99,403,130,979,3,0,0,0,0,0,0,0,0,0,0,8,207,222,117,119,37,5,53,45,14,38,282,12,117,421,344,1248
CED697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,3,19
CED701,726,270,1556,556,131,4150,3683,5846,1276,86,4681,3500,942,1021,4424,339,5025,75562,3628,102419,50,84,20,16,151,112,52,21,56,25,112,1463,12482,14432,4468,6420,1557,456,5750,4243,1365,1370,5204,638,6696,77571,16243,121004,72,77,13,0,10,12,9,8,71,0,84,1434,41,1755,320,153,125,21,192,196,47,79,265,33,275,1133,52,2218,396,228,136,18,205,210,49,88,333,35,362,2569,96,3975,4004,5256,1389,399,5430,3695,1241,1197,4589,579,5411,52758,2444,78509,60,47,15,35,66,60,24,10,41,16,75,797,10697,11799,4460,5538,1537,454,5701,3962,1319,1294,4967,631,5844,56129,13243,94284
CED702,953,248,1646,515,103,4111,4755,6023,1714,70,3468,2090,527,922,5554,362,5544,70637,2840,96254,78,81,42,13,74,75,25,25,74,16,79,775,8758,9926,5792,6584,2086,370,4253,2765,834,1295,6582,621,7273,71939,11699,110288,153,100,29,0,27,23,6,5,171,7,143,2077,76,2657,480,182,194,17,269,253,53,113,374,43,367,1352,89,2816,637,278,218,14,298,276,60,117,544,54,505,3433,162,5475,5081,5345,1847,344,3886,2409,740,1101,5707,561,5853,50273,2165,74975,58,30,14,16,50,34,16,23,40,10,43,441,7047,7682,5777,5653,2081,370,4230,2719,812,1249,6289,618,6404,54145,9382,88143
CED794,31,7,31,5,4,99,135,137,67,3,95,95,35,37,174,14,141,1339,68,2046,10,32,5,4,53,58,30,10,24,3,46,231,943,1355,165,179,81,8,169,181,84,61,237,24,217,1580,1017,3500,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,6,5,0,3,9,4,8,15,0,8,35,15,94,17,9,4,3,8,9,3,7,19,3,4,46,14,98,153,165,68,10,162,166,72,53,207,20,200,1159,328,2316,3,0,0,0,0,7,6,0,3,0,4,25,597,640,165,172,81,8,169,175,82,60,231,24,205,1224,945,3052
CED797,0,0,0,0,0,6,0,8,0,0,3,0,0,0,0,0,0,55,0,70,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,11,0,0,3,0,0,0,0,0,0,58,24,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,53,0,70,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,11,0,0,3,0,0,0,0,0,0,55,24,94
CED801,2240,521,3282,758,143,7867,11264,12938,3835,166,5709,4299,1154,1740,12934,699,12310,88459,3681,138684,111,66,40,14,48,53,14,27,84,11,86,594,5104,6056,13845,14211,4683,888,6962,5606,1644,2435,15260,1233,15673,89811,8929,152610,121,71,37,0,19,24,10,3,115,4,132,901,30,1332,1131,455,551,74,638,688,149,268,739,139,885,2144,139,5535,1248,528,585,74,659,708,160,271,855,135,1019,3046,169,6873,12447,11697,4030,766,6210,4779,1437,2109,13586,1064,13225,62946,2818,111932,119,49,32,47,45,64,20,23,65,23,61,323,4251,4840,13818,12272,4650,888,6911,5552,1617,2401,14501,1228,14311,66310,7242,123643
CED802,1820,495,2471,571,123,6345,8633,11657,3477,150,3361,3338,907,1185,13117,545,11467,86604,3026,131374,96,73,36,76,45,45,8,24,111,27,171,458,6915,7791,10658,12558,4128,1190,4264,4445,1259,1759,15053,1062,14109,87633,10061,145507,214,197,69,0,22,33,11,11,225,10,257,3349,90,4235,717,324,369,101,270,520,110,159,478,109,653,1928,86,4243,921,523,440,101,300,553,119,172,708,117,907,5274,175,8478,9593,10744,3633,923,3885,3812,1096,1545,13720,901,12153,65151,2458,109488,109,52,43,167,51,54,18,25,131,42,141,336,6240,7000,10626,11315,4114,1190,4234,4419,1232,1741,14565,1060,13200,70765,8874,124971
CED803,2210,396,2868,724,114,6658,8752,12952,2859,98,5315,3192,989,1297,12967,564,11543,99524,3586,145824,73,79,26,0,45,45,13,12,61,6,52,644,4869,5783,10758,14180,3447,576,6367,4157,1323,1846,15239,963,14464,100894,8567,158267,219,131,54,0,23,23,12,9,235,3,235,1759,53,2518,875,409,361,49,464,479,112,180,678,92,686,1889,102,4424,1092,536,404,49,493,504,120,193,912,96,925,3649,152,6941,9509,11289,2983,461,5770,3537,1148,1599,13386,845,11896,69318,2638,113070,126,45,30,62,45,65,20,23,75,16,111,416,3787,4454,10727,11875,3419,567,6309,4112,1293,1812,14370,961,12927,73382,6585,124469
CED894,16,0,11,0,0,26,35,46,9,0,18,17,0,7,91,7,52,255,12,450,0,0,0,0,0,0,0,0,0,0,0,0,127,127,42,53,18,0,17,18,0,10,108,6,62,253,138,605,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,6,0,5,11,3,14,0,0,0,0,0,0,0,0,5,0,5,13,3,19,40,47,18,0,18,17,0,10,102,6,60,212,26,435,0,0,0,0,3,0,0,0,0,0,0,3,104,110,42,55,18,0,17,18,0,10,109,6,59,222,136,560
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,8,11
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
