CED_CODE_2021,A55_64_UOLSE_VWW_17,A55_64_UOLSE_VWW_18,A55_64_UOLSE_VWW_19,A55_64_UOLSE_VWW_20,A55_64_UOLSE_VWW_21,A55_64_UOLSE_VWW_YNS,A55_64_UOLSE_VWW_T,A55_64_UOLSE_NWNAA_B_05,A55_64_UOLSE_NWNAA_05_10,A55_64_UOLSE_NWNAA_11_15,A55_64_UOLSE_NWNAA_16,A55_64_UOLSE_NWNAA_17,A55_64_UOLSE_NWNAA_18,A55_64_UOLSE_NWNAA_19,A55_64_UOLSE_NWNAA_20,A55_64_UOLSE_NWNAA_21,A55_64_UOLSE_NWNAA_YNS,A55_64_UOLSE_NWNAA_T,A55_64_UOLSE_PinE_NS_B_05,A55_64_UOLSE_PinE_NS_05_10,A55_64_UOLSE_PinE_NS_11_15,A55_64_UOLSE_PinE_NS_16,A55_64_UOLSE_PinE_NS_17,A55_64_UOLSE_PinE_NS_18,A55_64_UOLSE_PinE_NS_19,A55_64_UOLSE_PinE_NS_20,A55_64_UOLSE_PinE_NS_21,A55_64_UOLSE_PinE_NS_YNS,A55_64_UOLSE_PinE_NS_T,A55_64_UOLSE_T_B_05,A55_64_UOLSE_T_05_10,A55_64_UOLSE_T_11_15,A55_64_UOLSE_T_16,A55_64_UOLSE_T_17,A55_64_UOLSE_T_18,A55_64_UOLSE_T_19,A55_64_UOLSE_T_20,A55_64_UOLSE_T_21,A55_64_UOLSE_T_YNS,A55_64_UOLSE_T_T,A55_64_L_PinE_NS_B_05,A55_64_L_PinE_NS_05_10,A55_64_L_PinE_NS_11_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_17,A55_64_L_PinE_NS_18,A55_64_L_PinE_NS_19,A55_64_L_PinE_NS_20,A55_64_L_PinE_NS_21,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B_05,A55_64_T_05_10,A55_64_T_11_15,A55_64_T_16,A55_64_T_17,A55_64_T_18,A55_64_T_19,A55_64_T_20,A55_64_T_21,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B_05,A65_74_SEO_05_10,A65_74_SEO_11_15,A65_74_SEO_16,A65_74_SEO_17,A65_74_SEO_18,A65_74_SEO_19,A65_74_SEO_20,A65_74_SEO_21,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_UOLSE_VWW_B_05,A65_74_UOLSE_VWW_05_10,A65_74_UOLSE_VWW_11_15,A65_74_UOLSE_VWW_16,A65_74_UOLSE_VWW_17,A65_74_UOLSE_VWW_18,A65_74_UOLSE_VWW_19,A65_74_UOLSE_VWW_20,A65_74_UOLSE_VWW_21,A65_74_UOLSE_VWW_YNS,A65_74_UOLSE_VWW_T,A65_74_UOLSE_NWNAA_B_05,A65_74_UOLSE_NWNAA_05_10,A65_74_UOLSE_NWNAA_11_15,A65_74_UOLSE_NWNAA_16,A65_74_UOLSE_NWNAA_17,A65_74_UOLSE_NWNAA_18,A65_74_UOLSE_NWNAA_19,A65_74_UOLSE_NWNAA_20,A65_74_UOLSE_NWNAA_21,A65_74_UOLSE_NWNAA_YNS,A65_74_UOLSE_NWNAA_T,A65_74_UOLSE_PinE_NS_B_05,A65_74_UOLSE_PinE_NS_05_10,A65_74_UOLSE_PinE_NS_11_15,A65_74_UOLSE_PinE_NS_16,A65_74_UOLSE_PinE_NS_17,A65_74_UOLSE_PinE_NS_18,A65_74_UOLSE_PinE_NS_19,A65_74_UOLSE_PinE_NS_20,A65_74_UOLSE_PinE_NS_21,A65_74_UOLSE_PinE_NS_YNS,A65_74_UOLSE_PinE_NS_T,A65_74_UOLSE_T_B_05,A65_74_UOLSE_T_05_10,A65_74_UOLSE_T_06,A65_74_UOLSE_T_16,A65_74_UOLSE_T_17,A65_74_UOLSE_T_18,A65_74_UOLSE_T_19,A65_74_UOLSE_T_20,A65_74_UOLSE_T_21,A65_74_UOLSE_T_YNS,A65_74_UOLSE_T_T,A65_74_L_PinE_NS_B_05,A65_74_L_PinE_NS_05_10,A65_74_L_PinE_NS_11_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_17,A65_74_L_PinE_NS_18,A65_74_L_PinE_NS_19,A65_74_L_PinE_NS_20,A65_74_L_PinE_NS_21,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B_05,A65_74_T_05_10,A65_74_T_11_15,A65_74_T_16,A65_74_T_17,A65_74_T_18,A65_74_T_19,A65_74_T_20,A65_74_T_21,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B_05,A75_84_SEO_05_10,A75_84_SEO_11_15,A75_84_SEO_16,A75_84_SEO_17,A75_84_SEO_18,A75_84_SEO_19,A75_84_SEO_20,A75_84_SEO_21,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_UOLSE_VWW_B_05,A75_84_UOLSE_VWW_05_10,A75_84_UOLSE_VWW_11_15,A75_84_UOLSE_VWW_16,A75_84_UOLSE_VWW_17,A75_84_UOLSE_VWW_18,A75_84_UOLSE_VWW_19,A75_84_UOLSE_VWW_20,A75_84_UOLSE_VWW_21,A75_84_UOLSE_VWW_YNS,A75_84_UOLSE_VWW_T,A75_84_UOLSE_NWNAA_B_05,A75_84_UOLSE_NWNAA_05_10,A75_84_UOLSE_NWNAA_11_15,A75_84_UOLSE_NWNAA_16,A75_84_UOLSE_NWNAA_17,A75_84_UOLSE_NWNAA_18,A75_84_UOLSE_NWNAA_19,A75_84_UOLSE_NWNAA_20,A75_84_UOLSE_NWNAA_21,A75_84_UOLSE_NWNAA_YNS,A75_84_UOLSE_NWNAA_T,A75_84_UOLSE_PinE_NS_B_05,A75_84_UOLSE_PinE_NS_05_10,A75_84_UOLSE_PinE_NS_11_15,A75_84_UOLSE_PinE_NS_16,A75_84_UOLSE_PinE_NS_17,A75_84_UOLSE_PinE_NS_18,A75_84_UOLSE_PinE_NS_19,A75_84_UOLSE_PinE_NS_20,A75_84_UOLSE_PinE_NS_21,A75_84_UOLSE_PinE_NS_YNS,A75_84_UOLSE_PinE_NS_T,A75_84_UOLSE_T_B_05,A75_84_UOLSE_T_05_10,A75_84_UOLSE_T_11_15,A75_84_UOLSE_T_16,A75_84_UOLSE_T_17,A75_84_UOLSE_T_18,A75_84_UOLSE_T_19,A75_84_UOLSE_T_20,A75_84_UOLSE_T_21,A75_84_UOLSE_T_YNS,A75_84_UOLSE_T_T,A75_84_L_PinE_NS_B_05,A75_84_L_PinE_NS_05_10,A75_84_L_PinE_NS_11_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_17,A75_84_L_PinE_NS_18
CED321,3,0,0,5,0,8,355,11,4,11,7,3,0,7,0,0,3,45,0,0,0,0,0,0,0,0,0,0,5,244,75,39,9,10,4,4,9,0,13,403,0,0,0,0,0,0,0,0,0,8,7,1788,186,94,10,16,10,14,9,0,92,2208,1843,36,13,9,0,3,7,0,0,85,1998,192,18,7,0,0,0,0,0,0,11,232,16,3,3,0,0,0,7,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,206,20,11,3,0,0,7,8,0,12,268,0,0,0,0,0,0,0,0,0,10,9,2049,58,24,8,0,9,12,11,0,104,2275,1121,11,14,7,0,0,5,0,0,62,1220,150,0,0,0,0,0,0,0,0,4,160,35,0,0,0,0,3,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,186,4,0,0,0,3,0,0,0,12,204,7,0,0,0,0,0
CED322,10,7,4,11,4,13,1119,172,28,31,4,13,11,34,15,0,6,312,0,0,0,0,0,0,0,0,0,0,4,1052,162,90,7,18,22,44,23,5,21,1438,3,0,0,0,0,0,0,0,0,3,5,4663,643,258,29,48,41,66,29,17,93,5882,3564,199,107,23,13,22,18,16,10,89,4054,757,34,23,9,5,5,4,5,0,21,861,156,23,20,13,6,7,23,6,0,7,274,3,0,0,0,0,0,0,0,0,0,5,925,67,46,17,12,14,25,13,0,29,1138,7,0,0,0,0,0,0,0,0,14,21,4495,260,152,36,22,34,40,25,9,132,5213,2236,97,47,9,9,3,10,6,3,88,2490,528,18,6,3,0,0,0,0,0,16,575,140,9,12,0,0,0,3,0,0,8,187,4,0,0,0,0,0,0,0,0,0,4,666,31,23,3,0,0,7,8,0,28,767,8,0,0,0,0,0
CED323,16,14,19,18,6,29,2019,282,96,67,12,16,23,42,22,3,12,573,6,4,0,0,0,0,0,0,0,0,7,1906,299,170,22,24,29,60,35,12,40,2603,0,0,0,0,0,0,0,0,0,4,3,6380,790,387,50,58,63,99,58,27,135,8043,4492,251,110,30,24,42,29,18,12,88,5093,1391,56,34,7,5,6,11,7,3,22,1541,304,55,65,18,9,18,34,18,0,11,535,3,0,0,3,0,0,0,0,0,3,8,1695,109,101,27,13,30,41,29,3,35,2084,5,0,0,0,0,0,0,0,0,6,14,6192,361,218,56,35,68,74,45,12,133,7194,2909,93,55,12,10,13,11,8,6,96,3208,805,18,6,6,0,6,3,3,0,22,869,236,20,24,9,4,0,6,8,0,10,322,7,0,0,0,0,0,0,0,0,0,8,1044,41,34,13,5,9,13,12,3,35,1203,10,0,0,0,0,0
CED324,23,11,25,21,9,42,3389,971,254,266,40,51,57,158,58,7,53,1914,3,0,0,0,0,0,0,0,0,3,9,3739,615,399,58,73,68,174,76,14,101,5314,6,0,0,0,0,0,0,0,0,3,8,5986,822,456,69,78,67,184,82,13,141,7910,1945,62,29,0,6,0,6,5,4,57,2109,1867,76,54,4,3,4,19,21,5,38,2090,1002,158,266,53,37,38,126,42,8,37,1761,4,0,0,0,0,0,0,0,0,4,9,2871,237,316,54,42,44,149,63,8,81,3867,4,0,0,0,0,0,0,0,0,3,10,4824,298,346,60,46,46,152,68,18,139,5987,1158,16,6,0,0,0,0,0,5,42,1232,715,17,10,5,6,0,8,4,0,20,778,577,76,62,10,7,8,28,16,0,32,816,0,0,0,0,0,0,0,0,0,4,3,1294,95,72,12,12,8,37,17,0,48,1603,3,0,0,0,0,0
CED325,19,16,25,20,0,63,3753,1165,199,164,42,29,29,92,58,10,53,1833,6,0,0,0,0,0,0,0,0,4,13,4108,649,364,68,44,47,118,76,6,123,5600,4,0,0,0,0,0,0,0,0,48,54,7311,1019,491,91,67,53,129,89,13,232,9490,2637,115,54,8,3,3,20,4,0,39,2889,1680,97,62,10,9,11,18,14,0,33,1941,998,103,132,32,19,23,80,37,5,42,1472,6,0,0,0,0,0,0,0,0,0,9,2686,197,194,40,24,33,97,61,5,77,3412,5,0,0,0,0,0,0,0,0,22,23,5322,315,251,49,36,40,114,59,10,132,6325,1554,47,23,4,5,3,4,4,0,61,1712,600,25,20,7,0,5,10,11,0,18,696,481,54,39,4,0,5,17,9,6,21,632,0,0,0,0,0,0,0,0,0,0,0,1078,78,63,11,5,12,28,18,4,41,1331,3,0,0,0,0,0
CED326,18,15,12,16,7,20,1733,108,45,40,26,9,17,53,24,3,9,337,0,0,0,0,0,0,0,0,0,0,5,1223,414,190,35,29,36,63,46,8,24,2071,5,0,0,0,0,0,0,0,0,11,22,4859,1062,428,60,60,55,92,56,10,99,6792,3748,196,120,20,10,16,21,12,0,94,4238,898,59,51,10,12,12,28,20,6,12,1104,123,30,44,15,10,13,38,22,0,11,312,3,0,0,0,0,0,0,0,0,0,5,1024,89,100,27,24,26,70,38,3,23,1421,6,0,0,0,0,0,0,0,0,8,13,4778,287,218,44,31,48,91,52,10,123,5673,2434,88,61,8,4,5,4,0,0,131,2746,411,21,18,0,6,4,6,0,4,11,481,86,13,21,0,0,3,11,3,0,9,147,5,0,0,0,0,0,0,0,0,0,6,503,35,39,5,3,6,19,3,7,26,635,16,0,0,0,0,0
CED327,17,16,25,18,7,52,3593,762,249,285,69,46,56,163,63,13,42,1726,3,0,0,0,0,0,0,0,0,0,6,3526,710,480,97,61,72,188,83,17,88,5327,3,0,0,0,0,0,0,0,0,7,15,6927,1106,628,104,74,89,196,90,21,174,9411,2822,119,48,0,11,11,8,10,0,63,3087,1865,121,68,14,11,5,22,20,3,36,2164,757,172,229,58,49,40,125,49,0,38,1518,3,0,0,0,0,0,0,0,0,0,3,2624,294,305,73,56,44,144,67,5,73,3684,4,0,0,0,0,0,0,0,0,3,8,5450,413,350,72,66,57,154,81,5,143,6782,1496,38,18,8,0,5,3,3,5,74,1642,626,32,19,0,0,3,10,4,0,12,707,398,56,57,8,17,9,29,9,0,17,601,4,0,0,0,0,0,0,0,0,0,6,1028,84,83,11,17,9,32,11,0,35,1314,6,0,0,0,0,0
CED328,10,20,11,9,4,5,1580,90,28,38,16,13,8,41,19,0,11,272,3,0,0,0,0,0,0,0,0,0,3,1330,234,103,30,20,24,54,33,7,13,1850,0,0,0,0,0,0,0,0,0,0,3,4551,661,227,39,33,34,71,37,11,50,5718,2659,98,54,8,5,6,4,0,9,21,2866,900,25,22,9,11,4,14,7,0,16,997,144,23,51,12,17,12,37,31,6,9,330,5,0,0,0,0,0,0,0,0,0,4,1048,49,65,18,24,13,52,37,3,17,1335,0,0,0,0,0,0,0,0,0,0,0,3717,147,121,25,29,21,55,38,11,40,4200,1508,51,25,9,3,0,9,0,0,42,1650,393,13,5,0,3,0,13,0,3,17,452,83,18,13,3,3,3,13,8,0,3,149,4,0,0,0,0,0,0,0,0,0,3,476,29,21,3,10,3,22,7,3,24,609,0,0,0,0,0,0
CED329,3,6,3,6,0,16,485,20,7,7,0,3,0,3,4,0,0,45,6,0,0,0,0,0,0,0,0,0,5,392,71,26,9,3,9,11,5,0,16,539,0,0,0,0,0,0,0,0,0,11,12,3837,419,136,25,20,30,27,18,6,144,4656,4190,173,92,19,11,10,15,16,0,138,4675,374,24,12,0,0,0,0,3,0,8,432,16,9,6,0,0,3,0,0,0,5,31,6,0,0,0,0,0,0,0,0,0,6,395,30,17,0,5,4,0,3,0,12,475,7,0,0,0,0,0,0,0,0,4,9,4585,201,113,21,15,21,15,24,3,162,5160,2419,83,38,8,3,12,8,4,0,130,2697,276,3,3,0,0,3,3,0,0,10,294,27,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,5,8,303,7,3,0,0,3,0,0,0,10,327,5,0,0,0,0,0
CED330,6,6,15,0,0,16,912,99,12,22,7,9,0,10,9,0,11,177,0,0,0,0,0,0,0,0,0,3,3,781,129,77,8,16,5,32,11,0,31,1088,0,0,0,0,0,0,0,0,0,24,25,4940,533,210,22,27,25,37,14,9,195,6018,3456,116,72,10,7,15,12,8,4,97,3796,526,24,16,0,3,5,3,3,0,8,594,96,17,12,0,0,0,0,11,0,3,153,6,0,0,0,0,0,0,0,0,0,4,630,44,25,6,5,5,8,12,0,15,748,3,0,0,0,0,0,0,0,0,0,10,4090,161,98,16,18,19,20,18,9,113,4560,1790,67,21,10,8,6,4,0,0,62,1974,243,4,0,0,0,4,0,0,0,0,256,71,4,0,3,0,0,3,0,0,3,99,0,0,0,0,0,0,0,0,0,0,0,321,12,9,3,4,4,3,0,0,4,354,10,0,0,0,0,0
CED394,0,0,3,4,0,4,42,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,5,3,0,0,0,3,4,0,4,44,0,0,0,0,0,0,0,0,0,18,18,364,34,13,5,0,0,10,4,4,33,472,371,12,5,0,0,0,0,0,4,14,418,33,0,0,0,0,0,0,0,0,3,36,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,14,13,412,17,5,0,0,0,0,0,4,36,480,105,0,0,0,0,0,0,0,0,0,109,9,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
CED397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,16,7,20,19,6,40,2384,751,189,234,50,41,50,125,72,3,47,1560,8,0,0,0,0,0,0,0,0,0,5,2701,417,329,58,56,54,148,95,9,86,3952,7,0,0,0,0,0,0,0,0,11,21,5535,551,377,69,64,58,160,103,17,147,7075,3019,31,14,0,0,0,5,6,0,65,3146,1954,34,40,12,0,13,20,20,0,48,2137,880,102,150,21,25,26,87,53,3,29,1379,5,0,0,0,0,0,0,0,0,0,10,2839,132,187,35,24,36,111,73,3,83,3531,6,0,0,0,0,0,0,0,0,0,10,5868,165,205,30,28,39,117,78,3,152,6689,1506,18,9,0,0,0,3,0,0,50,1581,1439,3,6,0,0,3,8,4,4,41,1514,927,43,24,6,3,6,18,3,0,37,1067,13,0,0,0,0,0,0,0,0,0,13,2382,49,29,10,6,12,24,11,4,75,2596,8,0,0,0,0,0
CED402,9,6,7,0,0,12,414,46,36,45,3,7,5,26,6,0,7,181,0,0,0,0,0,0,0,0,0,0,5,328,101,77,12,11,13,30,7,0,20,601,4,0,0,0,0,0,0,0,0,27,36,2849,234,125,18,16,19,43,19,0,161,3494,2738,37,16,0,9,3,5,0,0,111,2925,334,4,9,6,0,0,3,3,0,13,383,72,7,16,6,0,0,8,9,0,5,123,4,0,0,0,0,0,0,0,0,3,8,408,15,29,10,4,0,11,10,0,23,516,0,0,0,0,0,0,0,0,0,22,22,3151,51,43,11,6,8,14,17,0,161,3469,1630,15,8,0,0,0,0,0,0,86,1744,328,4,0,0,0,0,3,0,0,18,357,88,3,0,3,0,0,5,4,0,16,116,12,0,0,0,0,0,0,0,0,3,8,430,7,3,3,0,0,3,4,0,32,484,11,0,0,0,0,0
CED403,8,10,11,13,3,24,1518,158,80,81,25,16,16,74,33,0,5,494,5,0,3,0,0,0,0,0,0,0,7,1343,272,155,36,22,25,83,47,5,25,2014,8,0,0,0,0,0,0,0,0,0,9,4588,608,228,51,37,31,94,62,5,95,5786,3622,74,33,8,7,4,20,4,3,69,3846,1114,36,17,3,0,8,22,13,0,25,1246,207,60,66,18,14,13,62,20,0,19,477,4,0,0,0,0,0,0,0,0,0,9,1328,96,86,20,19,18,83,32,0,47,1729,5,0,0,0,0,0,0,0,0,0,5,4956,172,121,31,27,23,103,38,4,113,5579,2404,33,18,3,4,3,11,4,0,75,2556,925,13,8,3,0,0,4,3,0,24,975,281,23,13,11,0,7,11,3,0,15,366,6,0,0,0,0,0,0,0,0,0,9,1217,41,24,14,0,7,18,7,0,39,1349,5,0,0,0,0,0
CED404,0,4,5,3,3,13,367,12,3,11,0,4,0,7,7,0,3,49,4,0,0,0,0,0,0,0,0,0,4,277,54,46,0,5,4,11,11,3,15,426,0,0,0,0,0,0,0,0,0,13,17,3339,153,98,11,13,8,17,13,4,168,3822,3052,22,16,3,0,0,0,0,0,133,3240,319,19,10,3,0,0,5,3,0,16,384,39,0,0,0,0,0,0,3,0,0,49,5,0,0,0,0,0,0,0,0,0,4,362,23,11,7,0,0,3,10,0,16,430,7,0,0,0,0,0,0,0,0,4,10,3428,46,28,7,0,0,8,9,0,151,3680,1878,9,0,0,0,0,0,4,0,99,1988,289,3,0,0,0,0,3,0,0,26,322,59,0,0,0,0,0,0,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,353,3,0,0,0,0,3,0,0,27,394,11,0,0,0,0,0
CED405,5,8,11,8,0,56,2176,516,91,89,16,12,15,51,33,0,41,861,4,0,0,0,0,0,0,0,0,0,6,2325,281,164,25,19,21,64,48,0,97,3041,8,0,0,0,0,0,0,0,0,0,7,5384,553,234,34,24,27,75,48,8,153,6537,3268,38,32,8,0,7,3,3,3,76,3444,1983,42,28,0,0,0,11,9,0,35,2121,615,49,77,17,8,20,47,14,0,22,872,11,0,0,0,0,0,0,0,0,0,11,2612,96,104,17,6,26,64,21,0,59,3006,7,0,0,0,0,0,0,0,0,6,9,5884,139,139,28,13,29,69,22,3,137,6458,1859,13,12,4,3,0,4,0,0,79,1976,1655,7,5,0,0,0,7,0,0,49,1721,780,22,17,0,0,0,11,5,0,40,875,18,0,0,0,0,0,0,0,0,0,22,2448,30,19,5,3,3,8,6,0,93,2619,16,0,0,0,0,0
CED406,6,5,7,0,0,19,1161,82,42,38,14,3,0,17,13,0,7,211,3,0,0,0,0,0,0,0,0,0,5,991,204,86,18,13,6,26,13,0,23,1382,7,0,0,0,0,0,0,0,0,3,8,5857,806,185,28,23,10,37,18,6,115,7081,4704,100,59,12,8,13,10,6,0,115,5027,897,25,16,0,6,0,12,8,0,14,982,117,20,35,0,10,7,15,6,0,11,218,0,0,0,0,0,0,0,0,0,0,0,1022,42,50,3,17,10,22,17,0,25,1205,5,0,0,0,0,0,0,0,0,7,16,5731,145,106,16,21,21,32,23,3,147,6250,3066,68,27,9,4,3,3,3,0,105,3289,515,5,10,0,0,0,5,3,0,13,548,89,14,20,3,3,0,3,4,0,4,148,3,0,0,0,0,0,0,0,0,0,8,606,21,29,11,3,3,6,6,0,15,703,7,0,0,0,0,0
CED407,9,10,7,5,4,26,1964,497,164,152,27,24,18,74,31,3,24,1020,4,0,0,0,0,0,0,0,0,0,9,2082,408,230,39,33,29,79,39,4,49,2991,4,0,0,0,0,0,0,0,0,13,16,6709,632,283,36,33,36,86,39,8,129,7986,4443,37,23,3,9,0,4,4,0,81,4593,1422,33,23,11,0,8,21,19,0,22,1551,521,61,103,28,19,20,58,33,0,19,868,3,0,0,0,0,0,0,0,0,0,3,1943,96,129,39,26,20,83,47,5,40,2422,8,0,0,0,0,0,0,0,0,10,19,6392,134,150,41,31,24,84,51,5,128,7037,3239,19,14,0,0,0,6,0,0,114,3400,821,10,10,0,0,5,0,0,0,29,873,345,34,33,0,4,3,17,0,0,16,455,10,0,0,0,0,0,0,0,0,0,10,1177,48,38,0,4,3,18,7,0,45,1339,14,0,0,0,0,0
CED408,0,3,8,3,0,13,538,16,9,7,0,3,5,11,4,0,3,61,0,0,0,0,0,0,0,0,0,0,0,418,89,40,8,3,4,18,3,5,15,595,3,0,0,0,0,0,0,0,0,3,4,5154,555,140,14,4,10,21,9,6,174,6085,5469,107,55,12,0,6,11,9,0,210,5888,491,11,5,0,3,3,0,0,0,9,530,25,0,9,0,0,0,8,0,0,0,54,3,0,0,0,0,0,0,0,0,0,4,525,13,13,3,4,11,9,4,0,9,584,4,0,0,0,0,0,0,0,0,0,7,5994,120,73,12,8,13,28,13,0,219,6485,3464,77,48,7,0,8,17,8,0,119,3753,312,0,4,0,0,0,0,0,0,5,324,29,0,0,0,0,3,5,0,0,5,36,4,0,0,0,0,0,0,0,0,0,3,341,0,0,0,0,3,5,0,0,11,362,16,0,0,3,0,0
CED409,6,4,11,5,0,32,1372,576,202,239,34,27,28,60,35,7,28,1234,8,0,3,0,0,0,0,0,0,0,11,1627,400,304,42,35,31,64,36,7,59,2616,12,0,0,0,0,0,0,0,0,9,21,6434,553,347,44,40,33,73,40,6,203,7780,4136,34,22,0,3,0,4,0,0,122,4326,878,38,12,0,9,3,3,4,0,30,978,490,104,113,30,16,11,29,8,3,8,821,11,0,0,0,0,0,0,0,0,3,15,1379,144,128,26,22,14,35,13,4,47,1811,10,0,0,0,0,0,0,0,0,4,14,5520,180,149,25,30,14,36,13,4,170,6150,2780,16,4,0,0,0,0,0,0,109,2910,504,6,6,0,0,0,0,0,0,35,545,291,34,37,8,8,6,10,3,0,14,405,3,0,0,0,0,0,0,0,0,0,4,802,34,40,7,13,6,10,6,0,48,961,17,0,0,0,0,0
CED410,16,14,17,24,5,32,2587,232,152,147,37,33,22,126,63,5,23,834,3,0,0,0,0,0,0,0,0,0,6,2275,468,258,55,48,34,140,84,6,57,3427,3,0,0,0,0,0,0,0,0,6,12,5357,677,342,58,56,40,149,91,9,110,6894,3778,45,34,0,5,7,5,11,0,51,3939,2544,42,35,5,15,0,42,18,0,41,2739,384,119,216,47,17,47,125,36,3,21,1017,8,0,0,0,0,0,0,0,0,0,8,2942,160,250,50,32,51,170,53,3,62,3769,10,0,0,0,0,0,0,0,0,0,8,6726,199,276,52,33,53,178,63,3,120,7719,2463,25,9,0,0,7,4,0,0,85,2596,2246,27,9,4,0,0,10,4,0,50,2354,671,34,37,10,8,9,31,10,0,36,844,7,0,0,0,0,0,0,0,0,4,12,2927,58,46,12,8,14,40,10,0,88,3211,12,0,0,0,0,0
CED494,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,3,3,71,3,0,0,0,0,3,0,6,9,95,56,4,0,0,3,0,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,69,3,0,0,3,0,0,0,0,0,81,11,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,6,16,24,3,0,20,1295,83,34,44,4,16,7,44,21,0,6,261,0,0,0,0,0,0,0,0,0,0,7,798,395,177,16,22,28,71,26,0,26,1558,8,0,0,0,0,0,0,0,0,18,27,7050,1461,603,35,43,40,90,38,4,161,9526,4611,233,184,7,18,28,36,14,5,88,5226,567,44,30,11,5,7,18,13,0,17,707,99,6,29,13,4,5,23,17,0,6,204,0,0,0,0,0,0,0,0,0,0,3,671,52,60,17,6,15,40,26,0,21,909,9,0,0,0,0,0,0,0,0,12,25,5286,284,244,29,29,40,77,42,9,117,6160,3171,109,58,5,4,7,15,6,0,94,3465,321,14,11,3,0,0,4,0,0,6,370,60,10,9,0,0,3,11,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,394,23,18,3,5,3,13,0,0,15,474,7,0,0,0,0,0
