CED_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
CED236,11362,6607,6226,5593,5937,5373,3529,1459,368,46451,1646,1384,1510,1528,2059,2706,3062,1671,506,16065,124,192,254,363,591,1029,1429,1031,333,5351,3,17,49,82,238,593,975,967,362,3284,1773,1595,1813,1975,2886,4324,5471,3675,1203,24705,1603,1032,1012,933,1055,1070,868,569,214,8354,14731,9228,9049,8498,9868,10768,9871,5707,1784,79509,10990,5508,5897,5481,5542,5243,3520,1417,441,44045,1231,1585,1932,1892,2309,2801,2917,1921,777,17368,88,323,532,574,921,1263,1546,1058,562,6863,11,37,90,175,417,806,1090,907,557,4078,1330,1944,2552,2645,3650,4872,5547,3889,1899,28312,1447,822,867,897,891,954,835,585,352,7643,13760,8270,9310,9023,10082,11072,9904,5888,2694,80000,22348,12110,12124,11076,11475,10618,7049,2875,815,90489,2878,2964,3439,3426,4368,5504,5979,3594,1288,33438,206,517,780,943,1511,2290,2977,2098,897,12214,11,51,139,255,656,1395,2060,1877,920,7367,3095,3531,4359,4618,6534,9196,11016,7561,3101,53019,3044,1853,1876,1824,1943,2029,1708,1157,567,16001
CED237,14673,8667,10549,10295,6992,4905,2628,975,225,59912,1338,1313,1526,1844,1909,2173,1983,1022,312,13420,63,108,214,239,465,709,884,618,234,3540,0,7,32,59,161,363,538,522,235,1923,1402,1428,1769,2150,2535,3247,3407,2159,781,18877,1234,855,959,855,780,585,396,286,153,6109,17307,10953,13284,13294,10304,8739,6427,3422,1160,84897,14060,7631,9968,9749,6924,4950,2653,1017,269,57222,839,1408,1886,1996,2099,2494,2283,1210,428,14641,41,205,398,465,643,957,1112,795,333,4955,0,19,44,109,218,476,711,628,429,2635,875,1631,2330,2569,2961,3933,4110,2630,1190,22229,1208,706,863,814,719,607,442,384,304,6048,16143,9970,13158,13132,10603,9501,7206,4030,1762,85498,28728,16300,20514,20043,13913,9859,5278,1990,499,117138,2170,2724,3417,3837,4009,4666,4266,2230,739,28062,107,314,609,702,1107,1666,1999,1413,568,8490,0,23,69,167,381,846,1250,1151,666,4555,2275,3063,4100,4712,5494,7182,7515,4790,1970,41109,2440,1566,1827,1662,1501,1197,841,667,459,12153
CED238,10502,5926,5913,5366,5884,5901,4159,1571,396,45622,1388,1221,1351,1455,1930,2741,3211,1666,507,15465,88,154,208,278,501,1003,1461,951,312,4965,3,13,28,59,188,482,828,689,303,2599,1479,1385,1591,1796,2629,4227,5501,3298,1116,23024,1328,889,972,1053,1166,1069,992,538,192,8202,13308,8199,8478,8215,9679,11192,10653,5409,1708,76844,10194,4972,5308,5306,5852,5958,4198,1712,576,44076,985,1499,1821,1842,2238,2968,3148,1911,908,17328,57,287,431,517,782,1174,1382,1025,539,6191,5,15,82,152,320,728,896,731,491,3418,1046,1805,2334,2511,3338,4864,5428,3674,1933,26935,1156,710,634,740,825,885,864,542,336,6695,12406,7483,8280,8556,10016,11711,10494,5927,2849,77714,20700,10895,11224,10671,11737,11857,8355,3283,970,89693,2373,2721,3172,3294,4174,5708,6364,3576,1410,32789,146,436,640,795,1284,2183,2846,1974,846,11153,5,24,109,221,508,1205,1727,1424,794,6016,2527,3185,3921,4312,5969,9093,10933,6974,3055,49964,2487,1600,1609,1791,1997,1955,1856,1073,529,14900
CED239,10502,7032,12411,9469,6329,4010,1825,840,350,52776,1024,1325,2786,2357,1819,1809,1427,932,489,13967,53,140,463,391,401,532,624,533,348,3490,0,7,26,58,117,278,351,425,373,1639,1085,1476,3275,2805,2334,2618,2408,1891,1208,19096,829,675,1142,867,705,472,286,226,146,5343,12418,9182,16831,13140,9371,7099,4524,2957,1711,77216,10459,6207,11420,8889,6225,4006,2101,1041,454,50795,727,1892,4005,2778,2021,1997,1664,1382,817,17277,30,331,841,564,581,724,766,806,663,5311,0,9,60,100,184,360,463,618,608,2400,756,2240,4907,3442,2781,3083,2894,2808,2086,24986,853,598,1119,783,626,475,347,283,240,5311,12073,9042,17440,13111,9634,7560,5333,4127,2776,81096,20967,13245,23831,18353,12558,8013,3921,1881,803,103572,1756,3216,6785,5130,3842,3806,3094,2312,1306,31246,81,475,1305,955,979,1260,1395,1342,1008,8798,0,18,86,157,299,636,813,1042,974,4032,1838,3710,8175,6244,5118,5702,5298,4693,3296,44079,1683,1273,2260,1652,1329,945,633,508,386,10663
CED294,273,237,381,275,225,184,109,24,0,1707,56,96,127,147,137,98,73,24,0,755,7,14,28,48,48,44,53,18,0,260,0,7,10,12,39,36,25,3,4,138,58,118,167,203,228,174,153,43,4,1152,263,221,392,530,468,284,133,19,8,2314,594,575,939,1008,912,644,392,90,15,5170,258,206,345,176,105,153,66,13,3,1322,44,121,161,128,88,80,47,16,9,696,6,39,40,48,68,34,20,12,3,264,0,8,21,27,38,46,23,9,0,164,48,165,223,204,190,155,91,40,10,1124,235,183,312,354,183,122,67,9,6,1475,549,556,878,730,479,429,224,58,19,3915,535,449,725,446,326,333,176,41,10,3028,100,209,293,272,223,178,121,42,7,1453,10,59,71,99,114,75,74,23,4,520,0,10,25,37,80,78,52,15,5,303,109,278,386,408,411,335,242,85,14,2271,501,403,707,880,652,410,198,23,9,3785
CED297,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0,25,0,0,6,16,3,10,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,0,0,0,29
CED301,16845,8625,8877,8136,6452,4594,2458,881,197,57068,2491,2026,2407,2456,2551,2771,2250,1131,270,18358,244,355,490,587,822,1211,1256,748,204,5901,13,39,92,182,345,778,1043,724,207,3418,2742,2415,2985,3221,3719,4764,4549,2601,685,27683,2019,1367,1612,1380,1107,836,530,290,112,9247,21599,12406,13473,12739,11277,10192,7534,3769,991,93989,16286,7614,8609,7582,6189,4395,2540,910,251,54384,1984,2661,3487,2974,2940,2956,2324,1363,445,21131,183,606,996,1027,1215,1420,1376,828,319,7973,12,64,175,354,720,1082,1130,761,326,4625,2181,3337,4654,4346,4875,5462,4829,2954,1086,33728,1867,1140,1074,1014,902,711,513,400,226,7847,20330,12088,14344,12944,11972,10573,7885,4265,1565,95955,33131,16239,17491,15725,12641,8993,4997,1797,443,111452,4471,4687,5894,5423,5493,5734,4574,2491,715,39484,422,958,1485,1617,2041,2631,2628,1575,519,13879,22,102,265,529,1067,1860,2172,1486,532,8046,4923,5745,7640,7570,8595,10224,9377,5557,1771,61403,3878,2506,2686,2392,2012,1553,1051,684,335,17091
CED302,13948,8151,7497,8796,7692,4986,2634,1071,254,55029,1256,1388,1473,1842,2163,2179,2018,1133,335,13803,83,166,217,299,447,762,884,712,266,3841,0,10,27,59,159,319,573,529,250,1926,1342,1569,1719,2200,2776,3265,3477,2375,860,19570,881,695,627,687,702,519,352,216,137,4822,16175,10417,9841,11680,11171,8766,6468,3659,1254,79425,13689,7015,7413,9252,7711,5243,3023,1241,384,54980,926,1789,1917,2269,2515,2400,2323,1422,640,16209,69,275,397,540,716,873,997,843,458,5171,5,22,54,104,228,424,600,666,391,2488,1001,2092,2370,2910,3461,3702,3918,2929,1482,23868,819,562,570,631,612,497,359,289,272,4614,15512,9668,10352,12793,11785,9443,7302,4463,2137,83459,27636,15170,14904,18047,15405,10231,5661,2310,641,110009,2183,3181,3397,4109,4680,4587,4345,2556,976,30012,152,442,612,836,1162,1642,1881,1551,730,9011,9,31,78,160,392,741,1170,1193,639,4415,2349,3651,4088,5105,6231,6963,7397,5307,2346,43435,1701,1261,1198,1322,1321,1015,709,511,412,9436
CED303,12010,7404,5626,6576,6653,5657,3487,1336,289,49042,1495,1382,1394,1797,2216,2705,2868,1592,452,15897,111,161,189,322,510,908,1348,931,335,4814,4,10,23,63,199,458,894,802,284,2725,1612,1556,1604,2182,2918,4073,5107,3324,1073,23444,1071,710,565,578,755,690,491,263,118,5243,14689,9666,7799,9328,10332,10419,9086,4929,1478,77727,11575,6045,5375,6661,6929,5851,3868,1487,385,48173,1130,1688,1899,2290,2647,3042,3081,1850,719,18340,88,277,449,584,829,1236,1510,1055,509,6538,0,19,63,116,353,666,991,823,529,3560,1215,1982,2412,2986,3829,4936,5582,3734,1761,28436,897,591,500,568,688,643,517,306,169,4884,13685,8623,8289,10219,11445,11433,9969,5521,2316,81498,23584,13451,10996,13236,13582,11509,7356,2820,681,97217,2625,3069,3292,4089,4861,5745,5945,3443,1170,34238,198,439,638,903,1336,2142,2856,1986,850,11347,7,27,84,176,546,1120,1889,1623,810,6291,2827,3532,4022,5169,6750,9011,10691,7057,2830,51881,1972,1303,1065,1142,1450,1337,1004,569,286,10129
CED304,10210,10239,16017,10645,8088,5203,2515,817,189,63921,704,1939,3151,2426,2238,2101,1649,835,250,15289,30,199,488,404,475,596,687,488,156,3520,3,11,50,101,163,271,335,335,120,1390,736,2155,3692,2926,2876,2967,2669,1648,522,20194,695,901,1786,1157,965,698,403,206,90,6898,11644,13288,21493,14725,11928,8867,5594,2679,805,91020,10291,10128,14989,9795,7836,5060,2687,940,351,62083,584,3137,4113,2473,2337,2101,1673,1032,455,17901,28,507,758,493,570,643,637,497,281,4423,5,44,84,95,201,262,352,344,211,1591,613,3683,4947,3063,3108,3005,2664,1878,949,23915,606,1048,1540,948,718,594,389,234,159,6235,11514,14857,21481,13807,11663,8659,5743,3051,1462,92237,20494,20364,31001,20436,15931,10263,5203,1763,540,126003,1286,5078,7261,4898,4569,4206,3327,1870,701,33189,58,711,1251,899,1045,1237,1324,982,437,7944,4,53,130,197,362,535,686,677,337,2984,1353,5842,8641,5993,5978,5971,5336,3525,1476,44115,1304,1946,3333,2096,1683,1289,790,436,245,13136
CED305,12990,6946,7008,6687,6044,5050,2718,922,212,48579,1570,1257,1389,1614,1932,2479,2215,1105,312,13858,95,159,236,290,491,909,1090,740,227,4237,4,14,29,81,189,478,822,607,238,2469,1669,1430,1654,1985,2605,3864,4126,2449,781,20565,1717,1557,2388,2119,2015,1589,797,323,129,12636,16376,9930,11057,10791,10665,10509,7647,3692,1125,81784,12358,5960,6762,6273,5643,4732,2471,995,295,45497,1173,1708,1993,2029,2121,2508,2164,1257,520,15464,88,306,447,624,782,1093,1089,786,356,5572,7,19,85,180,371,694,752,680,334,3131,1271,2032,2528,2834,3270,4289,4002,2726,1208,24171,1615,1132,1243,1119,1105,1007,584,371,174,8351,15239,9125,10538,10230,10017,10028,7059,4095,1671,78011,25347,12898,13777,12959,11688,9786,5191,1918,506,94076,2744,2962,3380,3643,4048,4982,4373,2358,836,29319,183,467,688,915,1276,2001,2177,1522,581,9814,16,38,116,259,561,1173,1582,1286,573,5598,2944,3467,4185,4821,5885,8152,8130,5171,1993,44736,3328,2693,3630,3239,3119,2603,1380,691,299,20986
CED306,12499,7292,7299,6863,6614,5560,3071,1088,229,50507,1326,1197,1345,1528,1989,2600,2437,1197,313,13926,70,105,202,257,508,916,1088,669,211,4036,9,15,29,62,189,428,714,613,227,2281,1403,1314,1580,1845,2689,3947,4233,2479,743,20239,1607,1344,1888,1793,1744,1494,809,431,140,11238,15509,9945,10768,10502,11038,11001,8111,3993,1116,81985,11801,6413,7081,6766,6394,5208,2957,1094,318,48030,1008,1588,1862,1980,2220,2597,2308,1321,552,15440,48,291,392,462,754,1073,1051,760,374,5202,0,20,57,128,316,593,715,612,350,2790,1058,1896,2315,2570,3293,4260,4073,2692,1271,23435,1580,1161,1342,1161,1158,1018,601,415,192,8636,14438,9470,10736,10492,10844,10487,7634,4206,1790,80096,24300,13710,14381,13630,12998,10768,6029,2175,550,98537,2339,2779,3210,3512,4207,5203,4741,2521,859,29362,123,397,593,714,1263,1987,2138,1433,579,9238,6,29,92,184,505,1018,1433,1222,574,5069,2469,3208,3892,4412,5977,8209,8307,5176,2021,43674,3184,2497,3233,2950,2906,2513,1411,847,336,19875
CED307,14027,7869,6628,7274,7392,4969,2571,913,140,51794,1648,1695,1663,2178,2433,2438,2153,1078,219,15497,117,183,340,441,623,863,1067,672,163,4469,0,14,37,106,194,395,688,521,162,2114,1769,1886,2038,2723,3252,3687,3901,2280,544,22078,1099,715,682,657,774,512,349,161,75,5025,16896,10475,9354,10656,11415,9173,6831,3352,759,78905,13131,6558,6118,7456,7211,4933,2776,1002,231,49417,1234,2143,2348,2693,2880,2736,2423,1175,372,18008,103,368,532,669,907,1042,1131,698,262,5707,7,27,75,162,352,527,772,580,276,2782,1350,2540,2956,3530,4138,4307,4328,2450,911,26497,1019,607,569,636,681,470,389,234,148,4751,15498,9703,9642,11618,12030,9712,7489,3688,1294,80662,27158,14430,12749,14730,14603,9898,5351,1915,374,101216,2885,3834,4011,4867,5311,5172,4572,2252,592,33504,219,554,872,1112,1531,1899,2195,1371,428,10177,5,37,112,272,545,922,1462,1104,438,4901,3115,4423,4991,6249,7388,7998,8236,4733,1456,48578,2118,1326,1253,1287,1452,987,739,391,227,9778
CED308,14918,8962,9098,8721,7981,5967,3594,1578,326,61156,1838,1607,1872,2004,2356,2717,2805,1758,415,17378,138,176,267,361,583,865,1280,965,258,4886,3,16,38,88,194,427,831,839,296,2734,1981,1805,2176,2450,3136,4015,4919,3559,964,24998,1721,1141,1210,1109,1171,803,621,377,110,8260,18615,11905,12486,12278,12294,10781,9132,5513,1404,94416,14482,8058,9084,9000,8408,6308,4211,1673,424,61646,1370,2145,2557,2460,2912,3050,3258,1962,668,20391,100,357,560,598,877,1169,1493,1044,424,6614,6,26,53,162,309,546,908,838,451,3307,1479,2532,3170,3221,4102,4762,5656,3840,1554,30316,1630,1099,1187,1081,1087,883,697,395,190,8247,17586,11686,13435,13300,13598,11953,10567,5907,2167,100202,29399,17021,18186,17719,16391,12273,7809,3248,754,122804,3210,3756,4430,4461,5272,5766,6058,3717,1088,37763,231,531,820,955,1465,2036,2771,2009,682,11502,10,36,93,247,510,972,1743,1679,749,6046,3451,4332,5345,5668,7242,8778,10574,7403,2518,55309,3349,2239,2400,2184,2264,1686,1314,769,297,16505
CED309,12573,6619,6358,7136,7252,5786,4127,1497,328,51670,1368,1228,1316,1662,2124,2628,2916,1765,511,15513,75,123,197,323,476,849,1319,1027,387,4782,0,9,32,80,163,447,738,742,337,2548,1452,1364,1548,2070,2764,3927,4968,3527,1234,22840,1276,829,788,1038,1048,787,664,385,203,7019,15295,8808,8691,10244,11063,10503,9755,5407,1766,81533,12184,6153,6575,7497,7679,6594,4439,1801,408,53331,1027,1664,1777,2242,2550,3043,3317,2004,738,18360,75,237,346,534,762,1108,1414,1101,569,6151,4,19,49,126,263,556,765,774,548,3109,1105,1922,2176,2902,3576,4704,5498,3884,1859,27621,1214,749,791,873,908,888,691,469,390,6975,14504,8830,9547,11275,12160,12182,10623,6158,2657,87937,24754,12771,12930,14633,14927,12378,8563,3301,737,105000,2397,2888,3094,3908,4673,5672,6230,3768,1247,33875,153,357,549,862,1238,1954,2731,2125,960,10940,11,28,81,207,425,1008,1503,1516,886,5655,2558,3281,3723,4965,6335,8633,10467,7407,3094,50469,2490,1586,1580,1908,1960,1674,1356,855,592,13998
CED310,12337,7258,6779,6828,7019,5691,3948,1645,433,51937,1419,1384,1409,1722,1975,2507,2928,1951,578,15878,108,148,190,290,514,887,1335,1087,385,4935,3,14,24,56,177,424,766,855,368,2694,1526,1545,1621,2070,2658,3823,5036,3894,1333,23505,1332,920,895,902,1049,886,654,404,190,7222,15195,9726,9292,9797,10726,10397,9632,5937,1954,82661,12020,6827,6852,7336,7385,6352,4470,1859,482,53588,1087,1846,2078,2133,2450,2997,3401,2241,839,19069,82,316,410,548,831,1138,1524,1217,602,6660,4,21,57,145,307,606,881,850,494,3363,1173,2185,2535,2824,3584,4737,5802,4312,1933,29088,1152,881,831,833,865,861,706,456,256,6846,14353,9889,10218,10997,11840,11950,10980,6629,2670,89519,24361,14086,13625,14166,14404,12041,8419,3502,919,105528,2505,3234,3480,3861,4423,5498,6330,4193,1419,34943,187,467,599,839,1345,2026,2857,2304,987,11595,8,35,80,197,482,1032,1653,1708,862,6057,2705,3729,4161,4893,6252,8560,10837,8200,3263,52590,2482,1804,1721,1733,1917,1743,1364,858,442,14066
CED311,13085,6626,6474,6568,6383,5474,3047,1045,206,48907,1569,1225,1337,1559,2037,2806,2450,1094,239,14315,113,151,244,310,580,1060,1237,674,163,4537,8,16,38,91,246,621,859,593,172,2642,1689,1394,1617,1965,2858,4483,4552,2359,572,21494,1953,1224,1314,1459,1525,1500,938,494,109,10520,16728,9241,9404,9989,10772,11457,8534,3902,894,80918,12987,5700,6175,6381,5769,4888,2525,944,191,45562,1230,1535,2036,1941,2329,2600,2182,1099,299,15250,77,319,476,576,868,1213,1127,648,248,5555,6,29,67,183,411,772,771,514,216,2980,1310,1884,2578,2699,3620,4581,4080,2259,769,23784,1832,986,1049,1079,1110,1018,754,409,186,8419,16126,8578,9803,10161,10489,10491,7355,3610,1144,77766,26070,12326,12646,12946,12147,10364,5568,1989,398,94467,2803,2763,3369,3499,4367,5401,4633,2191,536,29568,191,467,721,886,1450,2270,2364,1325,413,10088,12,48,103,278,657,1395,1634,1101,390,5624,3002,3279,4195,4664,6475,9069,8631,4621,1344,45280,3781,2208,2367,2537,2631,2515,1692,902,296,18934
CED312,16725,9331,9802,8700,7031,4767,2545,911,176,59997,2336,1878,2240,2364,2532,2461,2262,1161,291,17520,177,255,392,471,705,928,1208,790,223,5149,8,37,53,114,257,563,872,749,234,2885,2515,2164,2679,2948,3498,3954,4343,2704,747,25558,2270,1329,1375,1263,1107,774,507,276,96,9002,21511,12828,13860,12912,11630,9498,7399,3893,1019,94551,16788,8239,9379,8476,6791,4811,2835,974,243,58552,1792,2470,3069,2894,2916,2726,2546,1368,441,20222,171,532,779,836,1093,1192,1364,872,358,7198,4,48,127,224,535,824,1068,853,317,3992,1963,3050,3967,3953,4543,4748,4978,3094,1115,31417,2097,1311,1341,1196,1013,748,513,375,223,8824,20853,12602,14690,13628,12348,10311,8328,4451,1580,98792,33517,17573,19181,17176,13822,9584,5376,1887,424,118545,4122,4346,5305,5259,5456,5184,4809,2530,733,37745,342,786,1171,1306,1798,2127,2570,1664,583,12345,10,78,181,338,795,1388,1945,1604,549,6884,4482,5218,6653,6902,8037,8700,9327,5796,1859,56973,4364,2641,2716,2463,2118,1527,1019,656,313,17822
CED313,11826,9848,13655,10259,7787,4815,2221,782,201,61394,943,1783,2615,2317,2234,1990,1521,780,305,14481,46,196,361,332,454,576,667,397,159,3188,5,14,35,71,137,251,351,285,176,1321,994,1995,3009,2722,2829,2818,2534,1459,634,18997,817,935,1459,1005,839,640,401,216,100,6418,13643,12777,18115,13981,11453,8280,5163,2460,941,86810,11362,9579,13092,10113,7942,4894,2389,940,310,60619,676,2821,3565,2675,2444,2099,1655,960,475,17380,34,444,710,572,592,703,757,508,334,4666,0,30,85,99,172,313,374,350,260,1691,713,3296,4360,3348,3214,3115,2795,1822,1078,23731,815,1081,1334,924,802,592,404,251,232,6426,12890,13955,18785,14378,11958,8597,5588,3008,1617,90780,23188,19424,26750,20368,15732,9708,4612,1718,512,122015,1620,4608,6178,4993,4680,4089,3174,1737,778,31855,79,649,1068,905,1043,1280,1429,910,496,7858,5,47,120,174,316,564,726,630,437,3013,1708,5293,7368,6064,6039,5935,5328,3279,1711,42727,1633,2008,2787,1929,1640,1231,805,467,338,12843
CED314,12991,7707,7178,6219,5509,4360,2776,1157,313,48220,1813,1646,1654,1736,2038,2340,2309,1388,453,15390,140,240,312,346,568,858,1168,881,283,4797,4,20,53,108,217,487,811,765,294,2756,1957,1909,2019,2187,2825,3685,4287,3029,1031,22937,1293,929,891,793,833,740,550,334,146,6510,16245,10552,10089,9200,9171,8788,7614,4523,1488,77671,12904,6861,6896,6282,5741,4606,3149,1402,469,48304,1431,2071,2319,2167,2393,2580,2646,1762,763,18134,111,432,608,635,870,1156,1312,1111,557,6791,12,37,110,198,416,747,933,839,514,3801,1549,2539,3036,3002,3674,4491,4883,3705,1838,28716,1235,868,761,716,705,681,588,404,208,6179,15682,10267,10696,10000,10120,9780,8625,5513,2520,83197,25889,14567,14074,12497,11251,8967,5929,2560,781,96525,3243,3714,3981,3904,4430,4919,4955,3146,1221,33516,249,675,918,981,1438,2017,2475,1993,843,11584,11,54,162,299,630,1231,1744,1598,811,6553,3505,4449,5057,5188,6500,8172,9174,6739,2873,51652,2526,1800,1654,1513,1535,1427,1143,736,354,12687
CED315,13309,8726,8328,6616,5894,4425,2319,769,154,50539,1532,1487,1791,1862,2068,2378,2069,946,230,14357,112,180,305,385,632,918,1027,638,173,4369,6,8,50,97,235,522,774,566,169,2442,1650,1671,2144,2343,2939,3821,3871,2149,575,21168,1713,1875,1594,1377,1256,905,540,254,89,9602,16673,12277,12071,10340,10089,9148,6724,3167,815,81309,12671,8038,7699,6768,5886,4381,2462,904,257,49073,1188,2227,2515,2365,2500,2644,2130,1089,413,17066,62,360,596,670,867,1077,1058,753,286,5728,5,35,71,212,404,693,774,642,329,3165,1258,2622,3187,3243,3773,4408,3959,2477,1030,25957,1622,1164,1202,1054,969,764,490,300,148,7707,15549,11819,12089,11068,10631,9552,6913,3685,1439,82738,25983,16769,16027,13389,11780,8806,4785,1675,413,99610,2717,3710,4310,4224,4568,5021,4200,2033,640,31425,176,537,903,1065,1502,1988,2081,1386,462,10100,12,44,126,306,642,1216,1554,1209,503,5605,2904,4294,5332,5590,6710,8227,7830,4627,1607,47124,3333,3037,2797,2431,2227,1665,1032,550,236,17310
