region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED394,0,231,30,261,8,233,42,283,9,201,59,269,9,445,118,572,24,968,227,1219,34,718,216,968,51,729,204,984,126,1134,179,1439,72,759,100,931,26,150,25,201,8,13,3,24,367,5581,1203,7151,3,202,29,234,3,242,38,283,0,200,51,251,3,472,71,546,19,765,98,882,14,487,86,587,53,600,76,729,88,1023,95,1206,45,467,40,552,22,57,15,94,12,14,3,29,262,4529,602,5393,3,433,59,495,11,475,80,566,9,401,110,520,12,917,189,1118,43,1733,325,2101,48,1205,302,1555,104,1329,280,1713,214,2157,274,2645,117,1226,140,1483,48,207,40,295,20,27,6,53,629,10110,1805,12544
CED397,0,0,0,0,0,13,0,13,0,11,0,11,0,33,4,37,0,39,10,49,0,32,9,41,0,32,16,48,0,34,3,37,0,18,3,21,6,9,3,18,0,0,0,0,6,221,48,275,0,3,0,3,0,3,3,6,0,7,0,7,0,14,3,17,0,13,3,16,0,17,3,20,0,26,3,29,0,25,7,32,0,26,7,33,4,21,3,28,0,3,3,6,4,158,35,197,0,3,0,3,0,16,3,19,0,18,0,18,0,47,7,54,0,52,13,65,0,49,12,61,0,58,19,77,0,59,10,69,0,44,10,54,10,30,6,46,0,3,3,6,10,379,83,472
CED401,45,3694,290,4029,194,6647,392,7233,67,4144,272,4483,82,6860,614,7556,159,12207,1020,13386,272,9633,678,10583,379,8834,606,9819,407,7380,468,8255,368,3956,278,4602,648,2091,209,2948,591,630,77,1298,3212,66076,4904,74192,30,3683,241,3954,111,6503,329,6943,64,4116,182,4362,45,7065,385,7495,148,11682,650,12480,201,9413,481,10095,355,9046,444,9845,414,7864,370,8648,455,4380,255,5090,1171,2766,260,4197,1562,995,164,2721,4556,67513,3761,75830,75,7377,531,7983,305,13150,721,14176,131,8260,454,8845,127,13925,999,15051,307,23889,1670,25866,473,19046,1159,20678,734,17880,1050,19664,821,15244,838,16903,823,8336,533,9692,1819,4857,469,7145,2153,1625,241,4019,7768,133589,8665,150022
CED402,62,4500,238,4800,359,9268,431,10058,132,4658,215,5005,111,3556,251,3918,183,7203,564,7950,298,8860,638,9796,383,9924,581,10888,631,9285,484,10400,564,5982,313,6859,628,2983,222,3833,428,581,83,1092,3779,66800,4020,74599,39,4176,252,4467,187,9078,402,9667,94,4302,163,4559,67,3161,121,3349,120,7531,284,7935,279,9148,350,9777,388,9928,331,10647,557,8959,348,9864,496,6126,273,6895,858,3279,259,4396,1144,926,158,2228,4229,66614,2941,73784,101,8676,490,9267,546,18346,833,19725,226,8960,378,9564,178,6717,372,7267,303,14734,848,15885,577,18008,988,19573,771,19852,912,21535,1188,18244,832,20264,1060,12108,586,13754,1486,6262,481,8229,1572,1507,241,3320,8008,133414,6961,148383
CED403,47,3491,139,3677,237,7089,236,7562,80,4178,150,4408,65,4121,200,4386,142,7123,339,7604,196,8043,305,8544,298,8456,323,9077,372,7788,255,8415,336,5015,183,5534,528,3011,157,3696,520,869,138,1527,2821,59184,2425,64430,23,3401,156,3580,96,6883,220,7199,54,4109,125,4288,61,4239,172,4472,110,7367,245,7722,201,8617,269,9087,292,9188,299,9779,382,8599,240,9221,366,5671,185,6222,928,3804,256,4988,1439,1401,312,3152,3952,63279,2479,69710,70,6892,295,7257,333,13972,456,14761,134,8287,275,8696,126,8360,372,8858,252,14490,584,15326,397,16660,574,17631,590,17644,622,18856,754,16387,495,17636,702,10686,368,11756,1456,6815,413,8684,1959,2270,450,4679,6773,122463,4904,134140
CED404,60,4209,369,4638,364,8795,581,9740,135,4282,277,4694,114,3592,343,4049,180,7078,671,7929,295,8376,718,9389,503,9737,724,10964,810,8808,548,10166,751,6212,387,7350,643,2923,242,3808,383,569,88,1040,4238,64581,4948,73767,41,4107,323,4471,177,8483,534,9194,90,3928,215,4233,74,3280,206,3560,140,7190,436,7766,285,8391,415,9091,450,9284,409,10143,572,8462,374,9408,581,6020,302,6903,926,3107,293,4326,1017,768,147,1932,4353,63020,3654,71027,101,8316,692,9109,541,17278,1115,18934,225,8210,492,8927,188,6872,549,7609,320,14268,1107,15695,580,16767,1133,18480,953,19021,1133,21107,1382,17270,922,19574,1332,12232,689,14253,1569,6030,535,8134,1400,1337,235,2972,8591,127601,8602,144794
CED405,47,3291,189,3527,198,6177,215,6590,79,3627,164,3870,65,4873,270,5208,123,8972,525,9620,218,8555,404,9177,299,8466,441,9206,389,7325,296,8010,378,4989,225,5592,686,3297,210,4193,651,983,104,1738,3133,60555,3043,66731,24,3113,170,3307,97,5956,209,6262,54,3611,131,3796,53,4837,201,5091,113,9023,386,9522,168,8641,314,9123,304,8895,314,9513,378,8106,265,8749,453,5869,254,6576,1204,4104,282,5590,1691,1475,228,3394,4539,63630,2754,70923,71,6404,359,6834,295,12133,424,12852,133,7238,295,7666,118,9710,471,10299,236,17995,911,19142,386,17196,718,18300,603,17361,755,18719,767,15431,561,16759,831,10858,479,12168,1890,7401,492,9783,2342,2458,332,5132,7672,124185,5797,137654
CED406,101,4848,253,5202,538,8831,421,9790,166,4825,211,5202,116,4419,193,4728,203,8928,391,9522,255,9575,408,10238,362,9340,410,10112,654,8246,317,9217,484,4830,209,5523,525,2218,149,2892,433,452,63,948,3837,66512,3025,73374,52,4523,303,4878,248,8716,368,9332,89,4623,172,4884,91,4323,163,4577,203,9406,352,9961,261,9879,346,10486,465,9898,333,10696,555,9142,308,10005,479,5179,212,5870,831,2518,135,3484,976,552,102,1630,4250,68759,2794,75803,153,9371,556,10080,786,17547,789,19122,255,9448,383,10086,207,8742,356,9305,406,18334,743,19483,516,19454,754,20724,827,19238,743,20808,1209,17388,625,19222,963,10009,421,11393,1356,4736,284,6376,1409,1004,165,2578,8087,135271,5819,149177
CED407,70,3782,217,4069,387,7687,302,8376,122,4453,211,4786,92,4033,240,4365,155,7888,531,8574,199,8633,462,9294,263,8411,383,9057,435,7408,259,8102,411,4736,190,5337,455,2207,136,2798,316,405,45,766,2905,59643,2976,65524,39,3737,199,3975,158,7369,293,7820,54,4210,158,4422,72,3939,135,4146,133,7916,307,8356,206,8901,344,9451,302,9085,298,9685,467,8248,262,8977,428,5221,186,5835,777,2443,156,3376,892,519,69,1480,3528,61588,2407,67523,109,7519,416,8044,545,15056,595,16196,176,8663,369,9208,164,7972,375,8511,288,15804,838,16930,405,17534,806,18745,565,17496,681,18742,902,15656,521,17079,839,9957,376,11172,1232,4650,292,6174,1208,924,114,2246,6433,121231,5383,133047
CED408,63,3860,173,4096,377,8568,319,9264,111,4508,169,4788,75,3408,127,3610,104,5602,256,5962,142,8406,321,8869,265,9761,364,10390,437,9403,377,10217,402,6165,270,6837,472,2833,168,3473,414,578,87,1079,2862,63092,2631,68585,34,3731,157,3922,156,8506,305,8967,75,4315,125,4515,44,3091,98,3233,88,6054,227,6369,180,9349,285,9814,255,10448,313,11016,403,9945,311,10659,397,6210,258,6865,737,2956,188,3881,964,737,106,1807,3333,65342,2373,71048,97,7591,330,8018,533,17074,624,18231,186,8823,294,9303,119,6499,225,6843,192,11656,483,12331,322,17755,606,18683,520,20209,677,21406,840,19348,688,20876,799,12375,528,13702,1209,5789,356,7354,1378,1315,193,2886,6195,128434,5004,139633
CED409,81,4788,409,5278,464,8804,506,9774,150,5064,268,5482,106,5303,335,5744,229,10990,663,11882,315,10629,622,11566,535,10434,549,11518,684,7520,432,8636,602,4043,248,4893,771,2341,205,3317,534,557,82,1173,4471,70473,4319,79263,48,4708,425,5181,198,8705,515,9418,89,4876,241,5206,76,4988,253,5317,176,11012,560,11748,325,10870,484,11679,571,10375,452,11398,637,7842,386,8865,735,4644,265,5644,1298,2721,222,4241,1344,751,155,2250,5497,71492,3958,80947,129,9496,834,10459,662,17509,1021,19192,239,9940,509,10688,182,10291,588,11061,405,22002,1223,23630,640,21499,1106,23245,1106,20809,1001,22916,1321,15362,818,17501,1337,8687,513,10537,2069,5062,427,7558,1878,1308,237,3423,9968,141965,8277,160210
CED410,64,3448,175,3687,228,7566,289,8083,66,4305,154,4525,79,4609,216,4904,118,8051,327,8496,205,8734,363,9302,261,8377,320,8958,324,7099,272,7695,443,5491,212,6146,732,3262,163,4157,598,719,86,1403,3118,61661,2577,67356,35,3339,170,3544,111,7133,251,7495,56,4141,109,4306,42,4620,151,4813,112,8349,280,8741,189,9206,312,9707,291,9384,302,9977,400,8284,255,8939,515,6415,246,7176,1247,3809,273,5329,1390,1231,213,2834,4388,65911,2562,72861,99,6787,345,7231,339,14699,540,15578,122,8446,263,8831,121,9229,367,9717,230,16400,607,17237,394,17940,675,19009,552,17761,622,18935,724,15383,527,16634,958,11906,458,13322,1979,7071,436,9486,1988,1950,299,4237,7506,127572,5139,140217
CED411,150,5451,467,6068,740,9903,632,11275,237,5234,296,5767,143,4896,318,5357,255,9221,560,10036,359,9372,574,10305,563,9865,509,10937,699,7297,367,8363,588,4480,237,5305,652,2440,195,3287,365,481,64,910,4751,68640,4219,77610,77,5150,432,5659,349,9654,578,10581,133,5115,279,5527,101,5062,256,5419,239,9467,464,10170,410,9646,466,10522,583,9844,433,10860,647,7382,342,8371,667,4993,260,5920,1049,2618,235,3902,944,624,109,1677,5199,69555,3854,78608,227,10601,899,11727,1089,19557,1210,21856,370,10349,575,11294,244,9958,574,10776,494,18688,1024,20206,769,19018,1040,20827,1146,19709,942,21797,1346,14679,709,16734,1255,9473,497,11225,1701,5058,430,7189,1309,1105,173,2587,9950,138195,8073,156218
CED494,0,64,5,69,4,77,3,84,0,64,11,75,6,126,21,153,3,291,57,351,10,239,56,305,10,188,67,265,23,190,49,262,12,108,20,140,9,11,21,41,14,7,13,34,91,1365,323,1779,0,60,4,64,3,76,6,85,0,60,8,68,3,120,11,134,5,213,20,238,11,145,16,172,12,153,29,194,18,129,17,164,10,61,17,88,11,3,27,41,5,3,33,41,78,1023,188,1289,0,124,9,133,7,153,9,169,0,124,19,143,9,246,32,287,8,504,77,589,21,384,72,477,22,341,96,459,41,319,66,426,22,169,37,228,20,14,48,82,19,10,46,75,169,2388,511,3068
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
CED501,65,5839,521,6425,389,10377,747,11513,143,5373,411,5927,72,4823,533,5428,133,9460,1041,10634,176,10154,1009,11339,292,9189,791,10272,485,6251,505,7241,477,4441,290,5208,459,2236,211,2906,261,430,81,772,2952,68573,6140,77665,54,5656,442,6152,188,10150,683,11021,76,5052,303,5431,66,4828,291,5185,119,10115,581,10815,211,10823,668,11702,295,9353,471,10119,413,6856,343,7612,411,4731,241,5383,689,2474,267,3430,615,466,144,1225,3137,70504,4434,78075,119,11495,963,12577,577,20527,1430,22534,219,10425,714,11358,138,9651,824,10613,252,19575,1622,21449,387,20977,1677,23041,587,18542,1262,20391,898,13107,848,14853,888,9172,531,10591,1148,4710,478,6336,876,896,225,1997,6089,139077,10574,155740
CED502,57,4888,426,5371,302,9080,579,9961,108,4745,322,5175,63,4217,353,4633,146,8113,745,9004,201,8596,787,9584,287,8900,747,9934,510,8084,587,9181,515,5747,366,6628,493,2531,251,3275,264,454,93,811,2946,65355,5256,73557,33,4494,364,4891,177,8905,583,9665,66,4574,268,4908,54,4235,243,4532,100,8447,500,9047,185,9174,520,9879,306,9384,492,10182,431,8695,465,9591,396,5670,301,6367,662,2663,287,3612,642,506,124,1272,3052,66747,4147,73946,90,9382,790,10262,479,17985,1162,19626,174,9319,590,10083,117,8452,596,9165,246,16560,1245,18051,386,17770,1307,19463,593,18284,1239,20116,941,16779,1052,18772,911,11417,667,12995,1155,5194,538,6887,906,960,217,2083,5998,132102,9403,147503
CED503,69,5019,289,5377,308,9883,433,10624,122,5194,240,5556,70,4656,221,4947,89,8981,494,9564,142,9852,492,10486,157,9212,423,9792,333,7077,290,7700,306,3395,172,3873,322,1440,156,1918,234,253,80,567,2152,64962,3290,70404,35,4852,311,5198,128,9519,454,10101,61,4964,184,5209,45,4424,182,4651,101,9348,375,9824,129,10572,406,11107,214,9817,344,10375,320,7260,245,7825,304,3648,164,4116,559,1747,211,2517,540,367,182,1089,2436,66518,3058,72012,104,9871,600,10575,436,19402,887,20725,183,10158,424,10765,115,9080,403,9598,190,18329,869,19388,271,20424,898,21593,371,19029,767,20167,653,14337,535,15525,610,7043,336,7989,881,3187,367,4435,774,620,262,1656,4588,131480,6348,142416
CED504,34,3585,243,3862,130,7696,412,8238,57,4255,254,4566,45,5251,425,5721,94,9327,1076,10497,118,8413,686,9217,128,8594,517,9239,157,7058,520,7735,218,4482,286,4986,325,2257,185,2767,343,630,110,1083,1649,61548,4714,67911,13,3510,220,3743,91,7347,324,7762,33,4247,181,4461,33,5138,340,5511,58,9274,799,10131,104,9250,509,9863,134,9137,454,9725,180,7385,402,7967,244,4798,263,5305,636,2959,219,3814,1040,1101,212,2353,2566,64146,3923,70635,47,7095,463,7605,221,15043,736,16000,90,8502,435,9027,78,10389,765,11232,152,18601,1875,20628,222,17663,1195,19080,262,17731,971,18964,337,14443,922,15702,462,9280,549,10291,961,5216,404,6581,1383,1731,322,3436,4215,125694,8637,138546
CED505,52,6042,834,6928,260,10960,1281,12501,81,4535,602,5218,63,5352,1404,6819,98,13266,3536,16900,165,13660,2964,16789,274,12499,2355,15128,446,8800,1324,10570,389,3997,400,4786,364,1563,180,2107,192,216,58,466,2384,80890,14938,98212,30,5616,831,6477,129,10436,1244,11809,40,4041,430,4511,38,4672,596,5306,90,11608,1447,13145,159,10995,1262,12416,252,9754,998,11004,381,6887,617,7885,327,3249,255,3831,410,1373,162,1945,369,265,70,704,2225,68896,7912,79033,82,11658,1665,13405,389,21396,2525,24310,121,8576,1032,9729,101,10024,2000,12125,188,24874,4983,30045,324,24655,4226,29205,526,22253,3353,26132,827,15687,1941,18455,716,7246,655,8617,774,2936,342,4052,561,481,128,1170,4609,149786,22850,177245
CED506,49,4668,363,5080,267,9395,572,10234,109,4513,277,4899,78,3312,320,3710,106,7472,780,8358,157,8934,784,9875,256,9086,672,10014,405,7744,524,8673,398,4620,281,5299,411,2139,161,2711,281,435,66,782,2517,62318,4800,69635,34,4344,366,4744,129,9001,561,9691,43,4109,213,4365,47,3271,197,3515,104,7827,454,8385,143,9775,537,10455,260,9358,480,10098,343,7898,386,8627,311,4770,228,5309,638,2417,194,3249,708,558,92,1358,2760,63328,3708,69796,83,9012,729,9824,396,18396,1133,19925,152,8622,490,9264,125,6583,517,7225,210,15299,1234,16743,300,18709,1321,20330,516,18444,1152,20112,748,15642,910,17300,709,9390,509,10608,1049,4556,355,5960,989,993,158,2140,5277,125646,8508,139431
CED507,45,4793,315,5153,273,8303,440,9016,89,4027,205,4321,76,4432,286,4794,127,10004,690,10821,175,10394,626,11195,223,9042,560,9825,345,7064,408,7817,384,4058,220,4662,507,2035,164,2706,301,391,73,765,2545,64543,3987,71075,34,4437,297,4768,122,8168,423,8713,61,4004,236,4301,53,4463,227,4743,97,10217,515,10829,177,10783,537,11497,261,9567,399,10227,335,7583,320,8238,373,4404,236,5013,804,2441,209,3454,837,597,119,1553,3154,66664,3518,73336,79,9230,612,9921,395,16471,863,17729,150,8031,441,8622,129,8895,513,9537,224,20221,1205,21650,352,21177,1163,22692,484,18609,959,20052,680,14647,728,16055,757,8462,456,9675,1311,4476,373,6160,1138,988,192,2318,5699,131207,7505,144411
CED508,76,4823,458,5357,305,9143,688,10136,110,5064,333,5507,98,4736,388,5222,162,9515,765,10442,196,9484,743,10423,281,8919,616,9816,404,7902,531,8837,415,4636,261,5312,391,2079,184,2654,281,343,84,708,2719,66644,5051,74414,42,4547,428,5017,140,8611,602,9353,81,4804,322,5207,54,4792,264,5110,153,9523,606,10282,194,9735,592,10521,257,9349,510,10116,398,8230,422,9050,428,4885,275,5588,674,2365,252,3291,670,501,208,1379,3091,67342,4481,74914,118,9370,886,10374,445,17754,1290,19489,191,9868,655,10714,152,9528,652,10332,315,19038,1371,20724,390,19219,1335,20944,538,18268,1126,19932,802,16132,953,17887,843,9521,536,10900,1065,4444,436,5945,951,844,292,2087,5810,133986,9532,149328
CED509,51,4527,273,4851,307,9767,402,10476,100,5776,250,6126,59,5070,302,5431,71,7758,549,8378,86,9900,607,10593,109,10280,521,10910,203,7887,370,8460,209,3786,144,4139,265,1425,75,1765,162,277,30,469,1622,66453,3523,71598,34,4355,247,4636,153,9400,380,9933,59,5509,210,5778,31,4898,228,5157,69,7982,374,8425,88,10839,430,11357,176,11291,403,11870,234,8080,286,8600,216,3693,135,4044,409,1655,86,2150,476,366,58,900,1945,68068,2837,72850,85,8882,520,9487,460,19167,782,20409,159,11285,460,11904,90,9968,530,10588,140,15740,923,16803,174,20739,1037,21950,285,21571,924,22780,437,15967,656,17060,425,7479,279,8183,674,3080,161,3915,638,643,88,1369,3567,134521,6360,144448
CED510,54,5030,455,5539,291,9981,711,10983,94,4306,376,4776,73,3882,533,4488,99,8316,1177,9592,180,9643,1055,10878,280,10362,949,11591,425,8686,637,9748,444,5187,333,5964,475,2240,196,2911,296,433,68,797,2711,68066,6490,77267,27,4850,428,5305,146,9789,700,10635,67,3969,254,4290,49,3560,283,3892,115,8327,608,9050,207,9607,627,10441,323,9751,576,10650,399,7962,396,8757,400,4839,253,5492,649,2382,189,3220,721,573,93,1387,3103,65609,4407,73119,81,9880,883,10844,437,19770,1411,21618,161,8275,630,9066,122,7442,816,8380,214,16643,1785,18642,387,19250,1682,21319,603,20113,1525,22241,824,16648,1033,18505,844,10026,586,11456,1124,4622,385,6131,1017,1006,161,2184,5814,133675,10897,150386
CED511,80,5394,407,5881,369,11331,743,12443,125,5188,386,5699,73,3888,521,4482,105,7708,1113,8926,134,10295,1159,11588,210,9679,846,10735,377,7492,577,8446,371,4791,344,5506,349,2005,203,2557,241,342,95,678,2434,68113,6394,76941,42,5019,388,5449,169,10816,712,11697,65,4921,337,5323,47,3869,283,4199,118,8755,606,9479,169,11503,746,12418,232,10018,589,10839,340,7887,451,8678,319,4748,279,5346,474,1865,208,2547,487,368,148,1003,2462,69769,4747,76978,122,10413,795,11330,538,22147,1455,24140,190,10109,723,11022,120,7757,804,8681,223,16463,1719,18405,303,21798,1905,24006,442,19697,1435,21574,717,15379,1028,17124,690,9539,623,10852,823,3870,411,5104,728,710,243,1681,4896,137882,11141,153919
CED512,48,3918,401,4367,165,6301,418,6884,67,3560,266,3893,64,5406,576,6046,111,12936,1489,14536,155,10153,898,11206,243,8765,717,9725,365,7296,530,8191,365,4085,289,4739,509,2037,201,2747,392,463,68,923,2484,64920,5853,73257,22,3640,303,3965,85,6088,375,6548,41,3565,215,3821,40,5404,415,5859,92,12325,1060,13477,162,9573,579,10314,291,8607,500,9398,322,7409,401,8132,466,4317,239,5022,867,2387,231,3485,955,661,167,1783,3343,63976,4485,71804,70,7558,704,8332,250,12389,793,13432,108,7125,481,7714,104,10810,991,11905,203,25261,2549,28013,317,19726,1477,21520,534,17372,1217,19123,687,14705,931,16323,831,8402,528,9761,1376,4424,432,6232,1347,1124,235,2706,5827,128896,10338,145061
CED513,43,4300,411,4754,198,6949,521,7668,62,3565,268,3895,60,4797,484,5341,140,11385,1131,12656,198,9474,747,10419,229,7880,562,8671,323,6436,431,7190,364,4289,293,4946,536,2398,204,3138,412,562,93,1067,2565,62035,5145,69745,32,4155,418,4605,85,6911,521,7517,42,3523,228,3793,46,4866,338,5250,98,11263,809,12170,166,9430,546,10142,298,8134,412,8844,343,7400,403,8146,409,4896,285,5590,910,2951,288,4149,993,821,217,2031,3422,64350,4465,72237,75,8455,829,9359,283,13860,1042,15185,104,7088,496,7688,106,9663,822,10591,238,22648,1940,24826,364,18904,1293,20561,527,16014,974,17515,666,13836,834,15336,773,9185,578,10536,1446,5349,492,7287,1405,1383,310,3098,5987,126385,9610,141982
CED514,54,4447,403,4904,192,6904,520,7616,79,4496,329,4904,76,7743,911,8730,120,14754,1542,16416,177,10376,963,11516,244,8399,743,9386,348,7137,554,8039,404,3971,317,4692,531,2060,204,2795,436,557,136,1129,2661,70844,6622,80127,30,4322,414,4766,98,6531,463,7092,40,4208,297,4545,53,7517,584,8154,118,13519,996,14633,186,9714,670,10570,301,8444,540,9285,359,7446,445,8250,443,4373,312,5128,938,2839,301,4078,1253,924,296,2473,3819,69837,5318,78974,84,8769,817,9670,290,13435,983,14708,119,8704,626,9449,129,15260,1495,16884,238,28273,2538,31049,363,20090,1633,22086,545,16843,1283,18671,707,14583,999,16289,847,8344,629,9820,1469,4899,505,6873,1689,1481,432,3602,6480,140681,11940,159101
CED515,46,3635,196,3877,221,9052,340,9613,73,5570,238,5881,60,5489,478,6027,71,7394,715,8180,52,8453,592,9097,85,9445,485,10015,155,8224,352,8731,212,4315,180,4707,369,2177,131,2677,318,515,62,895,1662,64269,3769,69700,30,3356,174,3560,96,8630,297,9023,46,5457,182,5685,35,5276,169,5480,53,7435,313,7801,84,9684,350,10118,98,10864,315,11277,189,8641,304,9134,234,4534,177,4945,617,2650,170,3437,867,794,117,1778,2349,67321,2568,72238,76,6991,370,7437,317,17682,637,18636,119,11027,420,11566,95,10765,647,11507,124,14829,1028,15981,136,18137,942,19215,183,20309,800,21292,344,16865,656,17865,446,8849,357,9652,986,4827,301,6114,1185,1309,179,2673,4011,131590,6337,141938
CED594,0,113,15,128,0,150,27,177,0,88,33,121,4,268,66,338,8,709,202,919,14,542,176,732,16,490,174,680,52,561,113,726,21,321,45,387,4,43,20,67,6,4,0,10,125,3289,871,4285,0,117,16,133,0,138,28,166,0,84,26,110,0,237,36,273,9,533,89,631,9,318,87,414,16,342,57,415,23,534,55,612,10,192,20,222,7,20,5,32,0,0,5,5,74,2515,424,3013,0,230,31,261,0,288,55,343,0,172,59,231,4,505,102,611,17,1242,291,1550,23,860,263,1146,32,832,231,1095,75,1095,168,1338,31,513,65,609,11,63,25,99,6,4,5,15,199,5804,1295,7298
CED597,0,0,0,0,0,0,0,0,0,3,3,6,0,27,6,33,0,119,22,141,3,83,14,100,0,60,7,67,0,26,5,31,0,0,0,0,3,3,0,6,0,0,0,0,6,321,57,384,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,3,10,0,5,0,5,0,4,0,4,0,3,0,3,0,6,0,6,0,0,0,0,0,0,0,0,0,31,3,34,0,0,0,0,0,0,0,0,0,3,3,6,0,33,6,39,0,126,25,151,3,88,14,105,0,64,7,71,0,29,5,34,0,6,0,6,3,3,0,6,0,0,0,0,6,352,60,418
