region_id,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
CED508,678,4157,671,5506,477,4259,484,5220,909,8662,872,10443,1235,8326,860,10421,1269,7798,749,9816,1109,7066,663,8838,856,3987,469,5312,337,1903,415,2655,30,521,156,707,6900,46679,5339,58918,942,3726,540,5208,681,4080,350,5111,1371,8220,689,10280,2048,7778,696,10522,1758,7747,610,10115,1411,7083,555,9049,1161,3909,519,5589,442,2274,576,3292,52,1006,322,1380,9866,45823,4857,60546,1620,7883,1211,10714,1158,8339,834,10331,2280,16882,1561,20723,3283,16104,1556,20943,3027,15545,1359,19931,2520,14149,1218,17887,2017,7896,988,10901,779,4177,991,5947,82,1527,478,2087,16766,92502,10196,119464
CED509,859,4736,531,6126,492,4573,365,5430,755,7017,605,8377,1460,8484,649,10593,1722,8612,575,10909,1098,6922,442,8462,666,3217,257,4140,226,1334,204,1764,24,363,82,469,7302,45258,3710,56270,1127,4225,425,5777,856,4029,273,5158,1174,6838,412,8424,2639,8258,459,11356,2362,9041,469,11872,1377,6857,364,8598,750,3017,276,4043,246,1615,290,2151,35,730,135,900,10566,44610,3103,58279,1986,8961,956,11903,1348,8602,638,10588,1929,13855,1017,16801,4099,16742,1108,21949,4084,17653,1044,22781,2475,13779,806,17060,1416,6234,533,8183,472,2949,494,3915,59,1093,217,1369,17868,89868,6813,114549
CED510,889,3177,711,4777,638,3230,620,4488,1560,6744,1290,9594,2591,7101,1186,10878,3026,7445,1121,11592,2402,6527,816,9745,1611,3774,579,5964,588,1888,433,2909,89,556,151,796,13394,40442,6907,60743,885,2906,499,4290,608,2935,349,3892,2120,6228,702,9050,3584,6124,734,10442,3337,6621,691,10649,2689,5518,551,8758,1877,3129,486,5492,776,1980,465,3221,126,1031,232,1389,16002,36472,4709,57183,1774,6083,1210,9067,1246,6165,969,8380,3680,12972,1992,18644,6175,13225,1920,21320,6363,14066,1812,22241,5091,12045,1367,18503,3488,6903,1065,11456,1364,3868,898,6130,215,1587,383,2185,29396,76914,11616,117926
CED511,806,4151,740,5697,394,3499,590,4483,817,6923,1185,8925,1665,8686,1238,11589,1747,8028,960,10735,1394,6367,685,8446,1088,3895,523,5506,404,1734,418,2556,54,469,158,681,8369,43752,6497,58618,1018,3689,617,5324,537,3322,340,4199,1370,7459,651,9480,2861,8745,812,12418,2237,7912,690,10839,1779,6335,563,8677,1243,3626,477,5346,410,1703,433,2546,54,695,253,1002,11509,43486,4836,59831,1824,7840,1357,11021,931,6821,930,8682,2187,14382,1836,18405,4526,17431,2050,24007,3984,15940,1650,21574,3173,12702,1248,17123,2331,7521,1000,10852,814,3437,851,5102,108,1164,411,1683,19878,87238,11333,118449
CED512,605,2828,461,3894,649,4719,677,6045,1496,11431,1608,14535,1429,8787,991,11207,1431,7484,810,9725,1058,6484,649,8191,719,3561,461,4741,309,2031,409,2749,39,723,161,923,7735,48048,6227,62010,836,2550,434,3820,1010,4347,502,5859,2053,10282,1145,13480,1973,7675,665,10313,1803,7016,579,9398,1342,6255,536,8133,909,3661,449,5019,374,2597,513,3484,56,1441,287,1784,10356,45824,5110,61290,1441,5378,895,7714,1659,9066,1179,11904,3549,21713,2753,28015,3402,16462,1656,21520,3234,14500,1389,19123,2400,12739,1185,16324,1628,7222,910,9760,683,4628,922,6233,95,2164,448,2707,18091,93872,11337,123300
CED513,611,2781,502,3894,569,4205,568,5342,1224,10162,1272,12658,1307,8273,839,10419,1293,6682,694,8669,1031,5621,536,7188,807,3672,468,4947,360,2338,439,3137,58,806,203,1067,7260,44540,5521,57321,853,2507,433,3793,836,3979,434,5249,1695,9573,902,12170,1967,7529,645,10141,1715,6628,503,8846,1363,6249,537,8149,977,4075,537,5589,495,3036,617,4148,86,1484,461,2031,9987,45060,5069,60116,1464,5288,935,7687,1405,8184,1002,10591,2919,19735,2174,24828,3274,15802,1484,20560,3008,13310,1197,17515,2394,11870,1073,15337,1784,7747,1005,10536,855,5374,1056,7285,144,2290,664,3098,17247,89600,10590,117437
CED514,838,3478,590,4906,1033,6632,1063,8728,1797,12926,1695,16418,1505,8927,1084,11516,1325,7209,853,9387,1119,6252,668,8039,708,3485,497,4690,344,2033,418,2795,70,803,256,1129,8739,51745,7124,67608,966,3093,484,4543,1420,6042,696,8158,2196,11337,1098,14631,2098,7706,766,10570,1800,6850,633,9283,1436,6241,573,8250,1004,3597,530,5131,499,2918,661,4078,118,1802,553,2473,11537,49586,5994,67117,1804,6571,1074,9449,2453,12674,1759,16886,3993,24263,2793,31049,3603,16633,1850,22086,3125,14059,1486,18670,2555,12493,1241,16289,1712,7082,1027,9821,843,4951,1079,6873,188,2605,809,3602,20276,101331,13118,134725
CED515,1005,4386,491,5882,869,4627,533,6029,959,6471,749,8179,1474,6991,632,9097,1936,7541,539,10016,1495,6796,439,8730,931,3494,281,4706,491,1895,291,2677,97,653,143,893,9257,42854,4098,56209,1411,3893,382,5686,1202,4053,225,5480,1291,6160,348,7799,2465,7256,399,10120,2646,8245,386,11277,1742,6997,396,9135,1141,3463,342,4946,573,2459,405,3437,114,1360,307,1781,12585,43886,3190,59661,2416,8279,873,11568,2071,8680,758,11509,2250,12631,1097,15978,3939,14247,1031,19217,4582,15786,925,21293,3237,13793,835,17865,2072,6957,623,9652,1064,4354,696,6114,211,2013,450,2674,21842,86740,7288,115870
CED594,9,71,39,119,39,226,73,338,88,612,219,919,56,488,187,731,62,442,177,681,75,531,121,727,27,300,62,389,8,35,23,66,0,8,0,8,364,2713,901,3978,16,68,27,111,47,188,39,274,110,424,95,629,69,248,97,414,55,297,61,413,99,453,59,611,39,159,23,221,3,21,9,33,0,0,8,8,438,1858,418,2714,25,139,66,230,86,414,112,612,198,1036,314,1548,125,736,284,1145,117,739,238,1094,174,984,180,1338,66,459,85,610,11,56,32,99,0,8,8,16,802,4571,1319,6692
CED597,0,3,3,6,4,24,6,34,15,103,22,140,8,74,17,99,6,57,5,68,0,23,7,30,3,0,0,3,0,5,0,5,0,0,0,0,36,289,60,385,0,0,0,0,0,5,0,5,0,6,4,10,0,5,0,5,0,3,0,3,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,27,4,31,0,3,3,6,4,29,6,39,15,109,26,150,8,79,17,104,6,60,5,71,0,26,7,33,3,5,0,8,0,5,0,5,0,0,0,0,36,316,64,416
CED601,485,2838,381,3704,473,2698,189,3360,803,4501,308,5612,1049,4817,326,6192,1336,4977,353,6666,1281,4427,335,6043,877,2796,353,4026,311,1619,346,2276,49,539,163,751,6664,29212,2754,38630,592,2545,316,3453,554,2573,145,3272,980,4783,244,6007,1483,5017,278,6778,1517,5233,292,7042,1513,4485,292,6290,1057,2944,408,4409,412,2100,494,3006,84,1187,261,1532,8192,30867,2730,41789,1077,5383,697,7157,1027,5271,334,6632,1783,9284,552,11619,2532,9834,604,12970,2853,10210,645,13708,2794,8912,627,12333,1934,5740,761,8435,723,3719,840,5282,133,1726,424,2283,14856,60079,5484,80419
CED602,477,2588,392,3457,308,2038,178,2524,664,3953,282,4899,1113,4555,365,6033,1363,5172,388,6923,1390,4681,383,6454,1059,3194,463,4716,326,1703,394,2423,52,474,194,720,6752,28358,3039,38149,534,2403,305,3242,357,2068,138,2563,990,4143,218,5351,1646,4587,299,6532,1663,5352,320,7335,1703,4608,337,6648,1251,3031,482,4764,427,1992,584,3003,89,943,321,1353,8660,29127,3004,40791,1011,4991,697,6699,665,4106,316,5087,1654,8096,500,10250,2759,9142,664,12565,3026,10524,708,14258,3093,9289,720,13102,2310,6225,945,9480,753,3695,978,5426,141,1417,515,2073,15412,57485,6043,78940
CED603,534,2408,296,3238,670,3243,291,4204,960,5105,403,6468,1161,4719,350,6230,1388,4869,382,6639,1321,4244,356,5921,868,2479,327,3674,348,1543,305,2196,48,570,174,792,7298,29180,2884,39362,627,2281,273,3181,797,3121,215,4133,1222,5030,319,6571,1550,4797,291,6638,1742,5161,324,7227,1558,4395,326,6279,987,2758,361,4106,455,2189,450,3094,86,1239,324,1649,9024,30971,2883,42878,1161,4689,569,6419,1467,6364,506,8337,2182,10135,722,13039,2711,9516,641,12868,3130,10030,706,13866,2879,8639,682,12200,1855,5237,688,7780,803,3732,755,5290,134,1809,498,2441,16322,60151,5767,82240
CED604,424,2440,303,3167,304,2044,230,2578,731,4002,358,5091,1222,4769,357,6348,1479,5016,342,6837,1443,4769,352,6564,1078,2911,326,4315,374,1653,262,2289,49,531,106,686,7104,28135,2636,37875,543,2191,229,2963,388,1926,118,2432,967,4321,208,5496,1737,4930,259,6926,1759,5330,279,7368,1665,4997,275,6937,1240,2969,331,4540,467,1849,385,2701,68,1049,161,1278,8834,29562,2245,40641,967,4631,532,6130,692,3970,348,5010,1698,8323,566,10587,2959,9699,616,13274,3238,10346,621,14205,3108,9766,627,13501,2318,5880,657,8855,841,3502,647,4990,117,1580,267,1964,15938,57697,4881,78516
CED605,374,2451,405,3230,263,1777,157,2197,586,3657,278,4521,1108,4703,386,6197,1466,5745,450,7661,1603,5698,562,7863,1183,3588,535,5306,377,1598,368,2343,38,415,111,564,6998,29632,3252,39882,463,2171,319,2953,290,1783,130,2203,845,3931,259,5035,1595,4866,331,6792,1709,5601,376,7686,1938,5241,470,7649,1243,3117,462,4822,409,1576,356,2341,53,742,127,922,8545,29028,2830,40403,837,4622,724,6183,553,3560,287,4400,1431,7588,537,9556,2703,9569,717,12989,3175,11346,826,15347,3541,10939,1032,15512,2426,6705,997,10128,786,3174,724,4684,91,1157,238,1486,15543,58660,6082,80285
CED694,7,27,7,41,10,38,9,57,19,82,32,133,10,73,24,107,17,50,20,87,13,63,11,87,4,30,8,42,0,8,3,11,0,0,0,0,80,371,114,565,7,36,10,53,11,31,4,46,11,54,6,71,7,45,4,56,18,46,0,64,16,49,6,71,5,24,4,33,0,8,5,13,0,0,0,0,75,293,39,407,14,63,17,94,21,69,13,103,30,136,38,204,17,118,28,163,35,96,20,151,29,112,17,158,9,54,12,75,0,16,8,24,0,0,0,0,155,664,153,972
CED697,0,3,0,3,0,3,0,3,5,10,0,15,6,10,3,19,0,18,3,21,3,9,0,12,0,3,3,6,0,0,0,0,0,0,0,0,14,56,9,79,0,0,3,3,0,3,0,3,3,8,0,11,0,5,0,5,3,0,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,6,22,3,31,0,3,3,6,0,6,0,6,8,18,0,26,6,15,3,24,3,18,3,24,3,12,0,15,0,6,3,9,0,0,0,0,0,0,0,0,20,78,12,110
CED701,469,3039,760,4268,391,3143,722,4256,1100,6217,1661,8978,1367,5769,1292,8428,1416,5152,1019,7587,982,3865,716,5563,354,1521,354,2229,78,416,118,612,6,77,26,109,6163,29199,6668,42030,525,2760,577,3862,460,3132,446,4038,1455,6345,852,8652,1767,5722,946,8435,1591,4803,743,7137,998,3293,492,4783,374,1127,268,1769,83,436,123,642,20,137,47,204,7273,27755,4494,39522,994,5799,1337,8130,851,6275,1168,8294,2555,12562,2513,17630,3134,11491,2238,16863,3007,9955,1762,14724,1980,7158,1208,10346,728,2648,622,3998,161,852,241,1254,26,214,73,313,13436,56954,11162,81552
CED702,460,2451,758,3669,514,3431,871,4816,1165,6952,1767,9884,1252,5841,1321,8414,1323,4779,1016,7118,932,3848,713,5493,405,1647,369,2421,99,515,186,800,11,98,41,150,6161,29562,7042,42765,533,2061,528,3122,584,2782,431,3797,1631,6637,1025,9293,1773,5351,893,8017,1532,4559,732,6823,997,3277,506,4780,445,1315,259,2019,94,560,137,791,12,180,43,235,7601,26722,4554,38877,993,4512,1286,6791,1098,6213,1302,8613,2796,13589,2792,19177,3025,11192,2214,16431,2855,9338,1748,13941,1929,7125,1219,10273,850,2962,628,4440,193,1075,323,1591,23,278,84,385,13762,56284,11596,81642
CED794,0,5,7,12,12,43,12,67,32,124,42,198,17,101,29,147,20,88,26,134,29,174,40,243,12,112,12,136,3,10,0,13,0,0,0,0,125,657,168,950,3,18,0,21,11,55,6,72,30,117,19,166,21,53,13,87,17,94,27,138,27,143,28,198,11,65,9,85,3,5,0,8,0,0,0,0,123,550,102,775,3,23,7,33,23,98,18,139,62,241,61,364,38,154,42,234,37,182,53,272,56,317,68,441,23,177,21,221,6,15,0,21,0,0,0,0,248,1207,270,1725
CED797,0,3,0,3,3,11,0,14,0,24,5,29,3,14,3,20,0,14,0,14,0,6,0,6,3,0,0,3,0,0,0,0,0,0,0,0,9,72,8,89,0,3,0,3,0,0,0,0,3,4,0,7,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,13,3,19,0,6,0,6,3,11,0,14,3,28,5,36,3,14,3,20,0,14,3,17,0,9,0,9,3,3,0,6,0,0,0,0,0,0,0,0,12,85,11,108
CED801,986,4526,521,6033,739,4759,427,5925,1532,9257,711,11500,2115,8946,631,11692,2845,8852,593,12290,2348,7254,425,10027,1544,3649,331,5524,626,1858,240,2724,83,709,104,896,12818,49810,3983,66611,1333,3935,413,5681,992,4376,241,5609,2051,9068,479,11598,3159,8851,484,12494,3359,9456,462,13277,2622,7416,392,10430,1766,3839,340,5945,708,2415,378,3501,108,1439,228,1775,16098,50795,3417,70310,2319,8461,934,11714,1731,9135,668,11534,3583,18325,1190,23098,5274,17797,1115,24186,6204,18308,1055,25567,4970,14670,817,20457,3310,7488,671,11469,1334,4273,618,6225,191,2148,332,2671,28916,100605,7400,136921
CED802,1083,4630,599,6312,1725,7083,889,9697,2602,13655,1207,17464,2729,10900,794,14423,2465,7904,602,10971,2103,6226,464,8793,1369,3170,355,4894,536,1657,277,2470,95,520,145,760,14707,55745,5332,75784,1359,4051,528,5938,2093,6694,688,9475,3274,13427,897,17598,3599,10077,594,14270,2948,7995,486,11429,2417,6665,411,9493,1561,3378,363,5302,552,2039,380,2971,78,1014,306,1398,17881,55340,4653,77874,2442,8681,1127,12250,3818,13777,1577,19172,5876,27082,2104,35062,6328,20977,1388,28693,5413,15899,1088,22400,4520,12891,875,18286,2930,6548,718,10196,1088,3696,657,5441,173,1534,451,2158,32588,111085,9985,153658
CED894,5,22,5,32,5,27,5,37,17,55,9,81,7,45,9,61,3,25,13,41,7,22,6,35,4,7,0,11,0,0,0,0,0,0,0,0,48,203,47,298,8,17,3,28,12,30,3,45,29,40,3,72,8,39,3,50,10,25,3,38,7,17,3,27,0,7,3,10,0,3,0,3,0,0,3,3,74,178,24,276,13,39,8,60,17,57,8,82,46,95,12,153,15,84,12,111,13,50,16,79,14,39,9,62,4,14,3,21,0,3,0,3,0,0,3,3,122,381,71,574
CED897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED994,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,3,3,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,15,0,0,0,0,0,6,0,6,3,3,0,6,0,0,0,0,3,3,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,21
CED997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
