CED_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
CED329,0,0,0,11,23,1872,101,46,0,12,11,3,6,0,79,2126,421,11,12,0,0,3,0,0,0,42,487,81,4,0,0,0,0,0,0,0,10,90,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,87,4,0,0,0,0,0,0,0,13,105,15,0,0,0,0,0,0,0,0,20,38,521,13,13,0,0,3,0,0,0,78,625,11632,1675,1637,230,273,231,192,200,89,530,16688,1597,364,579,95,124,140,111,117,75,89,3289,62,18,27,19,10,22,12,22,37,16,244,14,4,6,0,0,3,0,0,0,4,39,1679,383,608,116,132,164,131,138,110,116,3570,51,6,13,0,4,0,3,0,0,84,155,13360,2062,2255,349,407,395,325,339,197,726,20413
CED330,0,0,0,3,6,1357,51,39,3,0,6,3,4,0,47,1516,292,7,4,9,0,0,0,0,0,28,342,49,0,0,0,0,0,0,0,0,9,57,29,5,0,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,0,0,73,3,0,0,0,0,0,0,0,15,97,0,0,0,0,0,0,0,0,0,3,5,366,7,4,9,0,0,0,0,0,50,444,13121,2347,2377,373,280,290,216,192,79,651,19932,2202,651,917,179,166,183,219,256,176,196,5146,266,67,80,22,35,58,70,171,106,127,1012,27,8,7,0,3,0,0,3,0,4,52,2500,727,1008,200,199,243,297,429,282,334,6216,19,4,3,0,0,0,3,3,0,106,146,15643,3081,3390,580,477,539,519,624,364,1088,26299
CED394,0,0,0,0,0,71,0,3,0,0,0,0,0,3,3,88,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,1034,135,120,24,31,36,33,173,245,124,1958,144,37,69,16,21,39,84,177,213,74,869,10,4,8,0,5,5,26,54,50,58,224,3,0,0,0,0,0,0,0,5,4,19,152,44,82,19,30,45,115,231,263,139,1112,3,5,0,0,0,0,0,0,7,70,84,1191,182,203,46,56,84,154,401,514,338,3157
CED397,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,8,22,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,23,0,3,3,0,0,0,0,0,9,40
CED401,0,0,0,6,8,3068,28,26,3,5,7,4,3,11,127,3279,508,6,0,0,3,0,0,0,0,58,584,518,0,0,3,0,0,0,0,0,29,552,538,3,10,0,0,0,0,0,0,46,603,7,0,0,0,0,0,0,0,0,3,15,1070,7,6,3,0,3,0,0,0,76,1170,8,0,0,0,0,0,0,0,0,16,19,1585,13,12,3,8,3,0,0,0,153,1769,10529,1197,1428,310,409,344,384,410,334,476,15820,7604,2415,6601,1327,1827,2090,2557,3087,1693,779,29985,2274,334,798,228,432,554,633,739,612,507,7115,87,14,51,5,7,15,10,17,18,28,258,9966,2761,7451,1562,2271,2660,3207,3838,2325,1308,37352,29,10,3,3,0,0,3,4,0,112,169,20524,3965,8887,1877,2684,3005,3588,4253,2662,1895,53338
CED402,0,0,0,10,17,1620,12,3,3,0,0,3,0,0,79,1725,337,3,3,0,0,0,0,0,0,17,361,167,0,0,0,0,0,0,0,0,9,188,48,0,0,0,0,0,0,0,0,12,61,0,0,0,0,0,0,0,0,0,0,0,218,0,3,0,0,0,0,0,0,24,251,6,0,0,0,0,0,0,0,0,0,8,560,3,4,0,0,0,0,0,0,48,612,7082,552,638,114,119,122,98,116,66,361,9265,1615,339,1112,237,290,333,335,275,152,224,4914,322,72,271,73,121,99,137,251,131,199,1667,16,0,13,0,3,4,0,3,0,18,63,1960,410,1389,311,407,436,471,528,286,438,6647,26,0,0,0,0,0,0,3,0,175,213,9063,964,2028,425,529,559,568,644,352,984,16118
CED403,0,0,0,4,12,2634,43,28,11,7,8,6,6,0,92,2837,845,11,3,3,3,0,0,0,0,28,891,355,0,0,0,0,0,0,0,0,26,373,112,0,0,0,0,0,0,0,0,8,122,0,0,0,0,0,0,0,0,0,0,3,462,0,3,0,0,0,0,0,0,33,505,8,0,0,0,0,0,0,0,0,0,4,1313,10,8,3,4,0,0,0,0,66,1404,12449,1760,2509,398,408,275,294,280,157,443,18951,4709,1363,2974,581,660,767,889,972,617,290,13815,623,95,259,66,100,143,189,311,332,148,2272,39,6,18,5,0,6,6,12,6,7,104,5369,1465,3253,649,756,920,1082,1293,958,448,16184,26,3,0,0,0,0,0,0,3,19,51,17836,3229,5757,1051,1159,1195,1378,1568,1116,902,35196
CED404,0,0,0,10,22,1713,3,7,0,0,3,0,0,0,88,1813,368,3,0,0,0,0,0,0,0,35,413,77,0,0,0,0,0,0,0,0,6,93,27,0,0,0,0,0,0,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,107,0,3,0,0,0,0,0,0,15,127,0,0,0,0,0,0,0,0,0,0,4,481,3,0,0,0,0,0,0,0,55,539,8389,338,488,101,108,82,76,64,32,419,10097,1257,258,809,181,181,184,133,143,57,109,3319,153,11,22,5,14,16,22,24,11,31,309,10,3,7,0,0,0,0,3,0,10,36,1425,267,847,188,200,197,158,170,65,154,3668,37,0,0,0,0,0,0,0,0,76,115,9843,607,1331,292,301,281,237,232,95,646,13880
CED405,0,0,0,16,36,3691,47,33,11,0,5,3,0,3,141,3934,590,3,3,0,0,0,0,0,0,50,653,511,3,3,0,0,0,0,0,0,34,547,356,0,4,0,0,0,0,0,0,46,413,5,0,0,0,0,0,0,0,0,4,8,876,6,6,0,0,0,0,0,0,78,968,11,0,0,0,0,0,0,0,0,34,42,1479,10,7,0,0,0,0,0,0,162,1667,9939,1045,1662,390,418,373,371,297,224,421,15133,7387,1616,4490,699,983,1109,1305,1444,860,475,20362,1974,227,389,97,105,179,252,355,335,237,4157,77,11,24,6,5,7,5,18,9,20,177,9443,1859,4901,799,1093,1290,1560,1811,1207,728,24702,48,3,0,0,0,0,0,0,3,73,131,19432,2907,6561,1193,1513,1662,1934,2108,1431,1224,39964
CED406,0,0,0,5,26,2956,55,41,4,0,0,6,4,0,102,3175,816,0,0,0,0,0,0,0,0,76,893,155,5,3,0,0,0,0,0,0,17,180,52,0,3,0,0,0,0,0,0,13,65,3,0,0,0,0,0,0,0,0,5,3,212,5,8,0,0,0,0,0,0,32,249,7,0,0,0,0,0,0,0,0,3,7,1027,8,10,0,0,0,0,0,0,109,1153,16864,1651,3165,566,650,362,260,310,99,617,24549,3176,837,1631,236,242,201,175,162,94,146,6915,348,71,121,42,45,36,44,48,37,42,837,24,7,9,0,4,0,0,0,0,4,53,3557,908,1759,282,292,239,225,209,131,196,7804,55,4,3,0,0,0,0,0,0,20,91,20478,2563,4928,843,939,608,486,519,237,834,32443
CED407,0,0,0,15,34,3748,24,20,3,3,0,4,3,3,99,3918,867,9,0,0,0,0,0,0,0,60,935,246,0,5,0,0,0,0,0,0,29,281,196,0,3,0,0,0,0,0,0,13,220,5,0,0,0,0,0,0,0,0,0,3,442,3,7,0,0,0,0,0,0,46,505,5,0,0,0,0,0,0,0,0,17,20,1321,13,8,0,0,3,0,0,0,115,1459,16610,1087,1370,186,241,179,133,123,82,476,20479,5837,1868,4388,740,738,824,665,664,369,339,16435,1235,251,529,129,164,191,177,221,214,165,3273,50,24,28,4,0,8,0,3,10,10,137,7122,2139,4946,870,900,1021,849,891,594,510,19840,54,0,6,0,0,3,0,3,0,154,224,23787,3227,6319,1058,1136,1199,985,1019,675,1141,40538
CED408,0,0,0,0,23,2661,44,26,7,3,4,3,3,3,115,2869,703,3,11,0,0,0,0,0,0,66,792,117,0,0,0,0,0,0,0,0,14,137,17,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,22,161,7,0,0,0,0,0,0,0,0,3,9,850,8,11,3,0,0,0,0,0,93,965,14865,1329,1671,175,309,177,140,104,66,658,19497,1851,344,595,78,119,94,74,105,36,87,3384,81,30,36,3,14,10,3,15,19,32,254,17,3,11,0,0,3,0,0,0,0,37,1952,379,648,79,129,111,83,123,56,128,3675,49,7,0,0,0,0,0,0,0,17,70,16866,1713,2317,255,434,285,224,227,126,792,23244
CED409,0,0,0,3,24,3618,42,44,4,5,4,4,4,3,142,3871,485,3,3,0,0,0,0,0,0,46,537,462,0,0,0,0,0,0,0,0,25,497,573,4,11,0,0,4,0,0,0,48,645,8,0,0,0,0,0,0,0,0,0,7,1051,10,11,0,0,4,0,0,0,73,1145,13,0,0,0,0,0,0,0,0,0,12,1545,14,12,0,0,4,3,0,0,122,1696,10521,849,1325,184,233,152,161,155,86,423,14090,9901,2446,6100,995,891,1181,864,965,496,592,24429,4834,713,1200,289,294,467,374,456,479,471,9574,144,26,31,5,16,4,10,7,7,25,275,14880,3176,7328,1292,1208,1651,1244,1434,982,1087,34279,56,7,11,0,0,0,0,0,3,27,106,25454,4033,8667,1482,1440,1807,1404,1588,1068,1542,48480
CED410,0,0,0,18,28,4516,55,32,16,10,4,0,4,7,168,4807,809,6,8,0,0,0,0,0,0,67,889,695,3,0,0,0,0,0,0,0,32,735,528,7,4,3,0,0,0,0,0,37,574,16,0,0,0,0,0,0,0,0,0,17,1239,11,6,4,0,0,0,0,0,75,1331,10,0,0,0,0,0,0,0,0,10,12,2053,13,10,4,0,0,0,0,0,145,2234,11091,1220,1408,311,267,249,200,235,128,374,15478,9980,2690,6464,1115,1363,1346,1431,1600,785,527,27302,2078,308,659,186,231,229,309,407,292,364,5057,96,15,27,10,0,5,8,12,6,13,184,12150,3012,7150,1310,1594,1582,1741,2014,1079,900,32542,36,0,4,0,0,3,5,0,0,49,96,23286,4226,8567,1624,1861,1833,1947,2250,1210,1321,48120
CED411,0,0,0,11,35,3239,22,16,5,5,3,3,0,4,148,3450,1005,7,0,0,0,0,0,0,0,99,1113,149,0,0,0,0,0,0,0,0,14,162,77,0,4,0,0,0,0,0,0,6,89,3,0,0,0,0,0,0,0,0,0,4,239,0,7,0,0,0,0,0,0,22,264,10,0,0,0,0,0,0,0,0,14,23,1249,7,7,0,0,0,0,0,0,135,1400,16903,795,1077,138,153,119,90,64,55,693,20088,2742,1080,2364,454,397,503,349,356,126,231,8590,823,191,570,144,214,318,206,231,391,121,3215,29,16,23,7,10,8,5,3,4,26,137,3596,1285,2962,599,616,831,555,594,526,380,11942,68,3,13,0,0,0,0,0,0,55,137,20568,2082,4050,743,770,950,646,652,578,1124,32168
CED494,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,172,10,21,3,8,7,5,31,30,18,304,21,15,31,5,3,4,23,41,40,16,197,8,0,6,0,0,6,8,10,20,3,64,0,0,0,0,0,0,0,3,0,0,4,28,15,37,5,3,16,26,49,60,23,267,0,0,0,0,0,0,0,0,0,33,33,204,26,54,12,9,16,34,82,91,71,605
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
CED501,0,0,0,7,24,2774,80,67,8,8,9,8,3,10,123,3088,665,16,9,0,0,0,0,0,0,89,784,65,0,0,0,0,0,0,0,3,16,87,26,3,3,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,3,3,97,3,3,0,0,0,0,0,3,21,122,12,0,0,0,0,0,0,0,0,3,16,775,20,13,0,0,3,0,3,3,111,924,20030,3451,7439,1737,2159,1337,1002,711,245,1028,39142,2565,1296,4386,951,972,755,588,460,250,220,12428,269,84,228,56,69,85,67,78,79,72,1079,31,5,24,12,15,4,5,7,3,15,116,2860,1388,4633,1018,1048,841,659,543,327,304,13625,52,3,13,3,0,0,0,0,0,195,275,22943,4845,12083,2759,3207,2181,1662,1255,579,1531,53041
CED502,0,0,0,22,41,2624,85,88,16,15,11,9,5,10,106,2959,559,12,3,0,0,0,0,0,0,38,618,131,3,3,0,0,0,0,0,0,7,143,66,3,4,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,199,9,6,0,3,0,0,0,0,9,223,11,0,0,0,0,0,0,0,0,36,43,764,22,11,0,4,0,0,0,0,80,884,18988,2939,4493,864,1002,690,576,376,177,711,30820,6561,4003,10957,1925,2252,1916,1376,1176,641,563,31369,986,338,1476,239,359,364,342,411,363,308,5194,52,20,63,3,8,22,15,11,12,13,221,7603,4368,12495,2178,2615,2298,1728,1597,1014,887,36782,49,5,12,0,4,7,10,3,3,288,375,26639,7313,16999,3042,3624,2991,2316,1977,1188,1887,67978
CED503,0,0,0,12,39,2970,80,63,3,5,8,8,10,3,144,3306,666,12,12,0,3,0,0,0,0,73,761,101,0,3,0,0,0,0,0,0,15,119,18,0,3,0,0,0,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,3,116,3,3,0,0,0,0,0,0,24,153,6,0,0,0,0,0,0,0,0,6,17,785,10,17,0,3,0,0,0,0,106,929,18267,2495,4124,976,967,717,529,352,180,813,29405,1925,728,2197,432,543,497,403,292,146,151,7320,125,31,86,34,29,41,39,48,38,65,539,22,10,20,3,6,8,0,5,4,3,77,2070,769,2300,467,578,542,448,348,185,220,7936,59,6,8,0,3,0,0,0,0,107,177,20392,3268,6427,1437,1546,1262,976,696,365,1145,37516
CED504,0,0,0,11,25,2356,83,78,13,13,10,7,9,6,95,2668,504,23,9,3,4,0,0,0,0,46,600,139,0,0,0,0,0,0,0,0,16,159,126,3,4,0,0,0,0,0,0,35,166,3,0,0,0,0,0,0,0,0,5,7,272,3,3,4,0,0,0,0,0,49,334,3,0,0,0,0,0,0,0,0,17,20,782,28,13,4,4,0,0,0,0,116,957,15942,2813,4341,898,916,618,368,283,157,673,27007,8614,3258,5888,965,1027,887,687,592,319,448,22684,2533,598,1028,187,270,324,252,326,219,329,6063,72,39,43,13,10,11,7,7,3,17,223,11217,3891,6959,1164,1306,1225,951,927,536,795,28974,37,3,10,0,0,3,4,3,0,65,121,27192,6706,11311,2062,2225,1847,1315,1208,696,1536,56109
CED505,0,0,0,4,12,2208,76,55,4,7,8,8,8,3,80,2459,716,23,13,0,0,0,0,0,0,55,811,222,6,4,0,0,0,0,3,0,6,241,76,0,0,3,0,0,0,0,0,7,94,8,0,0,0,0,0,0,0,0,0,7,304,4,5,3,0,0,0,3,0,14,343,9,0,0,0,0,0,0,0,0,6,14,1030,28,19,3,4,0,0,3,3,72,1164,15563,3172,3608,1052,1216,958,818,833,445,669,28332,4895,1752,3070,780,1009,1258,1543,1667,972,401,17349,423,106,158,53,59,120,174,235,193,147,1675,25,12,17,3,0,7,5,11,3,11,103,5345,1867,3251,833,1073,1384,1720,1922,1173,560,19126,33,6,7,0,3,0,3,0,0,28,77,20940,5043,6861,1887,2290,2345,2546,2753,1617,1259,47536
CED506,0,0,0,3,8,885,20,14,0,7,0,3,3,3,47,989,189,6,3,0,0,0,0,0,0,15,213,34,0,0,0,0,0,0,0,0,3,36,17,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,8,54,3,0,0,0,0,0,0,0,0,0,3,243,6,3,0,0,0,0,0,0,22,277,10142,1637,3038,850,998,594,491,366,170,750,19035,1646,855,2814,687,803,747,637,652,326,354,9510,204,37,91,22,46,48,69,158,100,96,864,25,10,25,6,10,9,4,6,7,11,107,1874,896,2933,711,860,801,712,812,434,462,10487,37,5,19,0,4,13,3,3,4,49,136,12052,2541,5990,1557,1866,1400,1203,1172,613,1262,29657
CED507,0,0,0,7,5,1804,48,42,5,6,3,3,4,0,73,1994,492,11,12,4,0,3,0,0,0,64,594,104,4,0,0,0,0,0,0,0,9,120,42,0,0,0,0,0,0,0,0,3,50,3,0,0,0,0,0,0,0,0,0,3,152,4,0,0,0,0,0,0,0,13,172,5,0,0,0,0,0,0,0,0,3,8,653,17,11,4,0,3,3,0,0,75,770,13407,1897,2801,563,606,477,353,292,100,675,21170,1546,613,1875,366,438,536,431,394,168,233,6600,154,21,101,28,40,62,53,118,93,111,786,17,10,12,0,3,0,4,10,10,10,70,1719,642,1985,393,477,599,492,519,266,352,7455,23,3,7,3,0,3,3,0,0,55,103,15153,2543,4789,956,1081,1076,851,816,375,1083,28723
CED508,0,0,0,4,19,2740,67,56,3,5,4,6,4,0,86,2978,429,12,6,0,0,0,0,3,0,26,479,259,3,0,0,0,0,0,0,0,13,274,266,7,4,0,0,0,0,0,0,4,286,5,0,0,0,0,0,0,0,0,0,8,527,15,5,0,0,0,0,0,0,25,568,16,0,0,0,0,0,0,0,0,7,27,980,22,12,0,0,3,0,3,0,56,1077,15316,2542,3799,1014,1024,823,608,586,245,608,26562,6825,1870,4378,844,1178,1028,841,834,380,377,18548,1460,191,443,58,125,113,151,172,113,164,2991,59,12,21,0,17,3,3,3,4,11,134,8340,2070,4842,902,1318,1150,995,1008,494,554,21673,54,0,0,4,0,4,3,0,4,35,112,23713,4616,8643,1916,2335,1972,1607,1601,746,1195,48346
CED509,0,0,0,17,28,2909,71,41,3,6,4,9,7,3,117,3159,670,16,3,0,3,0,0,0,0,54,744,194,7,0,0,0,0,0,0,0,14,207,93,0,3,3,0,0,0,0,0,6,102,3,0,0,0,0,0,0,0,0,0,3,287,7,4,3,0,0,0,0,0,20,313,9,0,0,0,0,0,0,0,0,11,17,961,18,5,3,3,0,0,0,0,79,1075,17912,2098,2850,591,692,444,291,224,141,672,25918,3928,1657,4864,873,1004,834,697,667,419,307,15253,548,149,527,94,155,174,169,233,198,149,2401,44,19,39,5,5,3,4,0,10,8,152,4528,1828,5432,980,1170,1007,874,903,635,467,17810,49,4,8,0,4,0,3,4,0,442,509,22483,3931,8290,1570,1868,1455,1169,1128,779,1578,44243
CED510,0,0,0,3,10,2158,151,129,15,6,10,8,17,3,75,2566,619,35,14,3,0,3,0,0,0,27,706,117,0,3,3,0,0,0,0,0,3,132,44,4,3,0,0,0,0,0,0,3,51,3,0,0,0,0,0,0,0,0,0,3,158,5,8,3,0,0,0,0,0,7,181,6,0,0,0,0,0,0,0,0,3,15,791,38,19,3,0,3,0,0,0,43,904,21952,5745,7120,1606,1743,1256,887,670,432,695,42099,4439,1417,2264,457,580,516,503,398,213,201,10980,420,57,124,20,34,45,65,79,54,65,959,41,8,8,3,0,0,4,0,3,5,63,4895,1481,2394,477,615,562,574,476,270,272,12011,42,3,0,0,0,5,5,0,0,26,84,26888,7231,9513,2079,2356,1826,1464,1147,701,991,54190
CED511,0,0,0,3,18,1828,44,19,3,3,4,4,3,3,73,1994,449,5,6,0,0,0,0,0,0,44,511,108,0,0,0,0,0,0,0,0,9,120,23,0,0,0,0,0,0,0,0,11,28,3,0,0,0,0,0,0,0,0,0,4,132,0,0,0,0,0,0,0,0,23,162,10,0,0,0,0,0,0,0,0,3,10,592,10,9,0,0,0,0,0,0,73,679,12953,1452,2313,611,643,395,313,251,135,741,19794,1585,653,2038,441,517,416,302,333,155,201,6636,112,36,230,36,49,80,57,58,64,67,790,22,3,25,10,3,5,0,4,9,9,92,1715,692,2292,488,571,506,362,389,218,282,7514,45,5,10,3,3,0,0,3,0,115,177,14710,2149,4611,1094,1213,901,673,642,357,1137,27487
CED512,0,0,0,15,34,1955,175,119,15,8,16,18,23,5,120,2448,333,13,18,0,0,3,0,0,4,52,428,68,0,0,0,0,0,0,0,0,10,84,14,0,3,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,78,0,3,0,0,0,0,0,3,16,106,4,0,0,0,0,0,0,0,0,41,46,422,13,24,0,3,3,0,0,3,109,579,19449,5869,10670,2112,2558,1419,953,724,385,1242,45373,3381,2483,6068,1038,1176,800,644,607,334,370,16915,340,205,282,82,69,99,82,159,139,163,1622,27,23,51,5,6,13,5,4,0,14,154,3751,2713,6407,1124,1256,911,736,776,471,547,18690,65,6,19,0,3,3,3,3,3,578,687,23257,8589,17094,3239,3820,2329,1683,1501,865,2366,64746
CED513,0,0,0,7,25,3058,50,38,4,6,0,3,4,0,148,3325,585,15,7,0,0,0,0,0,0,67,678,403,3,0,0,0,0,0,0,0,34,445,348,7,3,0,0,0,0,3,0,21,383,13,0,0,0,0,0,0,0,0,11,22,760,11,4,0,0,0,0,3,0,72,848,4,0,0,0,0,0,0,0,0,17,17,1351,22,6,0,4,0,0,3,0,152,1545,15797,2082,3149,1078,1261,847,704,692,401,750,26768,8223,2092,4703,1101,1569,1698,1820,1909,1071,742,24925,2035,305,520,140,197,253,357,491,405,402,5099,86,8,29,3,8,20,15,16,11,43,233,10342,2407,5248,1243,1777,1967,2192,2412,1478,1189,30253,41,0,4,0,7,0,0,3,3,53,106,26175,4489,8395,2323,3033,2820,2896,3112,1887,1991,57130
CED514,0,0,0,13,20,3493,72,60,11,11,9,12,5,5,128,3809,515,21,9,0,0,0,0,0,0,32,581,441,5,3,0,0,0,0,0,0,28,476,331,3,3,0,0,0,0,0,0,20,363,9,0,0,0,0,0,0,0,0,0,6,777,12,8,0,0,0,0,0,0,51,851,4,0,0,0,0,0,0,0,0,21,22,1297,27,15,3,3,3,3,0,0,103,1454,13680,2200,3074,983,1049,772,557,427,222,608,23579,10037,3204,6260,1229,1591,1585,1559,1461,776,648,28346,2439,498,830,224,305,383,396,439,430,402,6351,100,26,48,16,13,21,9,14,9,36,301,12572,3731,7146,1462,1917,1993,1966,1918,1216,1081,34995,40,0,3,0,3,4,0,0,3,62,120,26291,5935,10222,2449,2967,2766,2527,2341,1436,1757,58694
