CED_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
CED323,11,7,13,16,4,37,1620,162,48,40,12,18,19,14,20,14,41,386,7,3,0,0,0,0,0,0,0,3,15,1464,187,126,23,33,30,31,36,21,75,2021,4,0,0,0,0,0,0,0,0,8,18,4839,571,435,80,71,58,58,59,37,180,6395,3653,210,151,37,19,28,20,8,15,104,4239,1149,60,34,0,9,8,5,6,0,32,1301,206,28,32,10,12,7,10,15,3,19,344,8,0,0,0,0,0,0,0,0,0,15,1359,90,66,11,20,13,17,22,6,57,1661,8,0,0,0,0,0,0,0,0,11,20,5028,300,217,40,35,37,32,27,19,165,5919,1926,85,55,4,11,7,11,3,9,107,2225,701,16,18,0,0,0,0,0,3,25,762,219,18,13,3,7,0,3,3,3,14,284,5,0,0,0,3,0,0,0,0,0,6,929,33,22,3,6,3,3,3,3,44,1054,13,0,0,0,0,0
CED324,19,20,16,11,4,45,2763,855,217,167,56,55,84,58,71,39,144,1753,12,3,0,3,0,0,0,0,0,8,29,3086,496,308,79,75,97,74,88,49,193,4543,0,0,0,0,0,0,0,0,0,0,3,4951,641,406,87,91,108,89,92,47,241,6756,1710,60,26,8,4,3,0,9,3,28,1852,1261,63,33,6,13,3,11,10,6,30,1444,661,80,111,26,27,25,27,35,20,70,1079,19,3,0,0,0,0,0,0,0,0,21,1940,147,142,30,43,32,36,38,23,104,2543,3,0,0,0,0,0,0,0,0,3,13,3654,208,171,44,49,34,41,46,24,136,4412,819,19,3,0,3,4,0,0,0,39,884,531,19,8,0,0,0,3,0,0,22,582,423,61,43,3,8,9,8,12,3,29,593,4,0,0,0,0,0,0,0,0,0,4,960,74,52,8,8,7,11,13,3,46,1181,3,0,0,0,0,0
CED325,20,26,9,19,12,42,2758,1046,94,95,25,33,28,25,29,22,51,1450,21,0,0,0,0,3,0,0,0,0,32,3222,347,285,55,51,57,35,48,37,97,4242,4,0,0,0,0,0,0,0,0,40,44,5799,592,477,79,69,71,55,57,39,192,7431,2235,82,70,9,10,5,4,11,3,49,2479,1052,55,37,15,4,7,4,10,4,14,1196,566,41,59,12,7,22,11,4,7,29,758,14,0,3,0,0,0,0,0,0,3,15,1623,95,100,26,10,29,17,16,10,42,1978,14,0,0,0,0,0,0,0,0,17,31,3873,176,179,34,20,31,24,27,12,112,4484,1039,32,27,3,6,0,3,3,0,42,1154,422,15,11,3,10,3,3,0,0,14,483,369,39,30,3,12,3,3,5,0,7,478,3,0,0,0,0,0,0,0,0,0,4,797,54,45,9,20,8,11,11,4,27,966,10,0,0,0,0,0
CED326,15,14,10,11,8,26,1226,101,22,24,4,5,15,10,9,10,24,219,13,0,0,0,0,0,0,0,0,0,13,959,160,160,28,24,26,16,21,19,46,1463,9,0,0,0,0,0,0,0,0,0,6,3808,421,455,69,63,49,38,50,33,139,5118,3145,135,127,36,31,12,19,16,6,85,3607,653,38,41,12,7,6,8,6,4,16,790,88,17,25,8,3,5,3,5,8,9,175,3,0,0,0,0,0,0,0,0,0,4,748,55,61,16,7,14,6,13,13,29,966,5,0,0,0,0,0,0,0,0,3,7,3901,195,190,52,36,25,27,29,14,118,4582,1700,80,57,10,6,4,8,7,3,60,1934,377,4,11,0,7,3,3,0,0,17,422,86,8,13,0,0,3,3,5,0,5,112,3,0,0,0,0,0,0,0,0,0,3,463,15,21,0,7,5,6,5,0,23,540,18,0,0,0,0,0
CED327,27,28,21,22,17,61,3021,635,146,194,46,41,82,56,57,45,123,1426,18,7,8,0,0,0,0,0,0,3,32,2911,502,393,87,69,112,82,78,60,183,4471,5,0,0,0,0,0,0,0,0,6,12,5915,748,602,111,99,144,94,93,63,272,8136,2592,82,52,6,7,10,11,4,0,73,2838,1224,88,58,16,12,15,9,13,5,25,1456,438,58,109,24,27,18,19,19,24,32,766,15,0,0,0,0,0,0,0,0,3,26,1676,152,166,36,39,29,29,29,26,68,2251,13,0,0,0,0,0,0,0,0,3,21,4285,234,222,47,42,36,40,34,29,140,5105,974,46,11,3,7,0,0,0,0,50,1100,418,22,14,0,3,0,0,0,0,20,478,316,34,36,3,4,6,3,0,4,22,438,11,0,0,0,0,0,0,0,0,0,18,751,53,52,5,6,7,9,3,4,37,929,8,0,0,0,0,0
CED328,9,5,11,3,3,15,1212,94,12,19,5,4,7,9,3,10,21,183,10,0,0,0,0,0,0,0,0,0,11,1075,131,91,18,13,11,15,7,16,42,1409,0,0,0,0,0,0,0,0,0,0,0,3722,455,248,39,34,25,28,29,21,105,4705,2344,81,47,8,17,3,8,16,7,45,2571,667,22,20,3,4,5,3,6,8,14,746,78,9,23,8,11,3,10,5,3,15,156,8,0,0,0,0,0,0,0,0,0,10,755,27,42,14,15,10,8,6,9,29,914,5,0,0,0,0,0,0,0,0,0,9,3107,108,92,22,30,11,18,21,14,72,3493,1030,34,30,8,0,3,5,3,3,40,1152,301,5,5,0,4,0,4,0,0,9,340,70,4,6,0,3,4,0,0,0,3,91,5,0,0,0,0,0,0,0,0,0,3,372,13,13,3,3,10,3,0,4,15,433,3,0,0,0,0,0
CED329,8,3,3,0,0,3,472,12,6,3,3,0,0,0,0,3,3,31,3,0,0,0,0,0,0,0,0,0,9,405,43,23,9,10,4,3,0,3,5,502,3,0,3,0,0,0,0,0,0,6,10,3334,289,187,33,28,21,19,8,8,106,4025,3493,192,111,6,15,18,12,9,0,95,3956,432,14,15,0,3,0,0,4,0,18,484,15,3,0,0,0,3,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,9,450,21,17,0,3,4,0,4,0,18,516,19,0,0,0,0,0,0,0,0,4,29,3964,210,130,9,21,17,12,13,3,123,4495,1608,83,39,0,4,11,3,6,0,59,1814,230,13,5,0,0,0,0,0,0,9,255,25,0,4,0,0,0,0,0,0,3,29,4,0,0,0,0,0,0,0,0,0,7,249,15,10,0,0,0,0,0,0,15,290,11,0,0,0,0,0
CED330,4,4,0,5,0,18,671,60,10,3,3,4,4,3,3,0,3,92,3,0,0,0,0,0,0,0,0,0,5,604,71,42,6,10,9,3,9,0,22,764,9,0,0,0,0,0,0,0,0,16,23,3835,332,178,23,19,18,8,24,7,125,4568,2929,98,88,15,5,6,11,4,0,97,3263,413,25,12,4,0,0,0,0,0,12,468,61,10,0,0,0,0,0,0,0,8,77,5,0,0,0,0,0,0,0,0,0,5,482,28,13,4,3,0,0,0,0,15,548,7,0,0,0,0,0,0,0,0,6,12,3416,123,106,19,7,3,11,8,0,121,3824,1110,44,30,3,0,3,0,4,0,34,1229,200,7,8,0,0,0,0,0,0,9,225,35,0,0,0,0,3,0,0,0,3,43,4,0,0,0,0,0,0,0,0,0,4,241,5,9,0,0,3,0,0,0,15,275,3,0,0,0,0,0
CED394,0,0,0,0,0,5,51,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,3,4,0,0,0,0,0,3,9,58,0,0,0,0,0,0,0,0,0,11,17,368,23,16,3,3,4,3,5,3,42,473,371,26,10,0,0,3,0,3,4,25,447,31,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,9,12,409,29,10,0,0,5,0,3,4,31,498,50,0,0,0,0,0,0,0,3,6,64,15,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
CED397,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,8,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED401,13,9,8,14,5,51,1723,365,75,104,32,48,37,36,37,35,63,821,16,0,0,0,0,0,0,0,0,0,19,1851,148,167,49,54,43,43,54,44,115,2563,10,0,0,0,0,0,0,0,0,6,19,4505,231,219,60,71,46,45,63,46,186,5473,2452,27,26,4,3,6,0,3,0,53,2576,1510,22,14,0,0,5,5,5,5,39,1603,382,32,43,15,17,16,18,19,14,32,580,20,0,0,0,0,0,0,0,0,3,22,1914,53,54,14,15,21,18,21,24,70,2209,6,0,0,0,0,0,0,0,0,11,12,4365,77,83,14,18,29,23,30,24,130,4794,1102,11,7,0,0,3,0,0,0,39,1158,1224,10,3,3,0,0,0,0,0,31,1267,720,11,22,0,5,4,4,3,7,44,819,21,0,0,0,0,0,0,0,0,4,27,1964,18,20,3,3,4,4,3,6,84,2112,3,0,0,0,0,0
CED402,7,7,4,0,0,12,410,45,11,26,8,8,11,3,6,0,10,123,5,0,0,0,0,0,0,0,0,0,8,372,45,40,13,15,21,4,7,0,20,537,5,0,0,0,0,0,0,0,0,20,25,2165,107,85,19,26,23,11,14,6,105,2559,2093,19,14,4,4,3,0,5,0,74,2214,357,5,8,0,0,0,3,0,3,14,386,70,4,15,3,0,0,3,4,0,8,111,3,0,0,0,0,0,0,0,0,0,6,430,5,21,3,0,0,4,4,7,19,500,4,0,0,0,0,0,0,0,0,8,16,2530,25,35,6,7,3,9,3,5,103,2730,1057,13,0,0,0,0,3,0,0,46,1118,433,0,0,0,0,0,0,0,0,19,452,119,0,0,3,0,0,0,0,0,4,136,3,0,0,0,0,0,0,0,0,3,5,555,0,0,3,0,0,0,0,0,23,594,11,0,0,0,0,0
CED403,5,5,5,7,0,14,1221,125,17,39,6,16,20,19,20,26,29,325,4,0,0,0,0,0,3,0,0,3,9,1198,81,86,16,20,17,28,28,34,47,1554,3,0,0,0,0,0,0,0,0,0,5,4161,217,176,23,38,30,34,39,34,122,4876,3027,31,52,9,0,12,7,4,0,61,3214,998,9,12,0,3,0,0,8,0,22,1042,127,8,31,9,5,13,13,7,7,26,241,5,0,0,0,0,0,0,0,0,0,7,1130,21,42,9,5,13,12,17,10,47,1299,0,0,0,0,0,0,0,0,0,3,4,4160,54,93,17,8,18,17,20,13,108,4513,1619,28,16,3,0,3,3,4,0,53,1734,784,5,4,5,0,0,0,5,0,23,821,215,8,6,6,7,3,7,0,0,11,257,3,0,0,0,0,0,0,0,0,0,3,1002,14,12,5,7,8,7,4,0,29,1084,8,0,0,0,0,0
CED404,4,8,0,0,3,13,310,18,0,3,3,0,0,0,0,0,3,26,3,0,0,0,0,0,0,0,0,3,4,258,18,27,4,4,8,4,0,3,12,342,7,0,0,0,0,0,0,0,0,7,19,2603,72,65,14,7,11,5,5,6,120,2911,2400,22,14,3,0,4,0,0,0,89,2537,373,9,7,0,0,0,3,0,0,14,411,36,0,3,0,0,0,0,0,0,3,48,4,0,0,0,0,0,0,0,0,0,5,414,4,13,3,0,0,3,0,0,19,461,3,0,0,0,0,0,0,0,0,8,9,2818,30,28,3,0,4,3,3,0,115,3001,1308,0,4,0,0,0,0,0,0,63,1376,321,3,3,0,0,0,0,0,0,15,335,67,0,0,0,0,0,0,0,0,3,71,5,0,0,0,0,0,0,0,0,0,4,389,3,3,0,0,0,0,0,0,17,416,19,0,0,0,0,0
CED405,5,0,12,11,7,33,1653,262,49,46,19,13,19,20,24,20,43,526,16,0,0,0,0,0,0,0,0,3,17,1720,128,111,26,26,23,31,29,31,79,2195,10,0,0,0,0,0,0,0,0,5,14,4118,204,188,43,33,33,33,35,28,128,4850,2479,20,23,0,3,10,4,3,3,66,2613,1879,21,19,3,0,3,0,3,4,46,1985,369,25,34,5,5,8,12,7,4,28,504,24,0,0,0,0,0,0,0,0,3,27,2280,50,52,10,5,10,10,7,11,75,2520,11,0,0,0,0,0,0,0,0,6,14,4764,70,74,17,11,23,16,12,18,144,5141,1348,23,11,3,0,4,0,0,0,40,1426,1487,5,3,0,0,0,0,0,0,45,1538,819,24,21,5,0,5,3,0,0,40,914,23,0,0,0,0,0,0,0,0,3,22,2323,26,21,9,0,5,3,0,3,86,2470,15,0,0,0,0,0
CED406,0,3,3,3,3,19,897,83,23,21,12,13,9,5,10,0,7,176,3,0,0,0,0,0,0,0,0,0,11,861,81,51,13,13,15,6,9,3,27,1078,6,0,0,0,0,0,0,0,0,0,6,5096,231,170,24,21,26,13,13,15,103,5717,4118,61,65,15,12,17,4,16,4,84,4401,731,18,16,3,0,3,0,3,0,19,788,77,7,14,8,4,0,6,3,0,3,116,7,0,0,0,0,0,0,0,0,0,6,813,30,25,11,3,3,6,4,3,26,912,19,0,0,0,0,0,0,0,0,3,23,4947,86,88,25,15,26,14,22,6,110,5335,2378,45,17,0,0,0,3,4,0,70,2515,449,4,9,0,0,0,3,0,0,15,477,108,5,13,7,0,0,3,0,0,10,143,8,0,0,0,0,0,0,0,0,0,8,562,13,18,7,0,0,4,0,0,20,630,25,0,0,0,0,0
CED407,8,9,3,4,5,27,1576,301,44,54,20,18,20,31,28,24,39,577,6,0,0,0,0,0,0,0,0,5,16,1668,136,110,32,27,31,33,29,33,68,2163,7,0,0,0,0,0,0,0,0,14,18,5815,229,162,39,36,33,41,29,30,148,6573,4125,26,21,3,5,3,3,5,0,70,4261,1073,20,13,3,4,5,0,0,3,28,1149,243,31,38,7,4,9,5,16,11,33,404,12,0,0,0,0,0,0,0,0,0,12,1325,54,53,12,11,20,7,16,16,61,1566,12,0,0,0,0,0,0,0,0,9,22,5459,75,75,15,17,21,12,22,16,135,5850,2704,20,10,0,0,0,0,3,0,55,2790,736,0,7,0,0,0,3,0,0,17,760,274,4,9,3,3,0,0,0,0,14,318,10,0,0,0,0,0,0,0,0,0,10,1017,8,17,3,3,0,4,0,0,31,1090,20,0,0,0,0,0
CED408,5,3,0,0,0,7,468,13,4,6,0,0,0,0,0,3,4,37,3,0,0,0,0,0,0,0,0,0,3,412,39,24,5,7,3,0,3,3,9,507,10,0,0,0,0,0,0,0,0,0,15,4220,190,116,17,21,14,4,3,8,138,4721,4283,52,50,15,13,7,8,12,4,124,4563,479,7,4,0,0,3,0,0,0,9,508,21,0,0,0,0,3,0,4,0,0,31,3,0,0,0,0,0,0,0,0,0,3,504,10,4,3,0,4,0,3,0,12,543,10,0,0,0,0,0,0,0,0,5,15,4796,64,60,14,15,12,8,14,3,134,5122,2266,40,30,3,3,4,3,8,0,104,2452,341,3,0,3,0,0,0,0,0,4,353,27,0,0,0,0,0,0,0,0,4,37,7,0,0,0,0,0,0,0,0,0,12,379,0,0,3,0,0,0,0,0,10,399,18,0,0,0,0,0
CED409,10,12,3,0,10,57,2362,1169,130,137,39,35,31,36,28,28,69,1702,32,3,0,0,0,0,0,0,0,4,39,3234,254,237,50,40,44,38,29,37,127,4099,5,0,0,0,0,0,0,0,0,0,7,6104,315,293,63,46,52,38,32,38,205,7179,2371,17,15,0,3,0,8,4,0,72,2495,1579,20,14,8,3,4,3,9,5,42,1682,880,79,65,13,14,15,12,12,16,38,1145,30,0,3,0,0,0,0,0,0,3,36,2487,101,79,24,18,21,12,14,20,89,2861,14,0,0,0,0,0,0,0,0,3,19,4874,114,97,26,17,25,19,22,20,160,5373,1297,3,3,0,0,0,0,0,0,32,1343,1203,4,3,0,0,0,0,0,0,48,1260,1064,30,34,8,0,4,4,0,3,56,1214,27,0,0,0,0,0,0,0,0,6,31,2295,38,37,4,0,4,4,3,3,105,2504,26,0,0,0,0,0
CED410,13,20,9,7,4,54,2302,220,69,90,26,43,25,40,47,32,71,665,14,0,0,3,0,0,0,0,0,4,18,2198,213,168,45,56,42,43,53,38,129,2992,3,0,0,0,0,0,0,0,0,3,8,4764,320,225,56,62,51,51,62,42,169,5802,2823,31,29,0,3,6,0,9,0,45,2947,2560,34,19,4,8,0,0,5,3,54,2688,378,29,45,18,14,10,12,24,14,49,607,21,0,0,0,0,0,0,0,0,0,22,2960,62,69,24,21,16,19,31,21,105,3322,9,0,0,0,0,0,0,0,0,7,15,5787,95,96,27,27,18,17,38,23,160,6278,1605,25,4,4,0,0,0,0,0,56,1695,2045,7,10,4,0,0,0,0,0,53,2126,827,18,17,3,6,3,0,4,5,43,919,30,0,0,0,0,0,0,0,0,0,33,2905,25,27,11,10,3,0,3,7,97,3081,9,0,0,0,0,0
CED411,4,8,0,0,0,24,704,218,23,69,18,12,18,19,14,14,8,411,9,0,3,0,0,0,0,0,0,0,13,791,71,111,21,20,26,22,15,11,36,1130,5,0,0,0,0,0,0,0,0,0,12,5472,143,173,30,21,29,23,21,11,174,6109,3866,39,20,7,3,3,3,0,0,92,4026,559,9,7,0,0,5,0,0,0,16,604,171,9,20,3,4,4,0,7,9,4,234,7,0,0,0,0,0,0,0,0,3,13,733,24,24,5,5,10,0,7,9,31,854,14,0,0,0,0,0,0,0,0,8,18,4617,57,48,8,9,14,6,7,9,124,4903,2635,13,10,3,4,0,0,0,0,106,2772,397,3,0,0,0,0,0,0,0,17,418,174,8,10,4,3,3,3,0,3,12,217,8,0,0,0,0,0,0,0,0,4,14,577,10,10,4,3,3,3,0,3,37,644,24,0,0,0,0,0
CED494,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,6,6,62,0,14,0,0,0,0,0,0,15,92,43,3,0,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,48,3,3,0,0,0,0,0,0,3,61,7,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED501,23,15,16,8,5,16,895,76,14,16,4,9,20,5,9,11,19,179,12,0,0,0,0,0,0,0,0,0,15,679,100,125,27,28,29,24,18,14,35,1089,7,0,0,0,0,0,0,0,0,13,23,5310,424,532,97,119,87,65,36,29,157,6849,3997,124,143,29,18,21,22,15,4,108,4484,480,17,31,9,0,4,8,3,3,8,562,73,8,11,3,3,5,0,0,5,7,113,4,0,0,0,0,0,0,0,0,0,3,554,23,39,16,3,7,7,7,12,17,686,10,0,0,0,0,0,0,0,0,3,13,4557,146,181,42,22,35,33,21,14,133,5187,2454,76,59,10,6,9,5,0,4,95,2707,250,0,11,3,0,0,4,0,0,9,283,56,3,3,0,0,0,0,0,3,5,67,4,0,0,0,0,0,0,0,0,4,5,307,8,12,3,0,4,4,0,4,19,362,16,0,0,0,0,0
CED502,34,40,16,21,15,39,2184,302,52,128,25,45,41,39,35,35,88,791,15,0,6,0,0,0,0,0,0,3,17,1757,305,396,77,77,74,56,53,58,134,2995,6,0,0,0,0,0,3,0,0,17,25,6372,612,681,118,120,113,90,69,60,240,8469,3821,83,70,21,12,9,10,6,3,87,4129,938,49,56,13,11,11,6,3,14,30,1136,225,22,65,18,20,11,9,26,18,31,446,9,0,0,0,0,0,0,0,0,0,13,1177,69,120,31,33,28,15,30,30,66,1597,4,0,0,0,0,0,0,0,0,10,16,5003,157,195,55,46,39,30,36,34,160,5741,2038,50,32,8,4,3,9,0,0,55,2206,412,15,19,0,4,3,0,5,3,11,462,155,22,36,3,3,3,3,3,5,13,246,4,0,0,0,0,0,0,0,0,3,7,572,35,53,3,8,6,3,5,8,24,716,15,0,0,0,0,0
