CED_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
CED329,66,3240,286,3597,493,8200,639,9326,206,3761,271,4244,158,2695,320,3173,277,4994,665,5934,352,6523,825,7696,577,8214,897,9684,909,9215,944,11069,1194,8393,920,10506,822,3442,487,4749,443,720,182,1351,5501,59402,6435,71334,56,3136,263,3457,263,7809,563,8635,126,3544,240,3913,91,2553,237,2873,190,5577,450,6215,316,7363,614,8292,593,9434,804,10830,885,9877,912,11675,879,8346,854,10079,828,3443,471,4749,939,742,362,2043,5161,61834,5773,72763,123,6377,550,7047,753,16011,1201,17970,333,7310,512,8152,249,5243,559,6046,471,10566,1117,12156,668,13889,1440,15987,1167,17648,1704,20511,1796,19100,1856,22748,2066,16740,1775,20585,1655,6889,954,9494,1382,1464,549,3396,10656,121235,12206,144098
CED330,83,4472,348,4906,591,10645,769,12005,226,4977,381,5591,146,3819,391,4350,210,7122,849,8188,257,8974,919,10154,454,10107,995,11550,635,8337,864,9835,772,6153,634,7559,520,2247,252,3017,341,363,102,806,4242,67224,6492,77955,50,4233,336,4614,296,10351,730,11380,124,4864,383,5371,84,3964,352,4404,135,7832,712,8685,297,9822,847,10960,461,10548,985,11991,566,8366,804,9729,633,5953,555,7150,656,2044,292,2995,661,377,167,1211,3960,68362,6156,78484,137,8708,681,9525,889,20994,1502,23383,350,9839,769,10954,228,7784,738,8755,344,14957,1564,16871,555,18803,1760,21112,912,20659,1978,23543,1196,16699,1666,19566,1404,12104,1187,14701,1173,4294,539,6013,1001,748,269,2018,8200,135588,12647,156437
CED394,0,149,26,182,15,201,33,249,8,165,39,212,10,435,120,559,23,942,321,1288,27,619,315,964,47,648,271,975,82,811,251,1147,103,847,162,1120,28,164,38,225,14,8,3,19,361,4983,1593,6937,0,135,20,160,4,200,36,233,9,161,32,203,5,454,116,576,10,779,217,1005,25,357,137,514,31,507,153,688,88,962,179,1224,60,624,113,798,23,100,29,153,7,6,5,18,258,4285,1032,5572,0,285,47,339,23,397,72,489,16,324,69,408,14,890,231,1133,37,1718,537,2293,51,976,451,1485,85,1158,423,1663,172,1768,435,2373,161,1478,279,1916,52,262,64,381,20,13,7,44,622,9271,2618,12510
CED397,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,4,0,9,0,7,0,11,0,10,0,12,0,7,0,15,0,13,0,7,0,7,0,0,0,0,7,57,4,66,0,3,0,3,0,0,0,0,0,4,0,5,0,5,0,4,0,6,0,6,0,4,0,3,0,8,0,7,0,19,4,19,0,12,4,16,0,7,0,7,0,0,0,0,0,70,13,87,0,3,0,3,0,4,0,4,0,8,3,11,0,3,3,11,0,9,0,11,0,13,0,14,0,20,0,24,0,26,4,30,0,30,4,33,0,10,0,16,0,3,0,4,7,126,17,150
CED401,63,4001,243,4302,298,7210,350,7857,115,4464,229,4808,79,7256,545,7882,175,13334,1137,14649,212,10089,818,11120,388,9011,789,10188,444,8123,638,9202,470,5436,450,6354,625,2336,211,3171,715,695,109,1520,3585,71960,5521,81061,36,3806,216,4055,135,7319,335,7781,50,4293,222,4565,69,7146,488,7702,153,13008,922,14083,218,9687,595,10499,374,9109,636,10111,502,8488,602,9584,597,5995,466,7062,1080,2781,298,4150,1566,1019,188,2775,4775,72640,4966,82378,96,7805,458,8363,433,14527,688,15642,166,8756,450,9373,149,14408,1028,15585,329,26335,2063,28731,429,19773,1416,21621,760,18119,1420,20301,951,16602,1240,18789,1065,11432,920,13416,1700,5116,509,7323,2282,1710,300,4292,8361,144591,10482,163442
CED402,70,3824,285,4183,486,8651,554,9690,197,4112,264,4570,115,3529,363,4009,192,7128,849,8161,258,7488,939,8682,417,9250,940,10605,628,9323,798,10749,779,7391,723,8898,660,3379,349,4390,538,833,168,1535,4340,64905,6230,75467,38,3789,277,4115,231,8144,499,8878,98,3995,217,4304,88,3214,238,3544,171,7095,522,7786,272,7656,556,8488,459,9182,719,10362,611,9111,722,10447,675,7308,659,8643,872,3678,386,4939,1138,1070,317,2534,4664,64248,5121,74031,109,7618,564,8294,719,16796,1051,18563,289,8102,481,8878,205,6739,603,7553,361,14217,1370,15951,531,15149,1495,17175,873,18437,1651,20964,1242,18426,1524,21194,1456,14699,1383,17539,1531,7060,733,9327,1678,1903,486,4071,9000,129153,11346,149502
CED403,63,3870,181,4111,375,7761,257,8392,133,4352,187,4667,85,4447,209,4734,192,7651,395,8234,207,8380,414,8996,302,8637,452,9395,416,8158,468,9038,473,6333,379,7188,553,2957,249,3756,624,983,118,1730,3419,63519,3308,70246,25,3472,129,3626,187,7728,312,8227,83,4417,155,4656,66,4434,200,4701,165,8201,393,8758,196,8968,377,9542,357,9512,440,10308,495,9034,429,9962,483,7000,454,7940,859,3536,298,4696,1591,1371,219,3181,4512,67672,3404,75585,86,7342,304,7738,562,15485,569,16622,217,8774,333,9325,148,8880,405,9434,356,15849,790,16992,403,17348,790,18541,660,18151,893,19703,908,17193,899,18997,951,13335,840,15127,1411,6494,545,8454,2222,2351,333,4909,7934,131192,6711,145836
CED404,74,3836,371,4281,438,7880,680,8996,166,3651,296,4115,116,3231,407,3748,201,6931,1036,8178,230,6887,879,7992,459,8791,1027,10271,776,9134,968,10874,932,7149,726,8806,653,3311,361,4320,487,723,153,1366,4529,61523,6895,72947,31,3718,321,4073,223,7630,678,8525,88,3335,291,3713,85,3041,294,3420,171,7008,695,7868,240,6926,608,7765,490,8465,794,9747,615,8747,851,10209,769,6950,669,8387,929,3317,383,4622,1042,916,283,2241,4670,60047,5856,70571,105,7561,689,8354,657,15508,1354,17525,254,6982,587,7824,196,6274,699,7175,373,13941,1729,16049,470,13814,1481,15764,947,17253,1821,20014,1387,17878,1816,21078,1700,14097,1395,17194,1577,6625,743,8947,1530,1644,437,3613,9195,121573,12751,143526
CED405,76,3825,201,4099,305,6708,314,7327,115,3786,158,4061,105,4968,264,5336,159,10077,620,10851,210,8807,546,9562,356,8971,569,9890,441,7888,493,8824,546,6071,410,7020,768,3242,283,4294,760,1069,164,1992,3843,65410,4018,73267,31,3538,201,3762,140,6508,275,6921,67,3746,146,3964,67,4995,264,5327,157,10406,600,11158,184,8888,494,9567,348,9117,514,9978,529,8795,520,9851,580,7069,440,8087,1254,4044,366,5660,1810,1557,335,3696,5171,68652,4157,77977,104,7356,403,7863,447,13212,595,14250,184,7536,304,8022,173,9967,527,10666,314,20475,1216,22010,395,17694,1042,19129,707,18084,1082,19871,975,16691,1014,18674,1123,13132,848,15105,2021,7284,649,9958,2574,2627,491,5693,9009,134060,8179,151243
CED406,90,4550,240,4883,748,8378,454,9578,220,4120,210,4552,155,4173,237,4567,252,8868,534,9650,281,8643,532,9455,393,8599,508,9508,579,7704,527,8807,735,5826,429,6992,569,2375,268,3205,416,558,129,1107,4428,63797,4080,72306,66,4380,270,4714,349,8191,421,8966,130,4083,212,4431,105,4156,232,4499,213,9228,518,9959,321,8988,555,9862,493,9053,545,10086,696,8669,527,9895,651,6576,502,7723,791,2570,299,3661,879,690,248,1814,4696,66579,4333,75606,152,8934,510,9594,1097,16574,882,18544,350,8211,422,8980,261,8333,474,9062,461,18098,1056,19610,604,17629,1086,19318,885,17649,1052,19590,1272,16373,1052,18704,1386,12400,929,14712,1359,4943,572,6869,1295,1245,379,2917,9120,130375,8411,147908
CED407,120,4281,204,4602,573,8231,348,9158,200,4425,169,4791,114,4790,252,5156,192,9214,705,10114,213,9312,653,10182,310,9037,561,9908,388,7548,398,8338,594,5977,351,6922,553,2759,220,3532,413,631,103,1149,3672,66204,3973,73851,47,4128,199,4370,265,8081,301,8636,95,4170,182,4447,77,4262,188,4531,186,9528,512,10223,226,9322,468,10015,388,9378,465,10230,558,8445,418,9413,656,6793,387,7835,853,2969,264,4085,947,747,177,1865,4295,67826,3545,75662,160,8415,397,8975,835,16308,648,17796,296,8596,355,9238,195,9046,442,9686,378,18743,1215,20342,440,18633,1127,20198,702,18410,1027,20136,947,15992,815,17752,1249,12774,733,14758,1406,5729,485,7620,1359,1381,276,3013,7968,134021,7522,149513
CED408,61,3344,195,3602,442,7976,431,8857,141,4037,215,4391,92,3089,201,3384,122,5267,383,5773,195,6996,530,7718,264,8857,592,9718,448,9154,673,10285,612,8071,574,9268,514,3516,314,4338,495,823,114,1439,3410,61135,4230,68768,31,3297,199,3530,194,7948,423,8565,84,3817,217,4116,70,2888,153,3108,120,5682,365,6169,196,7814,513,8517,299,9452,586,10341,408,9843,686,10944,555,8495,597,9651,731,3479,306,4520,1000,972,164,2144,3692,63692,4210,71592,96,6644,394,7135,634,15928,859,17423,227,7850,430,8507,163,5973,356,6492,239,10953,752,11939,391,14808,1039,16234,567,18309,1174,20052,862,19001,1366,21226,1173,16569,1175,18915,1244,6999,618,8858,1497,1799,279,3578,7099,124822,8441,140367
CED409,105,5014,331,5455,682,8810,519,10007,227,4724,266,5215,159,5188,324,5666,282,11149,664,12095,344,9932,630,10902,571,10141,645,11352,862,8414,543,9819,850,4945,392,6192,788,2211,227,3228,630,579,94,1300,5499,71107,4635,81238,66,4725,274,5063,287,8834,522,9643,127,4557,259,4946,120,5221,281,5620,239,11558,637,12432,337,9991,593,10920,729,10354,626,11706,923,8692,604,10216,870,5359,412,6639,1353,2715,277,4340,1379,745,197,2318,6432,72746,4670,83849,174,9742,605,10516,966,17644,1039,19650,355,9286,528,10164,277,10411,600,11289,525,22710,1293,24527,685,19918,1220,21823,1294,20490,1272,23055,1787,17100,1147,20034,1723,10300,808,12835,2139,4925,507,7564,2010,1317,289,3618,11930,143848,9303,165086
CED410,52,3830,142,4030,347,8001,304,8653,103,4294,176,4569,56,4538,166,4756,165,8665,387,9212,181,8704,432,9313,301,8946,500,9747,344,7236,347,7927,483,5920,327,6735,756,3549,258,4557,828,976,147,1949,3613,64658,3177,71450,26,3713,140,3877,156,7506,279,7939,63,4406,152,4617,59,4314,162,4537,129,9070,390,9592,204,9276,409,9889,314,9487,411,10221,426,8390,404,9225,617,7342,443,8397,1369,4087,362,5818,1938,1403,265,3603,5312,68999,3407,77712,85,7544,280,7909,502,15508,579,16593,166,8696,324,9184,116,8853,329,9294,294,17735,771,18806,386,17983,837,19204,614,18433,913,19962,770,15624,756,17149,1102,13263,767,15135,2125,7636,616,10377,2767,2379,414,5555,8925,133650,6586,149164
CED411,182,5670,463,6314,1004,10116,814,11924,317,5033,325,5679,230,5211,376,5813,346,9848,804,11001,389,8838,745,9970,609,9855,785,11253,821,8488,764,10073,815,5461,498,6776,679,2665,251,3599,498,616,121,1241,5889,71806,5951,83654,101,5397,438,5936,415,10161,690,11262,173,4821,342,5340,143,5120,407,5680,305,10507,779,11588,415,8994,656,10065,720,10002,772,11503,893,8297,660,9852,793,5741,535,7074,1040,2894,357,4294,1026,747,188,1961,6039,72684,5831,84558,284,11069,898,12250,1419,20277,1498,23193,489,9858,672,11016,377,10334,784,11492,653,20355,1585,22590,806,17830,1398,20039,1330,19860,1563,22759,1713,16786,1423,19924,1610,11207,1040,13852,1727,5556,610,7894,1524,1371,309,3201,11933,144493,11778,168212
CED494,0,43,7,50,10,46,6,56,0,80,12,95,0,132,29,161,9,285,55,349,19,188,72,280,10,177,91,282,22,160,52,239,15,127,27,168,5,29,0,43,4,3,0,13,106,1260,372,1734,0,34,6,43,4,61,6,68,0,62,10,80,3,83,14,99,10,166,40,209,8,97,36,140,15,127,47,192,15,132,24,164,10,72,13,97,8,11,4,21,8,5,0,7,72,851,209,1129,3,75,7,91,10,104,13,129,4,142,24,173,3,213,47,266,20,445,91,556,19,285,107,421,27,309,143,474,31,291,79,403,30,201,45,271,9,42,8,59,16,9,3,22,173,2114,580,2863
CED497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
CED501,102,5973,459,6534,514,10924,739,12184,163,4805,414,5385,132,4979,734,5840,183,11010,1561,12749,182,10157,1250,11589,320,9626,1028,10976,395,6693,669,7760,557,4340,483,5381,529,1988,273,2793,258,440,109,811,3339,70939,7722,82002,51,5803,412,6269,243,10618,747,11608,104,4690,333,5122,73,5000,476,5546,180,11848,1020,13048,229,10572,765,11564,344,9779,757,10877,490,6885,587,7963,497,4687,445,5634,620,2222,322,3165,591,450,184,1232,3423,72556,6053,82028,154,11783,872,12804,761,21545,1488,23792,266,9492,745,10509,198,9978,1211,11385,363,22854,2583,25801,408,20728,2016,23156,661,19401,1786,21851,885,13580,1254,15721,1053,9029,930,11015,1147,4207,603,5955,854,891,293,2037,6764,143491,13772,164031
CED502,106,6358,378,6845,462,10955,623,12043,190,5109,297,5597,114,5371,528,6013,194,12629,1215,14043,207,11334,1062,12600,247,9639,770,10658,374,7224,529,8122,456,4609,373,5444,396,1828,211,2443,248,368,111,727,2996,75431,6104,84529,46,6156,384,6594,221,10571,533,11324,99,4962,250,5306,88,5225,308,5624,165,13142,749,14055,219,11382,652,12258,331,9781,550,10661,458,7768,510,8740,489,4813,385,5687,608,1995,286,2890,491,412,207,1112,3226,76211,4817,84254,155,12518,767,13438,685,21527,1160,23368,284,10080,542,10904,205,10592,834,11633,360,25779,1963,28094,428,22717,1719,24861,580,19420,1327,21317,833,14990,1037,16860,949,9420,762,11129,1012,3823,497,5331,736,777,322,1842,6218,151641,10919,168783
CED503,58,4347,309,4723,395,8713,595,9702,129,4076,277,4486,92,3702,263,4060,172,7357,752,8279,167,7580,804,8554,255,8674,840,9770,424,7621,751,8795,660,6818,657,8136,666,3303,385,4360,437,674,150,1267,3467,62867,5790,72126,43,4077,292,4416,188,8514,576,9282,78,4094,217,4390,69,3685,237,3992,114,8027,562,8697,183,8250,610,9041,316,9005,663,9988,493,8390,671,9553,563,7035,596,8197,829,3381,400,4612,788,750,176,1717,3662,65221,5007,73891,106,8430,600,9133,585,17229,1170,18985,209,8175,500,8882,156,7384,506,8051,281,15384,1315,16981,352,15830,1414,17601,572,17677,1501,19755,924,16005,1418,18346,1222,13853,1256,16328,1499,6688,789,8972,1229,1426,326,2976,7131,128086,10802,146019
CED504,57,5065,288,5406,387,9719,449,10549,132,4971,261,5366,120,4667,292,5080,162,9806,601,10565,177,9883,582,10648,267,9172,598,10036,338,6891,454,7683,433,4355,327,5118,393,1665,155,2219,331,290,58,679,2794,66485,4069,73346,53,4876,262,5192,194,9573,417,10184,74,4646,201,4923,56,4332,257,4640,136,10099,560,10800,168,10112,487,10760,285,9431,503,10217,439,7202,424,8064,492,4645,310,5448,676,1903,203,2779,697,364,113,1177,3261,67189,3738,74189,104,9943,551,10596,576,19293,868,20733,209,9618,464,10291,175,9003,547,9722,303,19909,1161,21368,346,19997,1063,21411,547,18600,1099,20253,779,14093,873,15747,926,9004,642,10569,1070,3568,358,4999,1026,656,168,1850,6054,133680,7804,147538
CED505,32,3585,249,3861,205,8578,423,9203,78,4290,201,4562,61,4702,305,5069,99,9442,945,10488,105,8272,680,9062,135,8354,632,9128,201,7016,568,7782,286,5077,440,5797,356,2636,266,3263,442,740,136,1316,1996,62688,4841,69528,29,3314,200,3541,105,8001,350,8454,50,4256,181,4487,45,4519,297,4862,90,9942,936,10970,102,8985,595,9683,146,9208,591,9948,252,7559,561,8374,303,5692,484,6475,659,3205,393,4265,1115,1113,283,2507,2898,65789,4873,73563,64,6890,447,7402,310,16579,772,17655,125,8543,380,9050,107,9226,599,9936,185,19382,1883,21453,209,17255,1273,18743,280,17562,1225,19069,450,14569,1129,16151,589,10764,924,12270,1016,5844,662,7523,1555,1852,420,3824,4897,128480,9715,143086
CED506,66,5981,774,6810,312,10932,1268,12520,104,4322,524,4953,79,4479,826,5385,136,13859,3035,17030,147,12889,2637,15662,276,12362,2279,14915,431,9796,1593,11812,530,5082,724,6339,417,1831,289,2537,252,381,97,735,2751,81909,14040,98704,45,5585,772,6397,163,10501,1188,11859,62,3856,421,4340,56,4130,619,4803,114,12019,1822,13947,166,10489,1449,12103,291,9929,1419,11641,391,7939,1056,9389,406,4263,565,5233,490,1697,258,2440,432,362,110,908,2612,70774,9678,83060,104,11562,1544,13214,479,21438,2456,24378,171,8175,942,9290,137,8613,1443,10185,249,25875,4857,30981,312,23372,4084,27767,567,22287,3701,26557,818,17734,2647,21203,936,9341,1288,11573,909,3523,543,4975,686,743,206,1639,5362,152690,23713,181764
CED507,60,4569,340,4975,357,9600,710,10660,135,4292,335,4764,99,3041,273,3421,145,7299,811,8262,161,8614,937,9711,259,8923,941,10122,379,8028,830,9237,536,6172,665,7376,457,2529,325,3317,394,553,104,1053,2986,63611,6282,72885,20,4271,311,4603,172,9397,641,10208,67,4015,312,4389,49,3021,253,3329,132,8148,660,8938,170,9261,742,10171,291,9441,758,10487,398,8744,780,9922,465,6227,617,7312,694,2737,404,3836,804,716,174,1692,3256,65973,5662,74891,79,8840,653,9578,529,18994,1350,20870,204,8303,649,9156,150,6070,531,6747,277,15443,1473,17195,337,17872,1682,19887,542,18363,1698,20602,775,16771,1607,19154,1005,12404,1282,14687,1153,5268,730,7150,1196,1263,282,2742,6243,129586,11936,147768
CED508,65,4646,303,5010,346,8258,453,9048,113,3905,251,4266,83,4107,315,4507,151,10258,948,11362,144,10300,863,11301,229,9253,781,10264,316,7134,580,8023,414,4512,413,5344,480,2057,325,2855,306,411,163,881,2635,64829,5398,72863,31,4651,273,4963,189,8095,464,8747,69,3918,202,4195,67,4246,314,4621,119,11047,904,12069,201,10401,728,11334,271,9526,661,10455,389,7677,574,8641,449,4895,459,5806,719,2304,374,3393,735,572,352,1663,3243,67325,5310,75880,97,9298,579,9970,533,16348,912,17798,190,7820,456,8458,150,8350,633,9126,267,21305,1852,23426,346,20699,1590,22638,497,18783,1440,20718,703,14805,1153,16661,861,9408,876,11152,1197,4353,697,6250,1050,978,513,2544,5882,132155,10706,148744
CED509,60,4287,279,4625,384,8581,455,9415,125,4470,268,4865,101,4184,519,4802,175,8508,1370,10053,172,8574,1165,9907,225,9046,957,10220,344,7503,750,8602,464,5481,485,6439,478,2279,290,3052,311,464,126,901,2839,63387,6653,72879,38,4004,244,4288,177,8169,413,8756,64,4116,246,4430,75,3854,293,4229,137,8650,576,9361,195,8843,559,9596,289,9115,600,10001,349,7741,538,8623,461,5656,478,6597,623,2522,297,3449,650,553,221,1424,3057,63226,4462,70743,100,8293,522,8916,555,16751,874,18177,190,8586,509,9292,176,8039,810,9028,311,17160,1940,19416,367,17414,1722,19500,510,18160,1559,20220,687,15246,1291,17223,930,11142,966,13032,1102,4805,589,6501,963,1020,340,2322,5897,126610,11120,143626
CED510,52,3869,154,4078,312,9175,298,9783,124,4836,208,5161,81,4543,202,4834,129,7313,455,7895,90,8464,505,9054,129,9843,471,10446,200,8678,481,9353,316,5431,295,6040,267,1779,123,2172,246,418,57,727,1935,64350,3254,69543,22,3682,128,3828,161,8788,317,9271,87,4574,168,4829,43,4152,171,4364,95,7175,324,7594,119,9262,411,9786,172,10675,431,11274,260,9148,411,9820,281,5401,318,6006,473,2052,188,2715,598,510,112,1221,2320,65419,2980,70718,72,7549,281,7903,476,17962,621,19058,208,9408,375,9990,129,8697,374,9196,225,14491,774,15489,204,17725,917,18840,303,20515,907,21724,459,17828,895,19177,598,10831,620,12039,746,3835,309,4880,847,934,172,1954,4253,129767,6237,140258
CED511,54,4624,510,5188,365,9445,904,10711,142,4218,448,4813,98,3653,483,4237,176,8146,1392,9707,186,8285,1243,9712,261,9868,1303,11439,504,9337,1222,11065,594,6649,823,8067,534,2759,406,3696,367,627,142,1134,3276,67607,8875,79764,43,4362,438,4838,144,9313,854,10307,79,3947,368,4391,67,3166,358,3588,130,8374,968,9471,203,8554,885,9640,373,9466,1015,10854,502,8954,1012,10469,543,6113,744,7389,693,2819,449,3959,725,680,252,1657,3484,65745,7324,76555,94,8985,943,10024,508,18756,1762,21021,219,8169,814,9200,164,6818,837,7822,304,16518,2359,19182,383,16844,2120,19349,635,19335,2320,22291,1001,18291,2239,21533,1132,12762,1567,15458,1225,5571,853,7652,1086,1308,392,2787,6766,133353,16206,156323
CED512,106,6733,550,7388,580,12534,969,14082,180,5736,380,6300,108,5250,497,5862,155,12043,1320,13513,147,11504,1187,12831,249,10919,1057,12229,326,7270,727,8321,456,5043,494,5992,379,2140,263,2777,216,358,109,682,2898,79519,7553,89974,61,6384,562,7001,249,11998,936,13184,100,5474,378,5951,69,5346,488,5908,161,13340,1210,14715,191,12246,1097,13530,282,11440,954,12684,411,7760,706,8872,417,5183,511,6111,533,2012,280,2827,451,358,201,1011,2929,81542,7325,91795,162,13116,1109,14389,833,24530,1907,27265,277,11210,757,12247,185,10601,989,11766,317,25380,2532,28235,335,23744,2285,26362,529,22362,2013,24907,736,15028,1429,17194,871,10223,1004,12101,909,4149,543,5602,660,711,313,1691,5826,161058,14877,181763
CED513,41,3891,297,4234,194,6275,390,6860,56,3058,202,3321,64,4819,535,5408,106,14732,1793,16629,135,10345,1050,11538,232,8727,832,9788,311,7149,682,8147,412,4659,484,5554,537,2045,269,2850,466,517,152,1137,2557,66219,6682,75460,21,3637,267,3925,95,6003,328,6429,49,3183,238,3473,55,5038,568,5662,119,14542,1634,16290,153,10056,872,11079,228,8330,702,9258,336,7272,617,8220,467,4686,462,5623,866,2304,340,3518,1128,695,326,2154,3526,65759,6352,75634,67,7532,561,8163,296,12281,718,13286,107,6247,443,6792,120,9857,1098,11074,222,29273,3420,32922,285,20405,1921,22614,458,17051,1534,19045,648,14420,1295,16362,878,9346,951,11175,1398,4351,613,6360,1598,1216,481,3289,6078,131977,13036,151089
CED514,51,4586,333,4968,237,7203,438,7880,94,3349,198,3640,71,4359,299,4725,146,12737,1118,13993,163,9716,735,10616,266,8164,624,9058,346,6615,484,7444,405,4820,391,5615,579,2612,283,3479,415,628,146,1186,2764,64790,5048,72601,28,4290,307,4620,121,7276,483,7873,45,3567,174,3789,46,4307,286,4634,130,12498,950,13579,187,9709,694,10586,269,8263,517,9051,410,7289,519,8220,504,5693,458,6650,903,3083,389,4375,863,847,282,1998,3506,66824,5059,75389,74,8880,637,9591,357,14476,916,15755,145,6913,372,7431,110,8664,583,9361,274,25234,2067,27578,346,19426,1433,21203,536,16431,1142,18110,753,13908,1006,15664,908,10513,845,12267,1489,5699,668,7856,1278,1474,435,3184,6269,131614,10106,147992
