CED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
CED401,4,211,3,218,..,658,15,669,3,672,..,416,35,449,9,452,..,242,22,264,9,270,..,112,33,148,0,145,..,56,6,64,0,60,..,1316,306,1625,7,1633,..,2844,1039,3885,76,3958,..,19818,3920,23735,234,23976,..,184,51,238,4829,5068,52019,20001,3970,23976,5067,81061,53133,..,..,..,..,53133,..,62,0,59,0,59,..,441,126,572,12,583,..,66,6,74,0,74,..,986,269,1253,12,1264,..,3447,869,4314,14,4332,..,271,88,357,3,358,..,4699,1225,5930,32,5960,..,198,33,231,3,233,..,103,0,106,0,102,..,269,14,282,3,284,..,348,14,368,0,370,..,2050,568,2617,30,2644,..,243,32,277,0,277,..,656,61,716,4,721,..,669,108,780,16,787,..,202,14,214,0,214,..,187,15,200,3,205,..,933,188,1120,6,1127,..,2887,410,3301,29,3328,..,1659,312,1974,24,1999,..,230,38,266,0,266,..,354,108,459
CED402,9,30,0,30,..,366,27,388,3,394,..,24,5,28,0,28,..,39,9,49,0,49,..,26,5,34,0,37,..,51,13,60,3,62,..,95,56,152,3,159,..,707,407,1109,25,1134,..,3508,1017,4527,77,4605,..,199,14,218,5411,5630,65243,3706,1038,4744,5487,75467,65005,..,..,..,..,65005,..,81,0,81,0,81,..,47,13,65,3,63,..,137,0,141,5,145,..,37,19,58,0,58,..,181,228,412,3,421,..,13,19,38,0,37,..,238,267,506,3,508,..,63,5,65,0,65,..,93,4,92,0,92,..,55,6,61,0,61,..,233,3,233,0,233,..,369,97,468,8,477,..,22,0,22,0,22,..,43,4,50,0,51,..,211,65,282,7,289,..,13,3,20,0,20,..,28,3,29,0,29,..,13,3,19,0,17,..,333,85,415,9,422,..,375,48,424,5,428,..,36,3,42,3,47,..,20,18,38
CED403,0,65,0,65,..,449,32,480,0,481,..,190,10,195,4,204,..,130,3,136,0,136,..,34,3,33,0,34,..,25,3,24,0,24,..,147,61,204,0,208,..,1223,282,1506,37,1542,..,8559,1385,9941,89,10035,..,158,29,182,2707,2888,57323,8712,1408,10129,2801,70246,61158,..,..,..,..,61158,..,142,0,142,4,143,..,430,170,599,0,600,..,14,0,14,0,14,..,353,88,443,4,442,..,1410,367,1778,10,1789,..,100,34,131,0,129,..,1865,493,2355,11,2365,..,108,14,123,3,126,..,229,6,235,0,236,..,192,3,193,0,193,..,434,11,446,3,444,..,942,152,1093,7,1101,..,120,3,126,0,126,..,257,22,277,3,282,..,178,25,201,0,201,..,120,9,124,0,124,..,130,21,155,0,155,..,266,24,287,3,290,..,1079,100,1181,7,1186,..,561,43,612,4,616,..,172,20,194,0,194,..,162,43,204
CED404,0,15,0,15,..,252,8,258,4,263,..,56,3,62,6,66,..,36,3,37,0,37,..,24,4,25,0,25,..,3,0,5,0,5,..,23,9,30,0,27,..,370,65,432,13,440,..,3143,383,3528,62,3592,..,245,26,271,6121,6390,62971,3388,411,3801,6182,72947,61624,..,..,..,..,61624,..,139,3,141,0,141,..,9,3,14,0,14,..,1022,166,1186,29,1218,..,23,5,31,0,31,..,78,22,98,3,99,..,4,4,5,0,5,..,102,28,134,6,141,..,65,14,75,0,75,..,65,0,65,0,65,..,50,0,51,0,51,..,153,4,162,0,163,..,145,29,180,0,176,..,31,9,35,0,35,..,58,3,57,0,57,..,68,4,73,0,73,..,43,7,52,0,52,..,31,3,32,0,32,..,23,0,29,0,29,..,250,24,271,0,271,..,204,33,233,5,231,..,16,0,17,0,17,..,7,0,11
CED405,6,93,0,89,..,573,40,612,8,614,..,283,27,314,3,311,..,120,6,128,0,128,..,69,18,83,0,83,..,15,4,20,0,20,..,262,67,323,3,329,..,1663,362,2021,54,2074,..,14359,2210,16570,198,16771,..,196,43,239,3356,3597,52897,14560,2257,16814,3556,73267,56131,..,..,..,..,56131,..,96,4,94,0,94,..,465,156,622,3,627,..,27,3,33,0,33,..,521,162,682,6,686,..,1475,367,1849,17,1862,..,100,48,145,0,145,..,2097,582,2675,22,2695,..,211,37,246,0,252,..,99,0,106,0,106,..,171,13,185,0,185,..,295,9,302,4,308,..,2571,519,3086,30,3121,..,141,14,156,3,153,..,517,44,561,6,565,..,674,101,776,7,785,..,85,5,88,0,88,..,175,34,207,6,207,..,553,59,615,3,616,..,2146,262,2407,21,2427,..,2093,390,2487,32,2515,..,130,22,151,3,150,..,112,32,141
CED406,3,26,0,26,..,255,7,267,4,263,..,171,19,194,0,196,..,40,0,42,0,42,..,28,9,30,0,34,..,17,0,21,0,19,..,49,15,59,0,61,..,678,157,832,24,858,..,4360,550,4905,77,4985,..,180,16,197,3451,3650,63672,4531,566,5105,3527,72306,66092,..,..,..,..,66092,..,175,5,182,0,184,..,265,28,295,0,295,..,44,4,44,5,51,..,98,37,135,0,135,..,327,97,427,4,427,..,16,0,22,0,22,..,441,142,584,4,583,..,87,15,99,0,99,..,176,3,178,0,180,..,99,4,101,0,100,..,355,7,366,9,372,..,235,30,266,9,270,..,16,3,18,0,18,..,132,9,140,4,145,..,92,14,104,0,105,..,35,3,31,0,31,..,100,24,123,0,123,..,60,4,66,0,66,..,421,57,483,0,488,..,220,22,235,3,244,..,86,9,93,0,93,..,29,6,37
CED407,8,65,0,64,..,503,27,530,8,539,..,291,37,328,5,329,..,138,9,144,0,144,..,37,5,43,0,43,..,54,3,50,0,50,..,807,217,1024,5,1026,..,2213,602,2817,54,2866,..,11056,1944,12996,129,13127,..,191,28,216,3332,3552,57172,11244,1969,13214,3465,73851,58782,..,..,..,..,58782,..,115,0,116,3,115,..,559,119,674,9,679,..,24,0,24,0,20,..,280,105,383,3,384,..,899,269,1173,4,1178,..,45,15,64,0,64,..,1224,390,1615,9,1624,..,161,26,184,3,188,..,138,0,134,0,141,..,58,0,60,0,58,..,327,14,338,7,342,..,486,77,561,4,571,..,177,19,201,0,201,..,369,22,393,0,397,..,507,68,574,3,582,..,182,15,198,0,195,..,152,10,162,0,165,..,445,110,549,5,557,..,1833,249,2079,14,2092,..,858,157,1018,10,1028,..,83,4,92,0,91,..,135,59,198
CED408,0,15,0,15,..,119,3,124,0,124,..,73,5,80,4,84,..,0,0,0,0,0,..,18,3,22,0,22,..,4,0,6,0,6,..,45,16,67,0,67,..,329,65,392,10,403,..,2369,209,2573,41,2620,..,162,8,170,3556,3730,62428,2525,215,2741,3600,68768,64922,..,..,..,..,64922,..,119,3,126,0,126,..,29,3,26,0,30,..,19,0,19,0,19,..,51,7,57,6,64,..,135,36,171,4,174,..,6,0,6,0,6,..,196,42,240,6,242,..,21,0,21,0,25,..,173,0,176,0,175,..,143,4,146,3,149,..,422,12,435,8,445,..,106,5,112,3,114,..,3,0,3,0,3,..,15,3,24,0,24,..,24,7,27,0,27,..,19,0,23,0,23,..,3,3,4,0,4,..,16,0,16,0,16,..,85,15,92,0,92,..,289,31,323,3,323,..,87,7,93,0,98,..,18,0,20
CED409,16,119,0,119,..,1051,56,1107,13,1117,..,432,56,491,11,494,..,216,34,249,3,255,..,58,21,77,0,79,..,37,3,40,0,40,..,3108,1368,4470,37,4510,..,4278,1406,5689,128,5814,..,18301,4876,23173,296,23473,..,257,68,328,3790,4123,53643,18561,4944,23506,4090,81238,54583,..,..,..,..,54583,..,59,0,60,3,58,..,458,164,627,5,628,..,90,0,90,5,95,..,360,185,539,3,544,..,594,317,912,4,919,..,89,61,144,0,144,..,1040,554,1594,8,1604,..,265,47,316,10,322,..,86,0,88,0,91,..,108,9,119,0,118,..,257,8,265,0,265,..,1348,312,1662,13,1676,..,97,15,109,0,111,..,411,39,447,3,446,..,523,102,625,4,627,..,66,9,70,0,70,..,167,16,190,0,191,..,613,281,895,9,901,..,1873,457,2336,18,2345,..,1780,492,2270,32,2300,..,64,7,74,0,74,..,40,4,46
CED410,0,72,0,72,..,457,19,474,3,476,..,316,23,335,0,340,..,265,23,286,0,286,..,52,9,58,0,58,..,35,3,42,0,42,..,317,54,377,3,377,..,1757,295,2058,46,2099,..,17896,2677,20567,186,20752,..,187,18,207,2556,2760,47937,18083,2693,20774,2736,71450,51664,..,..,..,..,51664,..,103,0,103,0,103,..,498,85,579,6,589,..,25,0,28,0,29,..,1015,283,1303,6,1304,..,3160,928,4088,13,4103,..,165,43,211,0,208,..,4343,1258,5596,19,5623,..,136,9,149,3,147,..,117,0,121,3,126,..,188,13,204,0,201,..,406,12,413,6,419,..,1171,149,1323,13,1332,..,142,12,149,3,153,..,653,53,703,3,711,..,601,87,686,6,694,..,433,25,460,0,463,..,168,29,194,0,195,..,603,82,685,8,699,..,2605,283,2890,23,2915,..,4128,879,5009,67,5071,..,179,24,198,3,203,..,535,203,738
CED411,7,40,0,40,..,338,30,364,3,364,..,167,24,189,3,192,..,58,51,107,0,107,..,31,7,44,0,44,..,29,7,31,0,31,..,383,205,583,3,590,..,2370,820,3194,65,3261,..,6215,1852,8067,139,8209,..,259,40,297,4968,5271,70175,6475,1888,8362,5111,83654,71036,..,..,..,..,71036,..,73,0,74,0,74,..,160,111,272,3,274,..,53,0,61,3,63,..,23,6,28,0,28,..,157,42,202,3,203,..,15,10,23,0,23,..,199,59,257,3,259,..,51,8,64,0,64,..,106,0,103,0,103,..,51,9,57,0,57,..,205,20,228,3,230,..,259,51,305,8,317,..,55,12,69,0,72,..,81,5,91,0,91,..,78,19,97,0,97,..,18,3,21,0,21,..,32,0,38,0,38,..,278,405,678,5,685,..,549,435,983,7,993,..,504,115,619,9,628,..,35,0,40,0,40,..,9,0,8
